"age","condition","limits","compr","persp","change"
"young","other immersed",-3.56879323792675,-0.994838941801902,0.536466540845081,-0.461426251909187
"young","other immersed",0.746098376037026,-0.358901596416988,0.532142801142776,-2.0397175908926
"young","other immersed",-0.289114928419636,0.206440314948082,-0.392062857395917,0.0568307422391663
"young","other immersed",-0.498366629013427,-1.12552276453204,0.884877857922468,-0.654522918172718
"young","other immersed",1.74609837603703,0.641098403583012,0.032142801142776,-1.0397175908926
"young","other immersed",-0.289114928419636,-0.293559685051918,0.607937142604083,1.05683074223917
"young","other immersed",0.32556684870326,0.701186792293313,0.263849565229002,0.82821874748611
"young","other immersed",0.781311680493689,-0.42424350778206,-0.0436515403185309,-1.13626592402436
"young","other immersed",-1.25390162396297,0.141098403583012,0.032142801142776,-0.0397175908925993
"young","other immersed",-1.49836662901343,-0.625522764532044,-0.615122142077532,1.34547708182728
"young","other immersed",-0.604006542383415,0.0705029695631696,-0.387739117693612,-0.364877918777421
"young","other distanced",0.46642006652991,0.939819146833027,-0.0393278006162254,-0.557974585040952
"young","other distanced",-0.218688319506311,0.57575649221794,-0.0436515403185309,-1.13626592402436
"young","other distanced",-0.498366629013427,0.374477235467956,0.884877857922468,-0.654522918172718
"young","other distanced",1.46642006652991,0.939819146833027,0.960672199383775,3.44202541495905
"young","other distanced",NA,NA,NA,NA
"young","other distanced",0.710885071580364,-0.293559685051918,0.607937142604083,0.0568307422391663
"young","other distanced",1.36078015315992,-0.864155119071759,-0.811944776232305,-0.268329585645655
"young","other distanced",-3.49836662901343,1.37447723546796,0.384877857922468,0.345477081827282
"young","other distanced",-1.67443315129674,-0.798813207706687,-0.236150434770998,-0.17178125251389
"young","other distanced",0.781311680493689,0.57575649221794,0.956348459681469,-0.136265924024365
"young","other distanced",-0.53357993347009,1.43981914683303,-0.539327800616225,-0.557974585040952
"young","other distanced",0.605245158210376,0.902466049043297,0.835320166988004,1.34647574163446
"young","other distanced",0.501633370986573,-1.12552276453204,-0.615122142077532,0.345477081827282
"young","other distanced",-0.253901623962974,0.141098403583012,-0.467857198857224,-0.0397175908925993
"young","other distanced",0.360780153159922,0.135844880928241,0.188055223767695,-0.268329585645655
"young","other distanced",NA,NA,NA,NA
"young","other distanced",0.46642006652991,0.439819146833027,-0.0393278006162254,0.442025414959048
"old","other immersed",-1.60400654238341,0.0705029695631696,0.612260882306388,-1.36487791877742
"old","other immersed",0.710885071580364,1.70644031494808,1.10793714260408,0.0568307422391663
"old","other immersed",-0.604006542383415,-0.92949703043683,0.112260882306388,-0.364877918777421
"old","other immersed",NA,NA,NA,NA
"old","other immersed",-1.25390162396297,0.141098403583012,0.532142801142776,-0.0397175908925993
"old","other immersed",-0.53357993347009,0.439819146833027,-0.0393278006162254,-1.55797458504095
"old","other immersed",-0.289114928419636,-0.293559685051918,0.107937142604083,1.05683074223917
"old","other immersed",-2.3243282328763,-0.228217773686846,-0.31626851593461,-0.846620924629068
"old","other immersed",-0.53357993347009,0.939819146833027,-0.539327800616225,0.442025414959048
"old","other immersed",0.431206762073248,1.0051610581981,0.536466540845081,3.53857374809081
"old","other immersed",-0.639219846840078,-0.364155119071759,0.188055223767695,-0.268329585645655
"old","other immersed",-1.56879323792675,-0.494838941801902,-0.963533459154919,-0.461426251909187
"old","other immersed",0.781311680493689,0.0757564922179403,-1.04365154031853,1.86373407597564
"old","other immersed",0.46642006652991,-0.560180853166973,0.460672199383775,-0.557974585040952
"old","other immersed",0.46642006652991,0.939819146833027,0.460672199383775,-0.557974585040952
"old","other immersed",0.32556684870326,0.701186792293313,-1.236150434771,0.82821874748611
"old","other immersed",0.781311680493689,-0.42424350778206,-1.54365154031853,-0.136265924024365
"old","other immersed",-0.289114928419636,0.206440314948082,0.107937142604083,0.0568307422391663
"old","other immersed",0.501633370986573,-0.125522764532044,0.884877857922468,0.345477081827282
"old","other immersed",-1.53357993347009,-0.0601808531669725,0.460672199383775,-1.55797458504095
"old","other immersed",0.746098376037026,-0.358901596416988,0.532142801142776,-0.0397175908925993
"old","other immersed",-0.498366629013427,-0.625522764532044,-0.115122142077532,-0.654522918172718
"old","other immersed",NA,NA,NA,NA
"old","other immersed",-0.639219846840078,-0.364155119071759,-0.311944776232305,-1.26832958564566
"old","other immersed",-0.53357993347009,0.439819146833027,-0.0393278006162254,-2.55797458504095
"old","other distanced",-0.568793237926752,0.00516105819809809,0.0364665408450815,-0.461426251909187
"old","other distanced",-0.53357993347009,0.439819146833027,0.460672199383775,8.44202541495905
"old","other distanced",-1.49836662901343,-0.625522764532044,-0.615122142077532,-0.654522918172718
"old","other distanced",0.501633370986573,0.874477235467956,0.884877857922468,2.34547708182728
"old","other distanced",1.74609837603703,1.64109840358301,0.532142801142776,-1.0397175908926
"old","other distanced",-0.53357993347009,-0.560180853166973,0.960672199383775,-0.557974585040952
"old","other distanced",0.746098376037026,-0.358901596416988,0.032142801142776,-1.0397175908926
"old","other distanced",-3.21868831950631,-1.42424350778206,-0.0436515403185309,0.863734075975635
"old","other distanced",-1.21868831950631,-0.42424350778206,-1.04365154031853,-1.13626592402436
"old","other distanced",1.43120676207325,0.505161058198098,0.0364665408450815,-0.461426251909187
"old","other distanced",0.360780153159922,0.635844880928241,0.688055223767695,0.731670414354345
"old","other distanced",0.46642006652991,-0.0601808531669725,0.460672199383775,2.44202541495905
"old","other distanced",0.431206762073248,0.505161058198098,0.536466540845081,-0.461426251909187
"old","other distanced",0.746098376037026,0.141098403583012,0.532142801142776,-0.0397175908925993
"old","other distanced",0.431206762073248,0.505161058198098,1.03646654084508,0.538573748090813
"old","other distanced",0.746098376037026,0.141098403583012,-0.467857198857224,-0.0397175908925993
"old","other distanced",-0.604006542383415,-0.42949703043683,-0.387739117693612,-1.36487791877742
"old","other distanced",0.710885071580364,0.206440314948082,0.607937142604083,-0.943169257760834
"old","other distanced",-0.604006542383415,-1.42949703043683,0.112260882306388,-0.364877918777421
"old","other distanced",0.431206762073248,0.505161058198098,1.03646654084508,0.538573748090813
"old","other distanced",0.46642006652991,0.439819146833027,0.960672199383775,0.442025414959048
"young","other immersed",1.39599345761659,1.57050296956317,1.11226088230639,-2.36487791877742
"young","other immersed",0.781311680493689,0.0757564922179403,0.956348459681469,-0.136265924024365
"young","other immersed",NA,NA,NA,NA
"young","other immersed",-0.218688319506311,1.57575649221794,0.956348459681469,-1.13626592402436
"young","other immersed",0.501633370986573,1.37447723546796,0.384877857922468,-0.654522918172718
