"id","treatment","group","story","scene_imagery","person_imagery","persp_taking","willing_help"
"1",1,"in","A",1.7960413080895,2.88209982788296,1.91996557659208,1.63975903614458
"1",1,"out","B",1.7960413080895,2.88209982788296,1.91996557659208,1.63975903614458
"1",1,"out","C",-0.203958691910499,0.882099827882961,1.91996557659208,1.63975903614458
"1",1,"in","D",1.7960413080895,2.88209982788296,1.91996557659208,1.63975903614458
"1",1,"in","E",1.7960413080895,2.88209982788296,1.91996557659208,1.63975903614458
"1",1,"out","F",1.7960413080895,2.88209982788296,1.91996557659208,1.63975903614458
"1",1,"out","G",1.7960413080895,2.88209982788296,1.91996557659208,1.63975903614458
"1",1,"out","H",-0.203958691910499,2.88209982788296,-1.08003442340792,1.63975903614458
"1",1,"in","I",1.7960413080895,2.88209982788296,1.91996557659208,1.63975903614458
"1",1,"in","J",1.7960413080895,2.88209982788296,1.91996557659208,1.63975903614458
"2",0,"in","A",-1.2039586919105,-1.11790017211704,-2.08003442340792,1.63975903614458
"2",0,"out","B",-2.2039586919105,-3.11790017211704,-4.08003442340792,-0.360240963855421
"2",0,"in","C",0.796041308089501,2.88209982788296,1.91996557659208,1.63975903614458
"2",0,"out","D",0.796041308089501,1.88209982788296,-0.0800344234079171,-2.36024096385542
"2",0,"in","E",1.7960413080895,2.88209982788296,-0.0800344234079171,1.63975903614458
"2",0,"in","F",-0.203958691910499,0.882099827882961,1.91996557659208,1.63975903614458
"2",0,"out","G",0.796041308089501,1.88209982788296,0.919965576592083,-3.36024096385542
"2",0,"in","H",0.796041308089501,0.882099827882961,0.919965576592083,1.63975903614458
"2",0,"out","I",-3.2039586919105,-1.11790017211704,-3.08003442340792,-3.36024096385542
"2",0,"out","J",0.796041308089501,2.88209982788296,1.91996557659208,0.639759036144579
"3",0,"in","A",0.796041308089501,1.88209982788296,-0.0800344234079171,1.63975903614458
"3",0,"in","B",0.796041308089501,1.88209982788296,-0.0800344234079171,1.63975903614458
"3",0,"out","C",1.7960413080895,2.88209982788296,-1.08003442340792,-3.36024096385542
"3",0,"out","D",-3.2039586919105,0.882099827882961,-3.08003442340792,-3.36024096385542
"3",0,"out","E",1.7960413080895,2.88209982788296,-1.08003442340792,-3.36024096385542
"3",0,"in","F",1.7960413080895,2.88209982788296,0.919965576592083,1.63975903614458
"3",0,"out","G",-3.2039586919105,-0.117900172117039,-4.08003442340792,-4.36024096385542
"3",0,"in","H",-0.203958691910499,0.882099827882961,-0.0800344234079171,0.639759036144579
"3",0,"in","I",-0.203958691910499,0.882099827882961,-0.0800344234079171,0.639759036144579
"3",0,"out","J",-4.2039586919105,-0.117900172117039,-3.08003442340792,-3.36024096385542
"4",0,"in","A",1.7960413080895,2.88209982788296,1.91996557659208,-3.36024096385542
"4",0,"in","B",1.7960413080895,2.88209982788296,1.91996557659208,-0.360240963855421
