"nerror","adaptation","fontsize","position","id","acuity"
0,"AC","0","5","38","normal"
4,"PA","-0.3","1","2","normal"
4,"PA","-0.3","2","2","normal"
4,"PA","-0.3","3","2","normal"
4,"PA","-0.3","4","2","normal"
4,"PA","-0.3","5","2","normal"
4,"AC","-0.3","1","2","normal"
4,"AC","-0.3","2","2","normal"
4,"AC","-0.3","3","2","normal"
4,"AC","-0.3","4","2","normal"
4,"AC","-0.3","5","2","normal"
0,"PA","-0.2","1","2","normal"
0,"PA","-0.2","2","2","normal"
0,"PA","-0.2","3","2","normal"
0,"PA","-0.2","4","2","normal"
0,"PA","-0.2","5","2","normal"
0,"AC","-0.2","1","2","normal"
0,"AC","-0.2","2","2","normal"
0,"AC","-0.2","3","2","normal"
0,"AC","-0.2","4","2","normal"
0,"AC","-0.2","5","2","normal"
0,"PA","-0.1","1","2","normal"
0,"PA","-0.1","2","2","normal"
0,"PA","-0.1","3","2","normal"
0,"PA","-0.1","4","2","normal"
0,"PA","-0.1","5","2","normal"
0,"AC","-0.1","1","2","normal"
0,"AC","-0.1","2","2","normal"
0,"AC","-0.1","3","2","normal"
0,"AC","-0.1","4","2","normal"
0,"AC","-0.1","5","2","normal"
0,"PA","0","1","2","normal"
0,"PA","0","2","2","normal"
0,"PA","0","3","2","normal"
0,"PA","0","4","2","normal"
0,"PA","0","5","2","normal"
0,"AC","0","1","2","normal"
0,"AC","0","2","2","normal"
0,"AC","0","3","2","normal"
0,"AC","0","4","2","normal"
0,"AC","0","5","2","normal"
4,"PA","-0.3","1","13","normal"
4,"PA","-0.3","2","13","normal"
4,"PA","-0.3","3","13","normal"
4,"PA","-0.3","4","13","normal"
4,"PA","-0.3","5","13","normal"
4,"AC","-0.3","1","13","normal"
4,"AC","-0.3","2","13","normal"
4,"AC","-0.3","3","13","normal"
4,"AC","-0.3","4","13","normal"
4,"AC","-0.3","5","13","normal"
0,"PA","-0.2","1","13","normal"
0,"PA","-0.2","2","13","normal"
0,"PA","-0.2","3","13","normal"
0,"PA","-0.2","4","13","normal"
0,"PA","-0.2","5","13","normal"
0,"AC","-0.2","1","13","normal"
0,"AC","-0.2","2","13","normal"
0,"AC","-0.2","3","13","normal"
0,"AC","-0.2","4","13","normal"
0,"AC","-0.2","5","13","normal"
0,"PA","-0.1","1","13","normal"
0,"PA","-0.1","2","13","normal"
0,"PA","-0.1","3","13","normal"
0,"PA","-0.1","4","13","normal"
0,"PA","-0.1","5","13","normal"
0,"AC","-0.1","1","13","normal"
0,"AC","-0.1","2","13","normal"
0,"AC","-0.1","3","13","normal"
0,"AC","-0.1","4","13","normal"
0,"AC","-0.1","5","13","normal"
0,"PA","0","1","13","normal"
0,"PA","0","2","13","normal"
0,"PA","0","3","13","normal"
0,"PA","0","4","13","normal"
0,"PA","0","5","13","normal"
0,"AC","0","1","13","normal"
0,"AC","0","2","13","normal"
0,"AC","0","3","13","normal"
0,"AC","0","4","13","normal"
0,"AC","0","5","13","normal"
4,"PA","-0.3","1","15","normal"
3,"PA","-0.3","2","15","normal"
3,"PA","-0.3","3","15","normal"
4,"PA","-0.3","4","15","normal"
3,"PA","-0.3","5","15","normal"
4,"AC","-0.3","1","15","normal"
1,"AC","-0.3","2","15","normal"
4,"AC","-0.3","3","15","normal"
1,"AC","-0.3","4","15","normal"
4,"AC","-0.3","5","15","normal"
0,"PA","-0.2","1","15","normal"
0,"PA","-0.2","2","15","normal"
0,"PA","-0.2","3","15","normal"
0,"PA","-0.2","4","15","normal"
1,"PA","-0.2","5","15","normal"
0,"AC","-0.2","1","15","normal"
0,"AC","-0.2","2","15","normal"
0,"AC","-0.2","3","15","normal"
0,"AC","-0.2","4","15","normal"
0,"AC","-0.2","5","15","normal"
0,"PA","-0.1","1","15","normal"
0,"PA","-0.1","2","15","normal"
1,"PA","-0.1","3","15","normal"
0,"PA","-0.1","4","15","normal"
1,"PA","-0.1","5","15","normal"
0,"AC","-0.1","1","15","normal"
0,"AC","-0.1","2","15","normal"
2,"AC","-0.1","3","15","normal"
0,"AC","-0.1","4","15","normal"
0,"AC","-0.1","5","15","normal"
0,"PA","0","1","15","normal"
0,"PA","0","2","15","normal"
0,"PA","0","3","15","normal"
0,"PA","0","4","15","normal"
0,"PA","0","5","15","normal"
0,"AC","0","1","15","normal"
0,"AC","0","2","15","normal"
0,"AC","0","3","15","normal"
0,"AC","0","4","15","normal"
0,"AC","0","5","15","normal"
4,"PA","-0.3","1","19","high"
4,"PA","-0.3","2","19","high"
4,"PA","-0.3","3","19","high"
4,"PA","-0.3","4","19","high"
3,"PA","-0.3","5","19","high"
3,"AC","-0.3","1","19","high"
4,"AC","-0.3","2","19","high"
4,"AC","-0.3","3","19","high"
4,"AC","-0.3","4","19","high"
3,"AC","-0.3","5","19","high"
0,"PA","-0.2","1","19","high"
0,"PA","-0.2","2","19","high"
0,"PA","-0.2","3","19","high"
0,"PA","-0.2","4","19","high"
0,"PA","-0.2","5","19","high"
0,"AC","-0.2","1","19","high"
0,"AC","-0.2","2","19","high"
0,"AC","-0.2","3","19","high"
0,"AC","-0.2","4","19","high"
0,"AC","-0.2","5","19","high"
1,"PA","-0.1","1","19","high"
0,"PA","-0.1","2","19","high"
0,"PA","-0.1","3","19","high"
0,"PA","-0.1","4","19","high"
0,"PA","-0.1","5","19","high"
0,"AC","-0.1","1","19","high"
0,"AC","-0.1","2","19","high"
0,"AC","-0.1","3","19","high"
0,"AC","-0.1","4","19","high"
0,"AC","-0.1","5","19","high"
0,"PA","0","1","19","high"
0,"PA","0","2","19","high"
0,"PA","0","3","19","high"
0,"PA","0","4","19","high"
0,"PA","0","5","19","high"
0,"AC","0","1","19","high"
0,"AC","0","2","19","high"
0,"AC","0","3","19","high"
0,"AC","0","4","19","high"
0,"AC","0","5","19","high"
4,"PA","-0.3","1","21","high"
4,"PA","-0.3","2","21","high"
4,"PA","-0.3","3","21","high"
4,"PA","-0.3","4","21","high"
4,"PA","-0.3","5","21","high"
4,"AC","-0.3","1","21","high"
4,"AC","-0.3","2","21","high"
4,"AC","-0.3","3","21","high"
4,"AC","-0.3","4","21","high"
4,"AC","-0.3","5","21","high"
0,"PA","-0.2","1","21","high"
0,"PA","-0.2","2","21","high"
0,"PA","-0.2","3","21","high"
0,"PA","-0.2","4","21","high"
0,"PA","-0.2","5","21","high"
0,"AC","-0.2","1","21","high"
0,"AC","-0.2","2","21","high"
0,"AC","-0.2","3","21","high"
0,"AC","-0.2","4","21","high"
0,"AC","-0.2","5","21","high"
0,"PA","-0.1","1","21","high"
1,"PA","-0.1","2","21","high"
3,"PA","-0.1","3","21","high"
2,"PA","-0.1","4","21","high"
1,"PA","-0.1","5","21","high"
0,"AC","-0.1","1","21","high"
1,"AC","-0.1","2","21","high"
1,"AC","-0.1","3","21","high"
1,"AC","-0.1","4","21","high"
0,"AC","-0.1","5","21","high"
0,"PA","0","1","21","high"
0,"PA","0","2","21","high"
0,"PA","0","3","21","high"
0,"PA","0","4","21","high"
0,"PA","0","5","21","high"
0,"AC","0","1","21","high"
0,"AC","0","2","21","high"
0,"AC","0","3","21","high"
0,"AC","0","4","21","high"
0,"AC","0","5","21","high"
3,"PA","-0.3","1","11","high"
4,"PA","-0.3","2","11","high"
2,"PA","-0.3","3","11","high"
4,"PA","-0.3","4","11","high"
3,"PA","-0.3","5","11","high"
4,"AC","-0.3","1","11","high"
3,"AC","-0.3","2","11","high"
3,"AC","-0.3","3","11","high"
2,"AC","-0.3","4","11","high"
2,"AC","-0.3","5","11","high"
0,"PA","-0.2","1","11","high"
0,"PA","-0.2","2","11","high"
0,"PA","-0.2","3","11","high"
0,"PA","-0.2","4","11","high"
2,"PA","-0.2","5","11","high"
1,"AC","-0.2","1","11","high"
0,"AC","-0.2","2","11","high"
0,"AC","-0.2","3","11","high"
1,"AC","-0.2","4","11","high"
0,"AC","-0.2","5","11","high"
0,"PA","-0.1","1","11","high"
0,"PA","-0.1","2","11","high"
0,"PA","-0.1","3","11","high"
0,"PA","-0.1","4","11","high"
0,"PA","-0.1","5","11","high"
0,"AC","-0.1","1","11","high"
0,"AC","-0.1","2","11","high"
0,"AC","-0.1","3","11","high"
0,"AC","-0.1","4","11","high"
0,"AC","-0.1","5","11","high"
0,"PA","0","1","11","high"
0,"PA","0","2","11","high"
0,"PA","0","3","11","high"
0,"PA","0","4","11","high"
0,"PA","0","5","11","high"
0,"AC","0","1","11","high"
0,"AC","0","2","11","high"
0,"AC","0","3","11","high"
0,"AC","0","4","11","high"
0,"AC","0","5","11","high"
3,"PA","-0.3","1","34","high"
4,"PA","-0.3","2","34","high"
4,"PA","-0.3","3","34","high"
4,"PA","-0.3","4","34","high"
3,"PA","-0.3","5","34","high"
4,"AC","-0.3","1","34","high"
4,"AC","-0.3","2","34","high"
4,"AC","-0.3","3","34","high"
4,"AC","-0.3","4","34","high"
3,"AC","-0.3","5","34","high"
0,"PA","-0.2","1","34","high"
0,"PA","-0.2","2","34","high"
1,"PA","-0.2","3","34","high"
0,"PA","-0.2","4","34","high"
0,"PA","-0.2","5","34","high"
0,"AC","-0.2","1","34","high"
0,"AC","-0.2","2","34","high"
0,"AC","-0.2","3","34","high"
0,"AC","-0.2","4","34","high"
0,"AC","-0.2","5","34","high"
0,"PA","-0.1","1","34","high"
0,"PA","-0.1","2","34","high"
0,"PA","-0.1","3","34","high"
0,"PA","-0.1","4","34","high"
0,"PA","-0.1","5","34","high"
0,"AC","-0.1","1","34","high"
0,"AC","-0.1","2","34","high"
0,"AC","-0.1","3","34","high"
0,"AC","-0.1","4","34","high"
0,"AC","-0.1","5","34","high"
0,"PA","0","1","34","high"
0,"PA","0","2","34","high"
0,"PA","0","3","34","high"
0,"PA","0","4","34","high"
0,"PA","0","5","34","high"
0,"AC","0","1","34","high"
0,"AC","0","2","34","high"
0,"AC","0","3","34","high"
0,"AC","0","4","34","high"
0,"AC","0","5","34","high"
3,"PA","-0.3","1","3","high"
4,"PA","-0.3","2","3","high"
3,"PA","-0.3","3","3","high"
4,"PA","-0.3","4","3","high"
4,"PA","-0.3","5","3","high"
4,"AC","-0.3","1","3","high"
4,"AC","-0.3","2","3","high"
4,"AC","-0.3","3","3","high"
3,"AC","-0.3","4","3","high"
3,"AC","-0.3","5","3","high"
0,"PA","-0.2","1","3","high"
0,"PA","-0.2","2","3","high"
0,"PA","-0.2","3","3","high"
0,"PA","-0.2","4","3","high"
0,"PA","-0.2","5","3","high"
0,"AC","-0.2","1","3","high"
0,"AC","-0.2","2","3","high"
0,"AC","-0.2","3","3","high"
0,"AC","-0.2","4","3","high"
0,"AC","-0.2","5","3","high"
0,"PA","-0.1","1","3","high"
0,"PA","-0.1","2","3","high"
0,"PA","-0.1","3","3","high"
0,"PA","-0.1","4","3","high"
0,"PA","-0.1","5","3","high"
0,"AC","-0.1","1","3","high"
0,"AC","-0.1","2","3","high"
0,"AC","-0.1","3","3","high"
0,"AC","-0.1","4","3","high"
0,"AC","-0.1","5","3","high"
0,"PA","0","1","3","high"
0,"PA","0","2","3","high"
0,"PA","0","3","3","high"
0,"PA","0","4","3","high"
0,"PA","0","5","3","high"
0,"AC","0","1","3","high"
0,"AC","0","2","3","high"
0,"AC","0","3","3","high"
0,"AC","0","4","3","high"
0,"AC","0","5","3","high"
4,"PA","-0.3","1","24","high"
4,"PA","-0.3","2","24","high"
4,"PA","-0.3","3","24","high"
4,"PA","-0.3","4","24","high"
2,"PA","-0.3","5","24","high"
4,"AC","-0.3","1","24","high"
4,"AC","-0.3","2","24","high"
4,"AC","-0.3","3","24","high"
4,"AC","-0.3","4","24","high"
3,"AC","-0.3","5","24","high"
0,"PA","-0.2","1","24","high"
0,"PA","-0.2","2","24","high"
0,"PA","-0.2","3","24","high"
0,"PA","-0.2","4","24","high"
0,"PA","-0.2","5","24","high"
0,"AC","-0.2","1","24","high"
0,"AC","-0.2","2","24","high"
1,"AC","-0.2","3","24","high"
1,"AC","-0.2","4","24","high"
0,"AC","-0.2","5","24","high"
0,"PA","-0.1","1","24","high"
0,"PA","-0.1","2","24","high"
0,"PA","-0.1","3","24","high"
0,"PA","-0.1","4","24","high"
0,"PA","-0.1","5","24","high"
0,"AC","-0.1","1","24","high"
0,"AC","-0.1","2","24","high"
0,"AC","-0.1","3","24","high"
0,"AC","-0.1","4","24","high"
0,"AC","-0.1","5","24","high"
0,"PA","0","1","24","high"
0,"PA","0","2","24","high"
0,"PA","0","3","24","high"
0,"PA","0","4","24","high"
0,"PA","0","5","24","high"
0,"AC","0","1","24","high"
0,"AC","0","2","24","high"
0,"AC","0","3","24","high"
0,"AC","0","4","24","high"
0,"AC","0","5","24","high"
4,"PA","-0.3","1","26","high"
4,"PA","-0.3","2","26","high"
4,"PA","-0.3","3","26","high"
4,"PA","-0.3","4","26","high"
2,"PA","-0.3","5","26","high"
4,"AC","-0.3","1","26","high"
3,"AC","-0.3","2","26","high"
4,"AC","-0.3","3","26","high"
4,"AC","-0.3","4","26","high"
3,"AC","-0.3","5","26","high"
0,"PA","-0.2","1","26","high"
0,"PA","-0.2","2","26","high"
0,"PA","-0.2","3","26","high"
0,"PA","-0.2","4","26","high"
0,"PA","-0.2","5","26","high"
0,"AC","-0.2","1","26","high"
0,"AC","-0.2","2","26","high"
0,"AC","-0.2","3","26","high"
0,"AC","-0.2","4","26","high"
0,"AC","-0.2","5","26","high"
0,"PA","-0.1","1","26","high"
0,"PA","-0.1","2","26","high"
0,"PA","-0.1","3","26","high"
0,"PA","-0.1","4","26","high"
0,"PA","-0.1","5","26","high"
0,"AC","-0.1","1","26","high"
0,"AC","-0.1","2","26","high"
0,"AC","-0.1","3","26","high"
0,"AC","-0.1","4","26","high"
0,"AC","-0.1","5","26","high"
0,"PA","0","1","26","high"
0,"PA","0","2","26","high"
0,"PA","0","3","26","high"
0,"PA","0","4","26","high"
0,"PA","0","5","26","high"
0,"AC","0","1","26","high"
0,"AC","0","2","26","high"
0,"AC","0","3","26","high"
0,"AC","0","4","26","high"
0,"AC","0","5","26","high"
4,"PA","-0.3","1","35","high"
3,"PA","-0.3","2","35","high"
4,"PA","-0.3","3","35","high"
4,"PA","-0.3","4","35","high"
3,"PA","-0.3","5","35","high"
3,"AC","-0.3","1","35","high"
3,"AC","-0.3","2","35","high"
4,"AC","-0.3","3","35","high"
4,"AC","-0.3","4","35","high"
3,"AC","-0.3","5","35","high"
0,"PA","-0.2","1","35","high"
0,"PA","-0.2","2","35","high"
0,"PA","-0.2","3","35","high"
0,"PA","-0.2","4","35","high"
0,"PA","-0.2","5","35","high"
0,"AC","-0.2","1","35","high"
0,"AC","-0.2","2","35","high"
0,"AC","-0.2","3","35","high"
0,"AC","-0.2","4","35","high"
0,"AC","-0.2","5","35","high"
0,"PA","-0.1","1","35","high"
0,"PA","-0.1","2","35","high"
0,"PA","-0.1","3","35","high"
0,"PA","-0.1","4","35","high"
0,"PA","-0.1","5","35","high"
0,"AC","-0.1","1","35","high"
0,"AC","-0.1","2","35","high"
0,"AC","-0.1","3","35","high"
0,"AC","-0.1","4","35","high"
0,"AC","-0.1","5","35","high"
0,"PA","0","1","35","high"
0,"PA","0","2","35","high"
0,"PA","0","3","35","high"
0,"PA","0","4","35","high"
0,"PA","0","5","35","high"
0,"AC","0","1","35","high"
0,"AC","0","2","35","high"
0,"AC","0","3","35","high"
0,"AC","0","4","35","high"
0,"AC","0","5","35","high"
3,"PA","-0.3","1","39","high"
4,"PA","-0.3","2","39","high"
4,"PA","-0.3","3","39","high"
4,"PA","-0.3","4","39","high"
3,"PA","-0.3","5","39","high"
4,"AC","-0.3","1","39","high"
4,"AC","-0.3","2","39","high"
3,"AC","-0.3","3","39","high"
4,"AC","-0.3","4","39","high"
3,"AC","-0.3","5","39","high"
0,"PA","-0.2","1","39","high"
0,"PA","-0.2","2","39","high"
0,"PA","-0.2","3","39","high"
0,"PA","-0.2","4","39","high"
0,"PA","-0.2","5","39","high"
0,"AC","-0.2","1","39","high"
0,"AC","-0.2","2","39","high"
0,"AC","-0.2","3","39","high"
0,"AC","-0.2","4","39","high"
0,"AC","-0.2","5","39","high"
0,"PA","-0.1","1","39","high"
0,"PA","-0.1","2","39","high"
0,"PA","-0.1","3","39","high"
0,"PA","-0.1","4","39","high"
0,"PA","-0.1","5","39","high"
0,"AC","-0.1","1","39","high"
0,"AC","-0.1","2","39","high"
0,"AC","-0.1","3","39","high"
0,"AC","-0.1","4","39","high"
0,"AC","-0.1","5","39","high"
0,"PA","0","1","39","high"
0,"PA","0","2","39","high"
0,"PA","0","3","39","high"
0,"PA","0","4","39","high"
0,"PA","0","5","39","high"
0,"AC","0","1","39","high"
0,"AC","0","2","39","high"
0,"AC","0","3","39","high"
0,"AC","0","4","39","high"
0,"AC","0","5","39","high"
3,"PA","-0.3","1","5","high"
4,"PA","-0.3","2","5","high"
4,"PA","-0.3","3","5","high"
4,"PA","-0.3","4","5","high"
2,"PA","-0.3","5","5","high"
1,"AC","-0.3","1","5","high"
3,"AC","-0.3","2","5","high"
3,"AC","-0.3","3","5","high"
4,"AC","-0.3","4","5","high"
3,"AC","-0.3","5","5","high"
0,"PA","-0.2","1","5","high"
0,"PA","-0.2","2","5","high"
0,"PA","-0.2","3","5","high"
0,"PA","-0.2","4","5","high"
0,"PA","-0.2","5","5","high"
0,"AC","-0.2","1","5","high"
0,"AC","-0.2","2","5","high"
0,"AC","-0.2","3","5","high"
0,"AC","-0.2","4","5","high"
0,"AC","-0.2","5","5","high"
0,"PA","-0.1","1","5","high"
0,"PA","-0.1","2","5","high"
0,"PA","-0.1","3","5","high"
0,"PA","-0.1","4","5","high"
0,"PA","-0.1","5","5","high"
0,"AC","-0.1","1","5","high"
0,"AC","-0.1","2","5","high"
0,"AC","-0.1","3","5","high"
0,"AC","-0.1","4","5","high"
0,"AC","-0.1","5","5","high"
0,"PA","0","1","5","high"
0,"PA","0","2","5","high"
0,"PA","0","3","5","high"
0,"PA","0","4","5","high"
0,"PA","0","5","5","high"
0,"AC","0","1","5","high"
0,"AC","0","2","5","high"
0,"AC","0","3","5","high"
0,"AC","0","4","5","high"
0,"AC","0","5","5","high"
4,"PA","-0.3","1","12","high"
4,"PA","-0.3","2","12","high"
3,"PA","-0.3","3","12","high"
3,"PA","-0.3","4","12","high"
2,"PA","-0.3","5","12","high"
3,"AC","-0.3","1","12","high"
4,"AC","-0.3","2","12","high"
3,"AC","-0.3","3","12","high"
4,"AC","-0.3","4","12","high"
3,"AC","-0.3","5","12","high"
0,"PA","-0.2","1","12","high"
0,"PA","-0.2","2","12","high"
0,"PA","-0.2","3","12","high"
0,"PA","-0.2","4","12","high"
1,"PA","-0.2","5","12","high"
0,"AC","-0.2","1","12","high"
0,"AC","-0.2","2","12","high"
0,"AC","-0.2","3","12","high"
1,"AC","-0.2","4","12","high"
1,"AC","-0.2","5","12","high"
0,"PA","-0.1","1","12","high"
0,"PA","-0.1","2","12","high"
0,"PA","-0.1","3","12","high"
0,"PA","-0.1","4","12","high"
0,"PA","-0.1","5","12","high"
0,"AC","-0.1","1","12","high"
0,"AC","-0.1","2","12","high"
0,"AC","-0.1","3","12","high"
0,"AC","-0.1","4","12","high"
0,"AC","-0.1","5","12","high"
0,"PA","0","1","12","high"
0,"PA","0","2","12","high"
0,"PA","0","3","12","high"
0,"PA","0","4","12","high"
0,"PA","0","5","12","high"
0,"AC","0","1","12","high"
0,"AC","0","2","12","high"
0,"AC","0","3","12","high"
0,"AC","0","4","12","high"
0,"AC","0","5","12","high"
4,"PA","-0.3","1","27","high"
4,"PA","-0.3","2","27","high"
3,"PA","-0.3","3","27","high"
4,"PA","-0.3","4","27","high"
2,"PA","-0.3","5","27","high"
3,"AC","-0.3","1","27","high"
4,"AC","-0.3","2","27","high"
3,"AC","-0.3","3","27","high"
4,"AC","-0.3","4","27","high"
3,"AC","-0.3","5","27","high"
0,"PA","-0.2","1","27","high"
0,"PA","-0.2","2","27","high"
0,"PA","-0.2","3","27","high"
0,"PA","-0.2","4","27","high"
0,"PA","-0.2","5","27","high"
0,"AC","-0.2","1","27","high"
0,"AC","-0.2","2","27","high"
1,"AC","-0.2","3","27","high"
2,"AC","-0.2","4","27","high"
1,"AC","-0.2","5","27","high"
0,"PA","-0.1","1","27","high"
0,"PA","-0.1","2","27","high"
0,"PA","-0.1","3","27","high"
0,"PA","-0.1","4","27","high"
0,"PA","-0.1","5","27","high"
0,"AC","-0.1","1","27","high"
0,"AC","-0.1","2","27","high"
0,"AC","-0.1","3","27","high"
0,"AC","-0.1","4","27","high"
0,"AC","-0.1","5","27","high"
0,"PA","0","1","27","high"
0,"PA","0","2","27","high"
0,"PA","0","3","27","high"
0,"PA","0","4","27","high"
0,"PA","0","5","27","high"
0,"AC","0","1","27","high"
0,"AC","0","2","27","high"
0,"AC","0","3","27","high"
0,"AC","0","4","27","high"
0,"AC","0","5","27","high"
4,"PA","-0.3","1","40","high"
4,"PA","-0.3","2","40","high"
2,"PA","-0.3","3","40","high"
4,"PA","-0.3","4","40","high"
3,"PA","-0.3","5","40","high"
3,"AC","-0.3","1","40","high"
4,"AC","-0.3","2","40","high"
2,"AC","-0.3","3","40","high"
4,"AC","-0.3","4","40","high"
2,"AC","-0.3","5","40","high"
0,"PA","-0.2","1","40","high"
0,"PA","-0.2","2","40","high"
0,"PA","-0.2","3","40","high"
0,"PA","-0.2","4","40","high"
0,"PA","-0.2","5","40","high"
0,"AC","-0.2","1","40","high"
0,"AC","-0.2","2","40","high"
0,"AC","-0.2","3","40","high"
0,"AC","-0.2","4","40","high"
0,"AC","-0.2","5","40","high"
0,"PA","-0.1","1","40","high"
0,"PA","-0.1","2","40","high"
0,"PA","-0.1","3","40","high"
0,"PA","-0.1","4","40","high"
0,"PA","-0.1","5","40","high"
0,"AC","-0.1","1","40","high"
0,"AC","-0.1","2","40","high"
0,"AC","-0.1","3","40","high"
0,"AC","-0.1","4","40","high"
0,"AC","-0.1","5","40","high"
0,"PA","0","1","40","high"
0,"PA","0","2","40","high"
0,"PA","0","3","40","high"
0,"PA","0","4","40","high"
0,"PA","0","5","40","high"
0,"AC","0","1","40","high"
0,"AC","0","2","40","high"
0,"AC","0","3","40","high"
0,"AC","0","4","40","high"
0,"AC","0","5","40","high"
2,"PA","-0.3","1","6","high"
4,"PA","-0.3","2","6","high"
3,"PA","-0.3","3","6","high"
4,"PA","-0.3","4","6","high"
3,"PA","-0.3","5","6","high"
4,"AC","-0.3","1","6","high"
3,"AC","-0.3","2","6","high"
4,"AC","-0.3","3","6","high"
4,"AC","-0.3","4","6","high"
3,"AC","-0.3","5","6","high"
0,"PA","-0.2","1","6","high"
0,"PA","-0.2","2","6","high"
0,"PA","-0.2","3","6","high"
0,"PA","-0.2","4","6","high"
0,"PA","-0.2","5","6","high"
0,"AC","-0.2","1","6","high"
0,"AC","-0.2","2","6","high"
1,"AC","-0.2","3","6","high"
0,"AC","-0.2","4","6","high"
1,"AC","-0.2","5","6","high"
0,"PA","-0.1","1","6","high"
0,"PA","-0.1","2","6","high"
1,"PA","-0.1","3","6","high"
0,"PA","-0.1","4","6","high"
0,"PA","-0.1","5","6","high"
0,"AC","-0.1","1","6","high"
0,"AC","-0.1","2","6","high"
0,"AC","-0.1","3","6","high"
0,"AC","-0.1","4","6","high"
0,"AC","-0.1","5","6","high"
0,"PA","0","1","6","high"
0,"PA","0","2","6","high"
0,"PA","0","3","6","high"
0,"PA","0","4","6","high"
0,"PA","0","5","6","high"
0,"AC","0","1","6","high"
0,"AC","0","2","6","high"
0,"AC","0","3","6","high"
0,"AC","0","4","6","high"
0,"AC","0","5","6","high"
3,"PA","-0.3","1","9","high"
3,"PA","-0.3","2","9","high"
4,"PA","-0.3","3","9","high"
2,"PA","-0.3","4","9","high"
3,"PA","-0.3","5","9","high"
3,"AC","-0.3","1","9","high"
4,"AC","-0.3","2","9","high"
3,"AC","-0.3","3","9","high"
4,"AC","-0.3","4","9","high"
4,"AC","-0.3","5","9","high"
0,"PA","-0.2","1","9","high"
0,"PA","-0.2","2","9","high"
1,"PA","-0.2","3","9","high"
0,"PA","-0.2","4","9","high"
0,"PA","-0.2","5","9","high"
0,"AC","-0.2","1","9","high"
0,"AC","-0.2","2","9","high"
1,"AC","-0.2","3","9","high"
0,"AC","-0.2","4","9","high"
0,"AC","-0.2","5","9","high"
0,"PA","-0.1","1","9","high"
1,"PA","-0.1","2","9","high"
0,"PA","-0.1","3","9","high"
0,"PA","-0.1","4","9","high"
0,"PA","-0.1","5","9","high"
0,"AC","-0.1","1","9","high"
0,"AC","-0.1","2","9","high"
0,"AC","-0.1","3","9","high"
0,"AC","-0.1","4","9","high"
0,"AC","-0.1","5","9","high"
0,"PA","0","1","9","high"
0,"PA","0","2","9","high"
0,"PA","0","3","9","high"
0,"PA","0","4","9","high"
0,"PA","0","5","9","high"
0,"AC","0","1","9","high"
0,"AC","0","2","9","high"
0,"AC","0","3","9","high"
0,"AC","0","4","9","high"
0,"AC","0","5","9","high"
3,"PA","-0.3","1","28","high"
3,"PA","-0.3","2","28","high"
3,"PA","-0.3","3","28","high"
4,"PA","-0.3","4","28","high"
3,"PA","-0.3","5","28","high"
3,"AC","-0.3","1","28","high"
3,"AC","-0.3","2","28","high"
2,"AC","-0.3","3","28","high"
3,"AC","-0.3","4","28","high"
3,"AC","-0.3","5","28","high"
0,"PA","-0.2","1","28","high"
0,"PA","-0.2","2","28","high"
0,"PA","-0.2","3","28","high"
0,"PA","-0.2","4","28","high"
0,"PA","-0.2","5","28","high"
0,"AC","-0.2","1","28","high"
0,"AC","-0.2","2","28","high"
0,"AC","-0.2","3","28","high"
0,"AC","-0.2","4","28","high"
0,"AC","-0.2","5","28","high"
0,"PA","-0.1","1","28","high"
0,"PA","-0.1","2","28","high"
0,"PA","-0.1","3","28","high"
0,"PA","-0.1","4","28","high"
0,"PA","-0.1","5","28","high"
0,"AC","-0.1","1","28","high"
0,"AC","-0.1","2","28","high"
0,"AC","-0.1","3","28","high"
0,"AC","-0.1","4","28","high"
0,"AC","-0.1","5","28","high"
0,"PA","0","1","28","high"
0,"PA","0","2","28","high"
0,"PA","0","3","28","high"
0,"PA","0","4","28","high"
0,"PA","0","5","28","high"
0,"AC","0","1","28","high"
0,"AC","0","2","28","high"
0,"AC","0","3","28","high"
0,"AC","0","4","28","high"
0,"AC","0","5","28","high"
1,"PA","-0.3","1","29","high"
4,"PA","-0.3","2","29","high"
4,"PA","-0.3","3","29","high"
3,"PA","-0.3","4","29","high"
3,"PA","-0.3","5","29","high"
2,"AC","-0.3","1","29","high"
4,"AC","-0.3","2","29","high"
4,"AC","-0.3","3","29","high"
4,"AC","-0.3","4","29","high"
2,"AC","-0.3","5","29","high"
1,"PA","-0.2","1","29","high"
0,"PA","-0.2","2","29","high"
0,"PA","-0.2","3","29","high"
0,"PA","-0.2","4","29","high"
0,"PA","-0.2","5","29","high"
0,"AC","-0.2","1","29","high"
0,"AC","-0.2","2","29","high"
0,"AC","-0.2","3","29","high"
0,"AC","-0.2","4","29","high"
0,"AC","-0.2","5","29","high"
0,"PA","-0.1","1","29","high"
0,"PA","-0.1","2","29","high"
0,"PA","-0.1","3","29","high"
0,"PA","-0.1","4","29","high"
0,"PA","-0.1","5","29","high"
0,"AC","-0.1","1","29","high"
0,"AC","-0.1","2","29","high"
0,"AC","-0.1","3","29","high"
0,"AC","-0.1","4","29","high"
0,"AC","-0.1","5","29","high"
0,"PA","0","1","29","high"
0,"PA","0","2","29","high"
0,"PA","0","3","29","high"
0,"PA","0","4","29","high"
0,"PA","0","5","29","high"
0,"AC","0","1","29","high"
0,"AC","0","2","29","high"
0,"AC","0","3","29","high"
0,"AC","0","4","29","high"
0,"AC","0","5","29","high"
3,"PA","-0.3","1","30","high"
4,"PA","-0.3","2","30","high"
