"id","reltime","task","occurence","eda","hr"
"1",0,"baseline",1,20.60959,88.4956
"1",1,"baseline",1,21.41062,88.31564
"1",2,"baseline",1,22.26244,78.13892
"1",3,"baseline",1,24.221,65.82009
"1",4,"baseline",1,24.23851,65.1329
"1",5,"baseline",1,23.63703,66.83456
"1",6,"baseline",1,23.26847,66.70539
"1",7,"baseline",1,23.04362,69.15847
"1",8,"baseline",1,22.87457,73.5778
"1",9,"baseline",1,22.71512,73.57368
"1",10,"baseline",1,22.55975,71.39382
"1",11,"baseline",1,22.41094,70.26676
"1",12,"baseline",1,22.27228,67.8211
"1",13,"baseline",1,22.12351,68.24422
"1",14,"baseline",1,21.98858,70.01916
"1",15,"baseline",1,21.84729,67.91719
"1",16,"baseline",1,21.7192,70.00294
"1",17,"baseline",1,21.58649,73.81567
"1",18,"baseline",1,21.44657,79.84285
"1",19,"baseline",1,21.37521,78.41889
"1",20,"baseline",1,21.39226,71.33869
"1",21,"baseline",1,21.28763,64.44063
"1",22,"baseline",1,21.15941,64.08132
"1",23,"baseline",1,21.03732,64.61192
"1",24,"baseline",1,20.90983,66.36382
"1",25,"baseline",1,20.79689,71.66708
"1",26,"baseline",1,20.68069,72.18582
"1",27,"baseline",1,20.55382,74.10958
"1",28,"baseline",1,20.42292,75.38863
"1",29,"baseline",1,20.29458,73.05839
"1",30,"baseline",1,20.17722,73.19957
"1",31,"baseline",1,20.04006,73.44054
"1",32,"baseline",1,20.0016,73.46692
"1",33,"baseline",1,19.89912,77.74506
"1",34,"baseline",1,19.76036,76.96821
"1",35,"baseline",1,19.61509,72.14086
"1",36,"baseline",1,19.47821,69.64249
"1",37,"baseline",1,19.32688,70.07915
"1",38,"baseline",1,19.18267,69.74096
"1",39,"baseline",1,19.03909,71.91389
"1",40,"baseline",1,18.90534,74.70337
"1",41,"baseline",1,18.76156,73.1284
"1",42,"baseline",1,18.62394,75.24899
"1",43,"baseline",1,18.47789,72.78878
"1",44,"baseline",1,18.34011,71.5462
"1",45,"baseline",1,18.20123,74.3906
"1",46,"baseline",1,18.06467,74.11097
"1",47,"baseline",1,17.93986,72.59428
"1",48,"baseline",1,17.80873,76.49483
"1",49,"baseline",1,17.67315,72.83319
"1",50,"baseline",1,17.53916,73.25716
"1",51,"baseline",1,17.42099,77.16123
"1",52,"baseline",1,17.29512,78.07889
"1",53,"baseline",1,17.18969,79.31677
"1",54,"baseline",1,17.08089,76.8494
"1",55,"baseline",1,16.95226,73.38587
"1",56,"baseline",1,16.85273,73.65765
"1",57,"baseline",1,16.65192,76.45829
"1",58,"baseline",1,16.81512,76.67366
"1",59,"baseline",1,17.04624,77.49932
"1",60,"baseline",1,18.77687,72.98271
"1",61,"baseline",1,19.02877,71.24367
"1",62,"baseline",1,18.67619,72.24284
"1",63,"baseline",1,18.47396,74.22381
"1",64,"baseline",1,18.38055,80.64497
"1",65,"baseline",1,18.34398,77.60149
"1",66,"baseline",1,18.308,71.67293
"1",67,"baseline",1,18.6419,72.30429
"1",68,"baseline",1,19.23996,68.41215
"1",69,"baseline",1,19.97524,71.31143
"1",70,"baseline",1,19.92499,75.19667
"1",71,"baseline",1,21.72826,74.41801
"1",72,"baseline",1,23.77599,77.15202
"1",73,"baseline",1,23.32666,74.93448
"1",74,"baseline",1,22.95016,73.45095
"1",75,"baseline",1,23.06177,71.91319
"1",76,"baseline",1,23.25721,74.0152
"1",77,"baseline",1,24.65321,74.32675
"1",78,"baseline",1,24.71461,74.9131
"1",79,"baseline",1,24.30651,75.44788
"1",80,"baseline",1,24.11595,76.99873
"1",81,"baseline",1,23.95418,77.68147
"1",82,"baseline",1,23.93098,74.86375
"1",83,"baseline",1,23.93577,75.65707
"1",84,"baseline",1,24.51766,79.74592
"1",85,"baseline",1,24.81707,75.8986
"1",86,"baseline",1,24.67141,74.17346
"2",0,"baseline",1,6.41466,78.534
"2",0,"cell",1,13.8718,87.7193
"2",0,"cell",2,14.69366,78.4314
"2",0,"cell",3,14.36907,85.98238
"2",0,"cell",4,13.6673,84.7921
"2",0,"cell",5,13.31806,86.7052
"2",0,"cell",6,13.14106,81.29756
"2",0,"cell",7,8.80446,84.90202
"2",0,"cell",8,2.98749,77.32301
"2",0,"cell",9,3.75477,76.75311
"2",0,"voicecall",1,13.59914,83.54091
"2",0,"voicecall",2,12.33988,79.50139
"2",0,"voicecall",3,12.09181,81.55461
"2",0,"voicecall",4,11.62673,85.77955
"2",0,"voicecall",5,12.87845,81.49393
"2",0,"voicecall",6,12.74777,81.67874
"2",0,"watch",1,9.25688,83.83539
"2",0,"watch",2,8.57396,74.813
"2",0,"watch",3,1.86359,87.20391
"2",0,"watch",4,14.77144,75.07683
"2",0,"watch",5,14.07388,77.4194
"2",0,"watch",6,8.29324,77.821
"2",0,"watch",7,3.21581,87.36541
"2",0,"watch",8,12.38238,74.35767
"2",1,"baseline",1,6.40532,78.69404
"2",1,"cell",1,13.93139,86.44829
"2",1,"cell",2,14.6982,77.59572
"2",1,"cell",3,14.32614,84.63989
"2",1,"cell",4,13.56246,83.55544
"2",1,"cell",5,13.27367,87.02777
"2",1,"cell",6,13.15269,82.63177
"2",1,"cell",7,8.83354,87.77968
"2",1,"cell",8,2.9871,79.20378
"2",1,"cell",9,3.82353,79.87166
"2",1,"voicecall",1,13.84202,84.44312
"2",1,"voicecall",2,12.32519,80.22856
"2",1,"voicecall",3,12.07326,79.91845
"2",1,"voicecall",4,11.68721,85.50614
"2",1,"voicecall",5,12.80811,82.683
"2",1,"voicecall",6,12.71388,82.21219
"2",1,"watch",1,9.28953,82.70105
"2",1,"watch",2,8.57808,74.90972
"2",1,"watch",3,5.95227,87.07178
"2",1,"watch",4,14.74738,76.42674
"2",1,"watch",5,14.07353,77.24747
"2",1,"watch",6,8.18389,79.76848
"2",1,"watch",7,3.2145,85.9599
"2",1,"watch",8,8.53648,76.17154
"2",2,"baseline",1,6.3987,77.1571
"2",2,"cell",1,14.0343,86.43624
"2",2,"cell",2,14.6377,76.32806
"2",2,"cell",3,14.25291,82.50841
"2",2,"cell",4,13.57443,82.40996
"2",2,"cell",5,13.22679,87.90153
"2",2,"cell",6,13.14333,80.80481
"2",2,"cell",7,9.05067,92.1534
"2",2,"cell",8,2.9991,83.67919
"2",2,"cell",9,4.52015,85.91992
"2",2,"voicecall",1,13.78433,82.86652
"2",2,"voicecall",2,12.3336,80.49253
"2",2,"voicecall",3,12.0469,77.96361
"2",2,"voicecall",4,11.68226,85.14917
"2",2,"voicecall",5,12.78419,82.2163
"2",2,"voicecall",6,12.67719,82.55442
"2",2,"watch",1,9.32708,83.65529
"2",2,"watch",2,5.48984,76.86682
"2",2,"watch",3,7.13635,84.37887
"2",2,"watch",4,14.70761,78.50484
"2",2,"watch",5,14.13276,78.70327
"2",2,"watch",6,8.29475,84.58149
"2",2,"watch",7,3.21464,88.18629
"2",2,"watch",8,6.65787,75.35386
"2",3,"baseline",1,6.40534,77.1901
"2",3,"cell",1,14.09805,86.07828
"2",3,"cell",2,14.55564,76.05582
"2",3,"cell",3,14.18617,83.81523
"2",3,"cell",4,13.44128,84.17309
"2",3,"cell",5,13.24468,87.43532
"2",3,"cell",6,13.11027,80.82709
"2",3,"cell",7,9.4165,93.64405
"2",3,"cell",8,3.00519,87.84694
"2",3,"cell",9,3.75301,87.75113
"2",3,"voicecall",1,13.59995,81.62477
"2",3,"voicecall",2,12.35521,80.04628
"2",3,"voicecall",3,12.02414,81.31345
"2",3,"voicecall",4,11.63468,86.62355
"2",3,"voicecall",5,12.72907,84.90542
"2",3,"voicecall",6,12.64552,81.98074
"2",3,"watch",1,9.29998,82.12326
"2",3,"watch",2,3.50269,76.8501
"2",3,"watch",3,17.35494,84.97766
"2",3,"watch",4,15.00777,79.00654
"2",3,"watch",5,14.28355,78.1857
"2",3,"watch",6,8.56159,84.80931
"2",3,"watch",7,3.32565,88.89518
"2",3,"watch",8,6.92858,77.24992
"2",4,"baseline",1,6.40418,79.0764
"2",4,"cell",1,14.40309,86.49243
"2",4,"cell",2,14.42571,82.55212
"2",4,"cell",3,14.26389,85.4605
"2",4,"cell",4,13.42639,82.88912
"2",4,"cell",5,13.23787,91.26742
"2",4,"cell",6,13.00365,83.96498
"2",4,"cell",7,9.3967,94.86987
"2",4,"cell",8,3.03222,91.53138
"2",4,"cell",9,3.78541,86.30368
"2",4,"voicecall",1,13.557,83.18065
"2",4,"voicecall",2,12.36296,82.50247
"2",4,"voicecall",3,12.16531,80.82709
"2",4,"voicecall",4,11.85029,86.92113
"2",4,"voicecall",5,12.67639,86.50119
"2",4,"voicecall",6,12.84644,83.40716
"2",4,"watch",1,9.34053,84.61109
"2",4,"watch",2,4.138,75.90267
"2",4,"watch",3,17.77148,86.09086
"2",4,"watch",4,15.84939,82.62699
"2",4,"watch",5,15.08067,80.85534
"2",4,"watch",6,8.58686,86.2648
"2",4,"watch",7,3.3476,89.02881
"2",4,"watch",8,4.11044,81.20899
"2",5,"baseline",1,6.38851,82.58633
"2",5,"cell",1,14.49747,88.2787
"2",5,"cell",2,14.33372,89.69652
"2",5,"cell",3,13.38492,87.91827
"2",5,"cell",4,13.60168,93.48012
"2",5,"cell",5,12.99033,88.97699
"2",5,"cell",6,9.26179,92.15427
"2",5,"cell",7,3.038,90.89546
"2",5,"cell",8,3.81996,84.65465
"2",5,"voicecall",1,12.38263,82.04032
"2",5,"voicecall",2,12.26938,79.78391
"2",5,"voicecall",3,12.46688,87.82555
"2",5,"voicecall",4,12.63344,85.01991
"2",5,"voicecall",5,13.09113,83.93949
"2",5,"watch",1,9.34264,85.83963
"2",5,"watch",2,4.46286,80.49689
"2",5,"watch",3,17.48818,85.54247
"2",5,"watch",4,16.11114,81.23938
"2",5,"watch",5,15.27951,83.72994
"2",5,"watch",6,8.58018,85.75512
"2",5,"watch",7,3.41579,91.37913
"2",5,"watch",8,3.66312,80.77398
"2",6,"baseline",1,6.37984,82.75494
"2",6,"cell",1,14.32694,86.47703
"2",6,"cell",2,14.7608,89.77281
"2",6,"cell",3,13.68503,87.00257
"2",6,"cell",4,14.48369,95.21756
"2",6,"cell",5,13.24469,91.12002
"2",6,"cell",6,9.18057,88.81467
"2",6,"cell",7,3.05578,84.45463
"2",6,"cell",8,3.83938,83.46847
"2",6,"voicecall",1,12.19475,82.7197
"2",6,"voicecall",2,12.54467,88.62015
"2",6,"voicecall",3,12.49029,86.74719
"2",6,"voicecall",4,12.97615,84.54871
"2",6,"watch",1,9.34471,87.52559
"2",6,"watch",2,17.38512,87.74879
"2",6,"watch",3,16.38447,83.90429
"2",6,"watch",4,14.93542,86.9962
"2",6,"watch",5,8.50962,83.72148
"2",6,"watch",6,3.5015,88.6298
"2",6,"watch",7,5.1084,80.67403
"2",7,"baseline",1,6.36952,81.69765
"2",7,"cell",1,14.21008,88.13906
"2",7,"cell",2,15.33097,88.04659
"2",7,"cell",3,13.96783,92.39218
"2",7,"cell",4,9.15867,90.24575
"2",7,"cell",5,3.06308,77.70313
"2",7,"cell",6,5.6184,89.5522
"2",7,"voicecall",1,12.12581,81.63114
"2",7,"voicecall",2,12.51499,87.9765
"2",7,"voicecall",3,12.8088,88.62553
"2",7,"watch",1,16.582,81.3035
"2",7,"watch",2,14.88149,90.10834
"2",7,"watch",3,8.52233,83.14268
"2",7,"watch",4,3.55409,92.50879
"2",7,"watch",5,10.5359,81.47606
"2",8,"baseline",1,6.36111,81.68637
"2",8,"cell",1,14.09145,91.75064
"2",8,"cell",2,15.18242,88.84286
"2",8,"cell",3,13.97878,92.12856
"2",8,"cell",4,9.48842,88.42269
"2",8,"cell",5,3.05977,76.56636
"2",8,"cell",6,6.87552,88.58713
"2",8,"voicecall",1,12.1168,82.46999
"2",8,"voicecall",2,13.05974,91.22241
"2",8,"watch",1,16.51203,81.37059
"2",8,"watch",2,15.48811,89.46458
"2",8,"watch",3,3.5883,93.60885
"2",8,"watch",4,10.70312,83.24841
"2",9,"baseline",1,6.34959,84.37351
"2",9,"cell",1,14.14352,90.7716
"2",9,"cell",2,14.93846,89.09509
"2",9,"cell",3,13.89555,90.72288
"2",9,"cell",4,9.65133,88.94345
"2",9,"cell",5,3.04839,77.87344
"2",9,"cell",6,6.85265,85.4701
"2",9,"voicecall",1,13.44615,90.70806
"2",9,"watch",1,16.39978,85.97897
"2",9,"watch",2,15.93725,86.28628
"2",9,"watch",3,3.5341,94.66723
"2",10,"baseline",1,6.33445,84.04569
"2",10,"cell",1,14.83061,86.65685
"2",10,"cell",2,13.86589,86.54855
"2",10,"cell",3,9.64335,87.59554
"2",10,"cell",4,3.07747,76.99381
"2",10,"cell",5,6.81783,86.29299
"2",10,"watch",1,16.19078,86.92111
"2",10,"watch",2,15.76927,85.1064
"2",10,"watch",3,3.52222,93.84192
"2",11,"baseline",1,6.31566,81.77694
"2",11,"cell",1,14.74621,82.5162
"2",11,"cell",2,13.83399,86.43003
"2",11,"cell",3,7.22401,87.61323
"2",11,"watch",1,3.55147,92.55028
"2",12,"baseline",1,6.30473,79.82106
"2",12,"cell",1,14.6415,80.0327
"2",12,"cell",2,13.73554,89.51694
"2",12,"cell",3,8.87685,85.05701
"2",12,"watch",1,3.62121,93.65788
"2",13,"baseline",1,6.29534,78.87847
"2",13,"cell",1,14.60259,78.80095
"2",13,"cell",2,8.9232,81.91332
"2",13,"watch",1,3.61287,97.60417
"2",14,"baseline",1,6.28882,80.78372
"2",14,"cell",1,15.00132,83.39037
"2",14,"cell",2,8.87565,81.46182
"2",14,"watch",1,3.57461,97.56674
"2",15,"baseline",1,6.28931,81.42552
"2",15,"cell",1,15.28976,87.73056
"2",15,"cell",2,8.78238,80.24405
"2",15,"watch",1,3.54589,95.52189
"2",16,"baseline",1,6.27671,82.27621
"2",16,"cell",1,15.38781,91.5624
"2",16,"cell",2,8.7808,84.27741
"2",16,"watch",1,3.53025,NA
"2",17,"baseline",1,6.26486,83.73034
"2",17,"cell",1,15.89153,91.50196
"2",17,"cell",2,8.45747,89.5522
"2",17,"watch",1,3.46158,NA
"2",18,"baseline",1,6.25214,84.4477
"2",18,"cell",1,15.69644,89.55606
"2",18,"cell",2,8.04508,89.12055
"2",18,"watch",1,3.23352,89.6861
"2",19,"baseline",1,6.24087,81.84817
"2",19,"cell",1,8.19124,86.1299
"2",19,"watch",1,3.22564,90.15177
"2",20,"baseline",1,6.2392,80.7945
"2",20,"cell",1,8.41821,81.21435
"2",20,"watch",1,3.2135,88.72725
"2",21,"baseline",1,6.22641,81.06841
"2",21,"cell",1,8.37416,81.10008
"2",21,"watch",1,3.20675,86.99524
"2",22,"baseline",1,6.2155,79.53871
"2",22,"cell",1,7.82152,85.29628
"2",22,"watch",1,3.17201,84.98799
"2",23,"baseline",1,6.21278,78.69442
"2",23,"cell",1,7.80068,85.42657
"2",23,"watch",1,3.17934,84.29935
"2",24,"baseline",1,6.20306,81.81149
"2",24,"cell",1,7.74074,82.58701
"2",24,"watch",1,3.16695,84.13815
"2",25,"baseline",1,6.19541,82.85083
"2",25,"cell",1,6.28439,79.10217
"2",26,"baseline",1,6.18584,82.39349
"2",26,"cell",1,7.73983,76.86119
"2",27,"baseline",1,6.17831,83.43836
"2",27,"cell",1,7.52117,76.91752
"2",28,"baseline",1,6.17348,83.59366
"2",28,"cell",1,7.63384,77.72486
"2",29,"baseline",1,6.16118,82.24302
"2",29,"cell",1,7.94184,78.20122
"2",30,"baseline",1,6.15412,81.67381
"2",30,"cell",1,7.99318,79.2011
"2",31,"baseline",1,6.14897,83.9203
"2",31,"cell",1,7.56483,81.05787
"2",32,"baseline",1,6.1381,82.11146
"2",32,"cell",1,8.57038,80.63035
"2",33,"baseline",1,6.12882,81.94897
"2",33,"cell",1,8.31014,78.36972
"2",34,"baseline",1,6.11779,83.64854
"2",34,"cell",1,8.51153,80.20987
"2",35,"baseline",1,6.10909,83.44298
"2",35,"cell",1,8.54816,85.89651
"2",36,"baseline",1,6.10388,81.5007
"2",36,"cell",1,8.47975,85.7545
"2",37,"baseline",1,6.0899,82.58694
"2",37,"cell",1,8.63044,83.6174
"2",38,"baseline",1,6.08037,83.16058
"2",38,"cell",1,8.55829,81.46997
"2",39,"baseline",1,6.08042,81.83055
"2",39,"cell",1,8.61927,82.65674
"2",40,"baseline",1,6.07919,81.5707
"2",40,"cell",1,8.58685,83.91477
"2",41,"baseline",1,6.06752,82.86
"2",41,"cell",1,8.69245,85.34787
"2",42,"baseline",1,6.05601,81.61083
"2",42,"cell",1,8.79803,86.08818
"2",43,"baseline",1,6.05025,81.38523
"2",43,"cell",1,8.76991,86.89073
"2",44,"baseline",1,6.04144,83.18955
"2",44,"cell",1,8.66722,87.22768
"2",45,"baseline",1,6.02524,84.03838
"2",45,"cell",1,8.63252,83.11818
"2",46,"baseline",1,6.007,81.02107
"2",46,"cell",1,8.58484,78.61017
"2",47,"baseline",1,5.99562,78.99954
"2",47,"cell",1,8.53668,76.27031
"2",48,"baseline",1,5.98575,79.783
"2",48,"cell",1,8.51311,76.20431
"2",49,"baseline",1,5.97555,81.67329
"2",49,"cell",1,8.49817,75.99234
"2",50,"baseline",1,5.96288,81.04845
"2",51,"baseline",1,5.95781,80.23418
"2",52,"baseline",1,5.94781,81.24377
"2",53,"baseline",1,5.94288,85.00237
"2",54,"baseline",1,5.93341,86.88097
"2",55,"baseline",1,5.94555,88.19435
"2",56,"baseline",1,5.95386,85.88296
"2",57,"baseline",1,5.94362,82.46843
"2",58,"baseline",1,5.93075,80.36498
"2",59,"baseline",1,5.91775,80.17636
"2",60,"baseline",1,5.90536,77.28289
"2",61,"baseline",1,5.89714,75.34694
"2",62,"baseline",1,5.88992,73.64025
"2",63,"baseline",1,5.87892,72.91078
"2",64,"baseline",1,5.86839,74.15743
"2",65,"baseline",1,5.86046,73.21966
"2",66,"baseline",1,5.84851,73.539
"2",67,"baseline",1,5.83756,74.75167
"2",68,"baseline",1,5.82768,76.85009
"2",69,"baseline",1,5.81772,78.35982
"2",70,"baseline",1,5.80847,76.95228
"2",71,"baseline",1,5.7991,75.88844
"2",72,"baseline",1,5.7959,77.0866
"2",73,"baseline",1,5.78816,78.63104
"2",74,"baseline",1,5.77635,77.14238
"2",75,"baseline",1,5.77472,76.14384
"2",76,"baseline",1,5.76242,76.05582
"2",77,"baseline",1,5.75571,77.9187
"2",78,"baseline",1,5.7504,80.91377
"2",79,"baseline",1,5.7438,80.63239
"2",80,"baseline",1,5.73788,80.75593
"2",81,"baseline",1,5.72772,82.11075
"2",82,"baseline",1,5.70932,83.37655
"2",83,"baseline",1,5.70152,81.58159
"2",84,"baseline",1,5.69094,80.71093
"2",85,"baseline",1,5.68351,80.72611
"2",86,"baseline",1,5.67715,82.67154
"2",87,"baseline",1,5.66675,82.19694
"2",88,"baseline",1,5.66092,82.42532
"2",89,"baseline",1,5.65225,84.507
"3",0,"baseline",1,7.7443,61.74981
"3",0,"cell",1,10.04441,NA
"3",0,"cell",2,10.88391,58.16866
"3",0,"cell",3,8.57243,58.651
"3",0,"cell",4,8.65034,56.89031
"3",0,"cell",5,8.53822,52.5145
"3",0,"cell",6,11.5742,NA
"3",0,"cell",7,9.16178,52.5394
"3",0,"cell",8,7.74934,56.5351
"3",0,"cell",9,7.90868,56.2852
"3",0,"voicecall",1,9.04818,68.21639
"3",0,"voicecall",2,7.9996,64.5161
"3",0,"voicecall",3,7.90567,63.44831
"3",0,"voicecall",4,7.3005,60.10592
"3",0,"voicecall",5,7.02609,55.24072
"3",0,"voicecall",6,8.66587,60.8519
"3",0,"watch",1,8.40061,NA
"3",0,"watch",2,10.39887,68.85004
"3",0,"watch",3,7.79377,53.4283
"3",0,"watch",4,11.99188,NA
"3",0,"watch",5,8.62413,64.1711
"3",0,"watch",6,8.20761,63.70341
"3",0,"watch",7,8.43735,57.8035
"3",0,"watch",8,8.52096,71.9424
"3",1,"baseline",1,7.95716,64.73268
"3",1,"cell",1,10.15042,NA
"3",1,"cell",2,10.82361,58.60392
"3",1,"cell",3,8.52897,57.93535
"3",1,"cell",4,8.59072,63.8026
"3",1,"cell",5,8.44132,52.1286
"3",1,"cell",6,11.89254,NA
"3",1,"cell",7,9.25229,60.18205
"3",1,"cell",8,7.69599,62.45989
"3",1,"cell",9,7.89631,60.94017
"3",1,"voicecall",1,9.20579,68.69066
"3",1,"voicecall",2,7.95962,60.55479
"3",1,"voicecall",3,7.89401,62.99957
"3",1,"voicecall",4,7.27056,63.65438
"3",1,"voicecall",5,7.12246,56.6572
"3",1,"voicecall",6,8.52458,60.32009
"3",1,"watch",1,8.49855,NA
"3",1,"watch",2,10.23988,70.36657
"3",1,"watch",3,7.71698,53.29046
"3",1,"watch",4,12.60617,56.7644
"3",1,"watch",5,8.53308,61.38036
"3",1,"watch",6,8.15325,60.39586
"3",1,"watch",7,8.40274,54.97611
"3",1,"watch",8,8.42907,71.31949
"3",2,"baseline",1,7.90472,66.20433
"3",2,"cell",1,10.63125,NA
"3",2,"cell",2,10.58552,63.4139
"3",2,"cell",3,8.47598,62.5272
"3",2,"cell",4,8.5185,58.9391
"3",2,"cell",5,8.35287,55.09953
"3",2,"cell",6,10.96534,NA
"3",2,"cell",7,9.50609,56.48508
"3",2,"cell",8,7.64301,61.61295
"3",2,"cell",9,7.95541,60.28838
"3",2,"voicecall",1,8.82484,64.79154
"3",2,"voicecall",2,5.91028,59.05513
"3",2,"voicecall",3,7.81345,59.88584
"3",2,"voicecall",4,7.39662,59.77409
"3",2,"voicecall",5,7.71357,55.02632
"3",2,"voicecall",6,8.37969,64.47624
"3",2,"watch",1,8.34742,NA
"3",2,"watch",2,10.16339,68.0101
"3",2,"watch",3,7.64613,58.06903
"3",2,"watch",4,12.92358,55.17474
"3",2,"watch",5,8.47959,57.21935
"3",2,"watch",6,8.09826,58.51309
"3",2,"watch",7,8.35446,54.45169
"3",2,"watch",8,8.43356,NA
"3",3,"baseline",1,7.67362,65.22267
"3",3,"cell",1,10.59461,NA
"3",3,"cell",2,10.50945,57.4204
"3",3,"cell",3,8.41985,59.18201
"3",3,"cell",4,8.44401,51.89712
"3",3,"cell",5,8.29235,64.14016
"3",3,"cell",6,10.33691,NA
"3",3,"cell",7,9.44175,54.47139
"3",3,"cell",8,7.59569,55.39869
"3",3,"cell",9,8.18718,56.96044
"3",3,"voicecall",1,8.749,60.61927
"3",3,"voicecall",2,4.0707,62.01068
"3",3,"voicecall",3,7.74504,57.20966
"3",3,"voicecall",4,7.58179,56.7108
"3",3,"voicecall",5,7.92373,57.01862
"3",3,"voicecall",6,8.30757,60.56633
"3",3,"watch",1,8.18942,NA
"3",3,"watch",2,10.0357,62.81856
"3",3,"watch",3,7.59061,59.06321
"3",3,"watch",4,12.76033,66.14653
"3",3,"watch",5,8.496,59.52948
"3",3,"watch",6,8.04872,56.8182
"3",3,"watch",7,8.30258,59.55431
"3",3,"watch",8,8.37573,NA
"3",4,"baseline",1,7.54668,66.08603
"3",4,"cell",1,11.30364,NA
"3",4,"cell",2,10.57794,56.64673
"3",4,"cell",3,8.36355,55.23592
"3",4,"cell",4,8.38507,52.20055
"3",4,"cell",5,8.23991,65.2174
"3",4,"cell",6,10.36092,NA
"3",4,"cell",7,9.31449,58.70151
"3",4,"cell",8,7.58414,52.6316
"3",4,"cell",9,8.18401,57.35315
"3",4,"voicecall",1,8.74023,61.5107
"3",4,"voicecall",2,4.09908,61.90758
"3",4,"voicecall",3,7.70696,58.4176
"3",4,"voicecall",4,7.56246,59.71936
"3",4,"voicecall",5,7.71854,64.25474
"3",4,"voicecall",6,8.23521,57.27788
"3",4,"watch",1,8.06069,NA
"3",4,"watch",2,9.85497,59.9562
"3",4,"watch",3,7.54545,56.17373
"3",4,"watch",4,13.27066,64.0408
"3",4,"watch",5,8.7964,65.07247
"3",4,"watch",6,7.99376,55.93144
"3",4,"watch",7,8.2443,62.00263
"3",4,"watch",8,8.34582,NA
"3",5,"baseline",1,7.85418,66.02439
"3",5,"cell",1,11.53603,NA
"3",5,"cell",2,10.46527,61.0998
"3",5,"cell",3,8.32245,54.4639
"3",5,"cell",4,8.33893,58.27974
"3",5,"cell",5,9.70322,NA
"3",5,"cell",6,9.45267,61.58925
"3",5,"cell",7,7.60578,56.7644
"3",5,"cell",8,8.06954,61.3497
"3",5,"voicecall",1,4.06465,59.62106
"3",5,"voicecall",2,7.67467,62.8272
"3",5,"voicecall",3,7.4847,62.6305
"3",5,"voicecall",4,7.50255,60.80282
"3",5,"voicecall",5,8.22432,56.5754
"3",5,"watch",1,7.96784,NA
"3",5,"watch",2,9.72614,60.36873
"3",5,"watch",3,7.49162,55.14367
"3",5,"watch",4,13.87967,62.18859
"3",5,"watch",5,9.24552,69.7605
"3",5,"watch",6,7.94683,53.61015
"3",5,"watch",7,8.18901,56.69686
"3",5,"watch",8,8.4941,NA
"3",6,"baseline",1,8.65545,71.11663
"3",6,"cell",1,11.81863,NA
"3",6,"cell",2,8.27452,56.8328
"3",6,"cell",3,8.26785,55.78381
"3",6,"cell",4,9.53209,NA
"3",6,"cell",5,10.71575,61.98589
"3",6,"cell",6,7.53725,56.03677
"3",6,"cell",7,7.98495,52.0419
"3",6,"voicecall",1,7.56374,58.11184
"3",6,"voicecall",2,7.69737,58.3658
"3",6,"voicecall",3,7.37343,61.13023
"3",6,"voicecall",4,8.18429,60.13674
"3",6,"watch",1,7.87009,NA
"3",6,"watch",2,9.63859,60.42998
"3",6,"watch",3,7.45477,57.58405
"3",6,"watch",4,13.08308,60.3394
"3",6,"watch",5,10.40409,69.46856
"3",6,"watch",6,7.90331,52.08517
"3",6,"watch",7,8.11813,51.85321
"3",6,"watch",8,8.78968,NA
"3",7,"baseline",1,8.6981,68.75344
"3",7,"cell",1,11.41796,NA
"3",7,"cell",2,8.23177,58.12323
"3",7,"cell",3,8.21559,50.28964
"3",7,"cell",4,9.51912,NA
"3",7,"cell",5,10.97888,61.87861
"3",7,"cell",6,7.4526,51.1509
"3",7,"cell",7,7.91275,51.36715
"3",7,"voicecall",1,7.53906,57.971
"3",7,"voicecall",2,7.71885,57.28494
"3",7,"voicecall",3,7.3357,68.2594
"3",7,"voicecall",4,8.14615,60.26081
"3",7,"watch",1,7.7887,NA
"3",7,"watch",2,9.52882,59.36688
"3",7,"watch",3,7.42535,60.70927
"3",7,"watch",4,10.33569,59.68071
"3",7,"watch",5,7.87892,52.53622
"3",7,"watch",6,8.06316,56.35179
"3",7,"watch",7,8.82947,NA
"3",8,"baseline",1,8.51131,66.35624
"3",8,"cell",1,11.4655,NA
"3",8,"cell",2,8.18231,50.95525
"3",8,"cell",3,9.60178,NA
"3",8,"cell",4,10.71128,66.64738
"3",8,"cell",5,7.40411,52.17146
"3",8,"cell",6,7.84447,54.0054
"3",8,"voicecall",1,7.51706,63.6943
"3",8,"voicecall",2,8.05373,56.64877
"3",8,"watch",1,7.73225,NA
"3",8,"watch",2,7.41101,57.80432
"3",8,"watch",3,9.89719,58.81886
"3",8,"watch",4,7.82941,55.71844
"3",8,"watch",5,8.02211,61.58866
"3",8,"watch",6,8.68057,NA
"3",9,"baseline",1,9.24111,66.38995
"3",9,"cell",1,11.99668,NA
"3",9,"cell",2,9.49072,NA
"3",9,"cell",3,10.65947,63.1579
"3",9,"cell",4,7.38874,54.12505
"3",9,"cell",5,7.7882,54.82462
"3",9,"voicecall",1,8.02227,57.86133
"3",9,"watch",1,7.3827,55.17467
"3",9,"watch",2,9.54098,62.53884
"3",9,"watch",3,7.79934,57.14134
"3",9,"watch",4,7.9724,51.64938
"3",9,"watch",5,8.50254,68.8073
"3",10,"baseline",1,9.18677,65.18097
"3",10,"cell",1,11.8677,NA
"3",10,"cell",2,9.14364,NA
"3",10,"cell",3,10.98433,62.09662
"3",10,"cell",4,7.34192,53.54749
