"id","stimulus","epoch","latency"
"5","GAN1","13",-10.67259694
"5","GAN1","14",-2.807749643
"5","GAN1","15",-17.83386874
"5","GAN1","16",-17.3581315
"5","GAN1","17",-15.66478426
"5","GAN1","18",-27.71604771
"5","GAN1","19",-1.167377156
"5","GAN1","20",-9.963347892
"5","GAN1","21",-9.792256064
"5","GAN1","22",-16.24270088
"5","GAN1","23",-14.22457906
"5","GAN1","24",-24.72212688
"5","GAN1","25",-23.24554616
"5","GAN1","26",-3.096716151
"5","GAN1","27",-0.731544579
"5","GAN1","28",-10.45193175
"5","GAN1","30",-5.50773231
"5","GAN1","32",-6.844090245
"5","GAN1","33",-6.891123185
"5","GAN1","34",-14.52975882
"5","GAN1","35",-12.34929789
"5","GAN1","36",-12.86061682
"5","GAN1","37",-15.84542228
"5","GAN1","38",-8.39421508
"5","GAN1","39",-16.79567999
"5","GAN1","40",-8.448457595
"5","GAN2","2",-5.751808741
"5","GAN2","3",-17.10944813
"5","GAN2","4",-7.204166239
"5","GAN2","5",-22.15689638
"5","GAN2","6",-23.91565592
"5","GAN2","7",-10.39792614
"5","GAN2","8",-1.213956235
"5","GAN2","9",-8.527934601
"5","GAN2","10",-24.25766521
"5","GAN2","11",-25.09805109
"5","GAN2","12",-1.642481718
"5","GAN2","13",-5.580577856
"5","GAN2","14",-5.731771657
"5","GAN2","15",-2.123203015
"5","GAN2","16",-1.947101399
"5","GAN2","17",-18.10362523
"5","GAN2","18",-5.824566608
"5","GAN2","19",-2.465118076
"5","GAN2","20",-10.66875639
"5","GAN2","21",-8.80654464
"5","GAN2","22",-9.730356382
"5","GAN2","23",-6.918154075
"5","GAN2","24",-22.76863557
"5","GAN2","25",-12.04826975
"5","GAN2","26",-6.100718015
"5","GAN2","27",-7.715799785
"5","GAN2","28",-9.289934617
"5","GAN2","29",-15.86063718
"5","GAN2","30",-7.638774525
"5","GAN2","31",-10.39936621
"5","GAN2","32",-4.854366267
"5","GAN2","33",-14.48274466
"5","GAN2","34",-4.800544029
"5","GAN2","35",-11.36222427
"5","GAN2","36",-6.797927198
"5","GAN2","37",-3.291160664
"5","GAN2","38",-14.02030945
"5","GAN2","39",-12.52528137
"6","real","1",-8.749053912
"6","real","2",-6.868249897
"6","real","3",-18.50847716
"6","real","4",-16.21854405
"6","real","5",-3.230970228
"6","real","7",-4.794171485
"6","real","9",-18.57729396
"6","real","10",-3.714676964
"6","real","11",-4.496107411
"6","real","12",-15.98545075
"6","real","14",-4.134080757
"6","real","15",-0.86969281
"6","real","16",-1.337252713
"6","real","19",-5.111761511
"6","real","20",-4.061002088
"6","real","21",-0.291115978
"6","real","23",-2.274128607
"6","real","24",-4.04731906
"6","real","26",-6.180357759
"6","real","27",-28.85146878
"6","real","28",-11.19170947
"6","real","29",-0.902366501
"6","real","30",-4.387513164
"6","real","31",-1.020622597
"6","real","33",-22.18120772
"6","real","35",-14.94407959
"6","real","36",-19.54963636
"6","real","38",-9.403444192
"6","real","39",-2.724456998
"6","GAN1","2",-6.01490447
"6","GAN1","3",-3.746214119
"6","GAN1","5",-15.86024085
"6","GAN1","7",-6.870033971
"6","GAN1","8",-12.30536733
"6","GAN1","9",-8.626408381
"6","GAN1","10",-10.63145557
"6","GAN1","11",-2.347596846
"6","GAN1","12",-6.966822459
"6","GAN1","13",-17.98367493
"6","GAN1","14",-1.052160755
"6","GAN1","15",-5.278872815
"6","GAN1","16",-11.51780164
"6","GAN1","18",-13.72010889
"6","GAN1","21",-10.65115164
"6","GAN1","22",-21.42114597
"6","GAN1","23",-0.992121562
"6","GAN1","26",-4.224407114
"6","GAN1","27",-4.794883008
"6","GAN1","28",-4.215273619
"6","GAN1","30",-11.61778925
"6","GAN1","31",-15.78228707
"6","GAN1","32",-7.406044574
"6","GAN1","33",-6.479077674
"6","GAN1","34",-0.228145558
"6","GAN1","35",-0.018028716
"6","GAN1","36",-9.009897921
"6","GAN1","37",-24.24206579
"6","GAN1","39",-14.37404433
"6","GAN2","2",-15.9764848
"6","GAN2","3",-26.55520096
"6","GAN2","4",-8.187539438
"6","GAN2","5",-10.95309796
"6","GAN2","6",-6.03370168
"6","GAN2","7",-3.284336487
"6","GAN2","8",-3.804163085
"6","GAN2","10",-12.90613247
"6","GAN2","11",-6.182499337
"6","GAN2","12",-13.29378774
"6","GAN2","13",-8.550578977
"6","GAN2","14",-1.738318016
"6","GAN2","15",-0.843102133
"6","GAN2","16",-21.55441666
"6","GAN2","21",-28.04633421
"6","GAN2","22",-11.75989933
"6","GAN2","24",-10.46106616
"6","GAN2","25",-15.37338323
"6","GAN2","27",-6.582705636
"6","GAN2","28",-7.264625294
"6","GAN2","29",-2.377389432
"6","GAN2","30",-12.37016668
"6","GAN2","31",-2.885074533
"6","GAN2","32",-11.07634617
"6","GAN2","33",-13.52561993
"6","GAN2","35",-12.81600572
"6","GAN2","36",-4.901280748
"6","GAN2","38",-8.856019773
"6","GAN2","39",-1.970525378
"7","real","1",-11.3123573
"7","real","2",-37.52822526
"7","real","3",-8.368994052
"7","real","4",-22.15733844
"7","real","5",-16.37882072
"7","real","6",-7.484887292
"7","real","7",-13.83005588
"7","real","8",-15.78548962
"7","real","9",-0.012437924
"7","real","10",-12.31156858
"7","real","11",-9.074554684
"7","real","12",-17.20304678
"7","real","13",-11.49129699
"7","real","14",-13.99264479
"7","real","15",-31.74785081
"7","real","16",-9.04123103
"7","real","17",-19.82207279
"7","real","19",-17.54301807
"7","real","20",-12.53599243
"7","real","21",-15.73682261
"7","real","22",-1.316769815
"7","real","23",-17.79308336
"7","real","24",-32.09083224
"7","real","25",-21.69200208
"7","real","26",-30.58212798
"7","real","27",-11.93645344
"7","real","29",-8.097072358
"7","real","30",-7.69723991
"7","real","32",-2.231773302
"7","real","33",-23.09935434
"7","real","34",-20.40402037
"7","real","35",-32.29602502
"7","real","36",-23.33333824
"7","real","37",-13.88506482
"7","real","38",-14.71537048
"7","real","39",-12.74612271
"7","GAN1","1",-12.44832185
"7","GAN1","3",-28.95413176
"7","GAN1","4",-13.38672112
"7","GAN1","5",-7.141508916
"7","GAN1","6",-19.66379345
"7","GAN1","7",-10.59504094
"7","GAN1","8",-7.16250339
"7","GAN1","9",-11.15968205
"7","GAN1","10",-19.60241325
"7","GAN1","11",-18.68786961
"7","GAN1","12",-33.13434684
"7","GAN1","13",-22.83934767
"7","GAN1","14",-13.71003676
"7","GAN1","15",-10.55245338
"7","GAN1","16",-15.98603539
"7","GAN1","17",-8.801108786
"7","GAN1","18",-6.600309486
"7","GAN1","19",-8.159655457
"7","GAN1","20",-13.6390796
"7","GAN1","21",-7.329659843
"7","GAN1","22",-16.97259783
"7","GAN1","23",-20.1593503
"7","GAN1","24",-23.83654797
"7","GAN1","25",-3.13871122
"7","GAN1","26",-4.772093074
"7","GAN1","27",-7.122373042
"7","GAN1","28",-4.714501389
"7","GAN1","29",-16.37147334
"7","GAN1","30",-9.862619651
"7","GAN1","31",-23.69651642
"7","GAN1","32",-25.43706209
"7","GAN1","33",-16.74594999
"7","GAN1","34",-9.899383898
"7","GAN1","35",-26.70962051
"7","GAN1","36",-23.42517498
"7","GAN1","37",-9.87588974
"7","GAN1","38",-18.07899876
"7","GAN1","39",-23.63377289
"7","GAN1","40",-3.824960235
"7","GAN2","1",-3.533798061
"7","GAN2","2",-8.006213782
"7","GAN2","3",-27.94904257
"7","GAN2","4",-11.09208271
"7","GAN2","5",-13.67660137
"7","GAN2","6",-11.03731591
"7","GAN2","7",-12.83962495
"7","GAN2","8",-10.50865634
"7","GAN2","9",-16.4176154
"7","GAN2","10",-14.15853998
"7","GAN2","11",-5.161879956
"7","GAN2","12",-1.570111469
"7","GAN2","13",-7.50112396
"7","GAN2","14",-10.30088418
"7","GAN2","15",-16.80422236
"7","GAN2","16",-4.368900765
"7","GAN2","17",-15.69488488
"7","GAN2","19",-14.17859045
"7","GAN2","20",-24.63574479
"7","GAN2","21",-18.20237163
"7","GAN2","22",-8.351479869
"7","GAN2","23",-7.397037604
"7","GAN2","24",-18.79478069
"7","GAN2","25",-12.91592652
"7","GAN2","26",-3.82886956
"7","GAN2","27",-5.491887558
"7","GAN2","28",-8.652394505
"7","GAN2","29",-13.7342817
"7","GAN2","31",-10.13059757
"7","GAN2","32",-13.18599542
"7","GAN2","33",-13.78195145
"7","GAN2","35",-5.847134384
"7","GAN2","37",-14.57529825
"7","GAN2","39",-9.139812238
"8","real","1",-17.26204267
"8","real","2",-6.464491978
"8","real","3",-9.336610406
"8","real","4",-4.487360534
"8","real","5",-13.42847596
"8","real","6",-8.619797319
"8","real","7",-9.697879122
"8","real","8",-6.736275485
"8","real","9",-3.636789759
"8","real","10",-12.86456259
"8","real","11",-8.643725513
"8","real","13",-18.04237998
"8","real","14",-3.19793901
"8","real","16",-13.60235942
"8","real","17",-27.09499514
"8","real","18",-1.311167058
"8","real","19",-3.884654965
"8","real","20",-4.899692197
"8","real","21",-3.684837841
"8","real","22",-1.142168742
"8","real","23",-6.220442281
"8","real","24",-7.413095467
"8","real","25",-8.86820515
"8","real","26",-4.807999517
"8","real","27",-22.29772807
"8","real","29",-6.221155761
"8","real","30",-5.289747349
"8","real","31",-5.583122916
"8","real","32",-8.536800535
"8","real","33",-2.436657003
"8","real","34",-4.154381665
"8","real","35",-12.42929815
"8","real","36",-16.09234034
"8","real","37",-6.317630459
"8","real","39",-13.64281225
"8","real","40",-5.501080184
"8","GAN1","1",-5.258284763
"8","GAN1","2",-7.840841462
"8","GAN1","3",-14.97688656
"8","GAN1","4",-6.007773613
"8","GAN1","5",-14.37850158
"8","GAN1","6",-13.61876769
"8","GAN1","7",-16.02201457
"8","GAN1","8",-11.7876079
"8","GAN1","9",-5.684390703
"8","GAN1","10",-4.338552085
"8","GAN1","11",-2.292509913
"8","GAN1","12",-10.27779175
"8","GAN1","13",-1.757273959
"8","GAN1","14",-6.938566761
"8","GAN1","15",-0.730101562
"8","GAN1","16",-12.15347507
"8","GAN1","17",-5.293585221
"8","GAN1","18",-14.30878137
"8","GAN1","19",-24.87427094
"8","GAN1","20",-4.647081332
"8","GAN1","21",-13.5657185
"8","GAN1","23",-24.1773094
"8","GAN1","26",-15.33797084
"8","GAN1","27",-9.959716045
"8","GAN1","28",-9.95943333
"8","GAN1","30",-16.1789118
"8","GAN1","31",-9.976013355
"8","GAN1","32",-2.427716835
"8","GAN1","33",-15.0277751
"8","GAN1","34",-15.23558505
"8","GAN1","36",-6.495345915
"8","GAN2","1",-8.075542843
"8","GAN2","2",-9.817820109
"8","GAN2","3",-7.357256721
"8","GAN2","4",-10.39995864
"8","GAN2","5",-4.75311028
"8","GAN2","6",-10.50039775
"8","GAN2","7",-0.213642738
"8","GAN2","9",-10.82175099
"8","GAN2","10",-3.643825564
"8","GAN2","11",-1.229728463
"8","GAN2","12",-17.21160027
"8","GAN2","13",-14.8363306
"8","GAN2","14",-14.18646329
"8","GAN2","16",-16.51896467
"8","GAN2","17",-8.582853414
"8","GAN2","18",-4.110413179
"8","GAN2","19",-14.81385736
"8","GAN2","20",-11.32773638
"8","GAN2","21",-22.56281263
"8","GAN2","23",-4.21121031
"8","GAN2","24",-4.318670506
"8","GAN2","25",-13.92050196
"8","GAN2","26",-6.229450253
"8","GAN2","27",-5.170984175
"8","GAN2","28",-9.224229718
"8","GAN2","29",-1.121928745
"8","GAN2","30",-0.448627482
"8","GAN2","31",-13.96673735
"8","GAN2","32",-2.909930221
"8","GAN2","33",-8.520449117
"8","GAN2","34",-11.82743908
"8","GAN2","35",-4.454105916
"8","GAN2","36",-3.905605212
"8","GAN2","37",-9.642936208
"8","GAN2","39",-5.62434822
"8","GAN2","40",-9.552675165
