DROP,Participant,Age,Gender,Year,Anchortype,magnitude,Condition,pen,Proteindrink,lebron,slidy,Cheese,Figurine,TV,beachhouse,number,Notes,PenD,ProteindrinkD,SlidyD,CheeseD,FigurineD,TVD,LebronD,beachhouseD,NumberD,ZPenD,ZProteindrinkD,ZSlidyD,ZCheeseD,ZFigurineD,ZTVD,ZLebronD,ZbeachhouseD,ZNumberD,SUM2,mean,ZSco01,ZSco02,ZSco03,ZSco04,ZSco05,ZSco06,ZSco07,ZSco08,ZSco09,mean2
0,101,18,m,frosh,0,0,4,3.5,8.7,.479,30,.85,30,4689,780000,9876,"chatted w/ friends and asked me ""do I get $ for this?""",.5,1.3,10,4.15,20,311,.021,20000,124,.0867153791580873,.134180926870049,.00886311643119601,1.59187963964558,.11150847277244,-.88898520160951,-.51824359039799,-.565289296494336,-.118336860825723,-.0157707414450202,-.0175230460500225,.0888146983084202,.145083899349406,.0161639335984741,1.5922892037676,.13360627562564,-.867949212594707,-.513924842937081,-.558737257631344,-.104454122336509,-.00767860276112209
0,105,20,m,soph,0,0,4,3.9,9,.492,36,4.2,25,4500,785000,9896, ,.1,1,4,.8,25,500,.00800000000000001,15000,104,.077970033863078,.104078911761661,-.574297546926891,-.894732735065395,.381131722999411,-.741235089220281,-.70580727870548,-.614436026830171,-.11985873074739,-.308718673887146,-.343020748763495,.0802566270103368,.115607783338352,-.573402033519129,-.919188254994025,.399445325121194,-.716881570573549,-.700873078428066,-.606857551338577,-.105944328272652,-.336426342406235
0,109,20,f,jr,0,0,4,3.6,9.2,.485,38,4.95,30,4600,710000,9987,Got LeBron ave from friend (only discussed this answer),.4,.800000000000001,2,.0499999999999998,20,400,.015,90000,13,.084529042834335,.084010901689402,-.76868443471292,-1.45143699806039,.11150847277244,-.819409751860084,-.604811446539909,.122764928207346,-.126783238890977,-.336831252456076,-.374256947173418,.0866751804838993,.0959570393309833,-.76992402255833,-1.48145932785111,.13360627562564,-.796811539896913,-.60020864393292,.114946854269917,-.112724765282102,-.369993661090103
0,111,19,f,soph,0,0,4,3,9.5,.48,35,3,25,4500,780000,9999, ,1,.5,5,2,25,500,.02,20000,1,.0976470607768489,.0539088865810139,-.477104103033877,-.00400591427340273,.381131722999411,-.741235089220281,-.532671566421643,-.565289296494336,-.127696360843978,-.191531465993024,-.212812739992249,.0995122874310244,.0664809233199299,-.475141038999528,-.0195545384226958,.399445325121194,-.716881570573549,-.528305476436387,-.558737257631344,-.113618888843787,-.205200026115016
0,118,18,m,frosh,0,0,4, ,8,.48,39,4.5,40,4000,775000,9990, , ,2,1,.5,10,1000,.02,25000,10, ,.204418962122954,-.865877878605935,-1.11741444026339,-.427738027681502,-.350361776021262,-.532671566421643,-.516142566158502,-.127011519379227, ,-.466599851551064, ,.213861503375197,-.86818501707793,-1.14409668413686,-.398071823365468,-.317231723956728,-.528305476436387,-.510616963924111,-.112948296172523,-.458199310211851
0,119,21,m,jr,0,0,4,3,9,.45,38,4,45,4800,780000,9999, ,1,1,2,1,5,200,.05,20000,1,.0976470607768489,.104078911761661,-.76868443471292,-.746278264933397,-.697361277908473,-.975759077139692,-.0998322857120514,-.565289296494336,-.127696360843978,-.377917502520634,-.419908336134037,.0995122874310244,.115607783338352,-.76992402255833,-.769249302232137,-.663910872861022,-.956671478543641,-.0968864714571923,-.558737257631344,-.113618888843787,-.412653135928675
0,125,19,f,soph,0,0,4,3,9.5,.48,45,3,30,4750,700000,9950, ,1,.5,-5,2,20,250,.02,100000,50,.0976470607768489,.0539088865810139,-1.44903854196402,-.00400591427340273,.11150847277244,-.93667174581979,-.532671566421643,.221058388879015,-.123967779535892,-.256223273900543,-.284692526556159,.0995122874310244,.0664809233199299,-1.45775098419553,-.0195545384226958,.13360627562564,-.916706493881959,-.528305476436387,.211187441684383,-.109967884300237,-.280166494352871
0,127,18,m,f,0,0,4,3.9,8.5,.47,37,3,30,4500,760000,9776,wrote comments/questions about some questions,.1,1.5,3,2,20,500,.03,40000,224,.077970033863078,.154248936942307,-.671490990819906,-.00400591427340273,.11150847277244,-.741235089220281,-.388391806185112,-.368702375150998,-.110727511217385,-.194082624328926,-.215647360365473,.0802566270103368,.164734643356774,-.671663028038729,-.0195545384226958,.13360627562564,-.716881570573549,-.384499141443322,-.366256082802413,-.0970030926557951,-.208584434215973
0,128,22,f,sr,0,0,4,3.8,20,.49,28,3.75,50,4999,785000,9899, ,.2,-10,12,1.25,0,1,.01,15000,101,.0801563701868303,-.999661642212567,.203250004217225,-.560710177268398,-.966984528135444,-1.1313266557929,-.676951326658174,-.614436026830171,-.12008701123564,-.478675099372924,-.531861221525471,.0823961448348576,-.965183137066937,.212685922637675,-.581825611279777,-.929749922356576,-1.11573211749714,-.672111811429453,-.606857551338577,-.106167859163073,-.520282882517666
0,132,20,m,soph,0,0,4,3.5,7,.495,35,3,30,3500,780000,8900, ,.5,3,5,2,20,1500,.005,20000,1100,.0867153791580873,.304759012484247,-.477104103033877,-.00400591427340273,.11150847277244,.0405115371777561,-.74909120677644,-.565289296494336,-.0440696086483497,-.129606572763387,-.14400730307043,.0888146983084202,.312115223412041,-.475141038999528,-.0195545384226958,.13360627562564,.0824181226600921,-.744014978925985,-.558737257631344,-.0317320726527407,-.134691729625122
0,13,21,f,jr,1,0,2,3.95,9.6,.477,36,4.15,40,4850,798000,9987, ,.0379999999999998,.200000000000001,3.75,.699999999999999,9,148,.021,1800,2,.0766145053423516,.023806871472626,-.598595907900145,-.968959970131395,-.481662677726896,-1.01640990171239,-.51824359039799,-.744183394916773,-.127620267347894,-.435525433331851,-.483917148146501,.0789301259591339,.0370048073088766,-.597967282149029,-.99415773137497,-.451239633264579,-.99823506259179,-.513924842937081,-.733895126725672,-.11354437854698,-.476336569369121
0,17,19,m,frosh,1,0,2,3.95,9.7,.49,39,4.6,48,4900,799775,9906, ,.0379999999999998,.100000000000001,.75,.25,1,98,.00800000000000001,25,83,.0766145053423516,.0137728664364967,-.890176239579188,-1.30298252792839,-.91305987809005,-1.05549723303229,-.70580727870548,-.761630484185995,-.121456694165141,-.566022296390769,-.62891366265641,.0789301259591339,.0271794353051922,-.892750265707831,-1.33152037508922,-.876582112457465,-1.03820004725347,-.700873078428066,-.75097783099174,-.107509044505602,-.62136702146323
0,21,20,f,jr,1,0,2,3.995,9.755,.35,40,4.55,47.55,4955.55,799799.799,9986, ,-.00700000000000012,.0449999999999999,-.25,.3,1.45,42.4499999999998,.148,.201000000000931,3,.075630653996663,.00825416366662539,-.987369683472203,-1.26586891039539,-.888793785569622,-1.0989232581287,1.31410936460595,-.761874242139114,-.127544173851811,-.373237987128761,-.414708874587512,.0779673429380995,.0217754807031656,-.991011260227431,-1.29403563689875,-.852656598002865,-1.0826011452126,1.31241561147485,-.751216498024469,-.113469868250173,-.408092507944464
0,24,21,f,jr,1,0,2,3.9,9,.48,29.99,4,30,4900,799000,9957, ,.0880000000000001,.800000000000001,9.76,.85,19,98,.018,800,32,.0777076735042277,.084010901689402,-.0144633101031273,-.857619117532396,.0575838227270462,-1.05549723303229,-.561527518468949,-.75401274098394,-.125337462465393,-.314915498466542,-.349906109407269,.0799998848713943,.0959570393309833,-.00741870508622983,-.881703516803553,.080438465726529,-1.03820004725347,-.557066743435001,-.743519185467119,-.111309069642766,-.34253576419547
0,35,19,f,soph,1,0,2,3.5,9.5,.3,38,4.5,45,4900,799000,9800, ,.488,.300000000000001,1.75,.35,4,98,.198,800,189,.086453018799237,.0338408765087553,-.792982795686174,-1.22875529286239,-.751285927953867,-1.05549723303229,2.0355081657886,-.75401274098394,-.113390783580303,-.254012271300237,-.282235857000264,.0885579561694777,.046830179312561,-.79448927118823,-1.25655089870827,-.717078682760132,-1.03820004725347,2.03144728644017,-.743519185467119,-.099610953044045,-.275845957388784
0,39,20,f,soph,1,0,2,3.5,9.2,.472,37,3.85,42,4982,799625,9988, ,.488,.600000000000001,2.75,1,7,16,.026,175,1,.086453018799237,.0639428916171434,-.695789351793159,-.746278264933397,-.589511977817684,-1.11960045639693,-.446103710279725,-.76015608227592,-.127696360843978,-.433474029392441,-.481637810436046,.0885579561694777,.0763062953236145,-.69622827666863,-.769249302232137,-.5575752530628,-1.10374262209863,-.442021675440548,-.749534222180523,-.113618888843787,-.47412288767044
0,40,20,m,jr,1,0,2,3.99,9.6,.496,35,4,40,4900,799800,9985, ,-.00200000000000022,.200000000000001,4.75,.85,9,98,.002,0,4,.0757399708128506,.023806871472626,-.50140246400713,-.857619117532396,-.481662677726896,-1.05549723303229,-.792375134847399,-.761876217837674,-.127468080355728,-.447835408305404,-.497594898117115,.0780743188293255,.0370048073088766,-.499706287629429,-.881703516803553,-.451239633264579,-1.03820004725347,-.787156879423905,-.751218432460276,-.113395357953366,-.489726780961153
0,44,20,m,jr,1,0,2,3.9,9.7,.47,38,4,45,4900,799000,9980, ,.0880000000000001,.100000000000001,1.75,.85,4,98,.028,800,9,.0777076735042277,.0137728664364967,-.792982795686174,-.857619117532396,-.751285927953867,-1.05549723303229,-.417247758232419,-.75401274098394,-.127087612875311,-.466425264635567,-.518250294039519,.0799998848713943,.0271794353051922,-.79448927118823,-.881703516803553,-.717078682760132,-1.03820004725347,-.413260408441935,-.743519185467119,-.11302280646933,-.510454955356354
0,48,20,f,jr,1,0,2,3.8,9,.47,35,3,30,4900,798000,9980,sat by chatty friend. A little chit chat,.188,.800000000000001,4.75,1.85,19,98,.028,1800,9,.0798940098279801,.084010901689402,-.50140246400713,-.115346766872402,.0575838227270462,-1.05549723303229,-.417247758232419,-.744183394916773,-.127087612875311,-.27392764956919,-.304364055076878,.0821394026959151,.0959570393309833,-.499706287629429,-.132008752994112,.080438465726529,-1.03820004725347,-.413260408441935,-.733895126725672,-.11302280646933,-.296839835751169
0,52,20,f,jr,1,0,2,3.7,9,.49,35,3,40,4000,790000,9900,exchanged a few sentences w/ friend,.288,.800000000000001,4.75,1.85,9,998,.00800000000000001,9800,89,.0820803461517324,.084010901689402,-.50140246400713,-.115346766872402,-.481662677726896,-.351925269274058,-.70580727870548,-.665548626379438,-.121000133188641,-.277660196831291,-.308511329812546,.084278920520436,.0959570393309833,-.499706287629429,-.132008752994112,-.451239633264579,-.318830323343196,-.700873078428066,-.6569026567941,-.107061982724759,-.298487417258536
0,56,19,m,frosh,1,0,2,3.9995,9.5,.497,38,4,30,4500,799999,9980,1 headphone in ear checked/sent text,-.0114999999999998,.300000000000001,1.75,.85,19,498,.001,-199,9,.0755322688620942,.0338408765087553,-.792982795686174,-.857619117532396,.0575838227270462,-.742798582473077,-.806803110871052,-.76383225770504,-.127087612875311,-.392416650904515,-.436018501005017,.0778710646359961,.046830179312561,-.79448927118823,-.881703516803553,.080438465726529,-.718480169960016,-.801537512923212,-.753133620149824,-.11302280646933,-.428580798646564
0,59,21,m,jr,1,0,2,3.9,9.7,.4,39,4.5,48,4500,700000,9989,chatted w/ friends,.0880000000000001,.100000000000001,.75,.35,1,498,.098,99800,0,.0777076735042277,.0137728664364967,-.890176239579188,-1.22875529286239,-.91305987809005,-.742798582473077,.592710563423296,.219092519665581,-.127772454340061,-.299927882431517,-.333253202701685,.0799998848713943,.0271794353051922,-.892750265707831,-1.25655089870827,-.876582112457465,-.718480169960016,.59338393650952,.209262629936094,-.113693399140594,-.327581217705775
0,64,18,f,frosh,1,0,2,3.9,9.7,.473,36,4.5,40,4900,790000,9860,1 headphone in ear,.0880000000000001,.100000000000001,3.75,.35,9,98,.025,9800,129,.0777076735042277,.0137728664364967,-.598595907900145,-1.22875529286239,-.481662677726896,-1.05549723303229,-.460531686303378,-.665548626379438,-.117956393345306,-.451706727760912,-.501896364178791,.0799998848713943,.0271794353051922,-.597967282149029,-1.25655089870827,-.451239633264579,-1.03820004725347,-.456402308939855,-.6569026567941,-.104081570852473,-.494907230865022
0,67,19,f,frosh,1,0,2,3.5,9,.455,39,4.5,40,4950,799400,9970, ,.488,.800000000000001,.75,.35,9,48,.043,400,19,.086453018799237,.084010901689402,-.890176239579188,-1.22875529286239,-.481662677726896,-1.09458456435219,-.200828117877623,-.757944479410807,-.126326677914477,-.460981412923494,-.512201569914993,.0885579561694777,.0959570393309833,-.892750265707831,-1.25655089870827,-.451239633264579,-1.07816503191515,-.197550905952338,-.747368808963698,-.112277703501259,-.505709805834741
0,71,21,f,jr,1,0,2, ,9.2,.47,40,4.8,25,900,799500,9980,1 headphone in ear, ,.600000000000001,-.25,.0499999999999998,24,4098,.028,300,9, ,.0639428916171434,-.987369683472203,-1.45143699806039,.327207072954017,2.07148927255986,-.417247758232419,-.758927414017524,-.127087612875311, ,-.159928778690854, ,.0763062953236145,-.991011260227431,-1.48145932785111,.346277515222083,2.15899872568109,-.413260408441935,-.748331214837842,-.11302280646933,-.145687810200107
0,75,19,f,frosh,1,0,2,3.85,9.75,.496,39,4.5,40,4650,799500,9980, ,.138,.0500000000000007,.75,.35,9,348,.002,300,9,.0788008416661039,.00875586391843193,-.890176239579188,-1.22875529286239,-.481662677726896,-.860060576432782,-.792375134847399,-.758927414017524,-.127087612875311,-.505148824275696,-.56127647141744,.0810696437836547,.0222667493033499,-.892750265707831,-1.25655089870827,-.451239633264579,-.838375123945062,-.787156879423905,-.748331214837842,-.11302280646933,-.553787825474424
0,83,19,f,soph,1,0,2,3.8,9.7,.49,40,4.75,45,4950,795000,9985,little chatting w/ friend who came to table & tablemate,.188,.100000000000001,-.25,.0999999999999996,4,48,.00800000000000001,4800,4,.0798940098279801,.0137728664364967,-.987369683472203,-1.41432338052739,-.751285927953867,-1.09458456435219,-.70580727870548,-.714695356715273,-.127468080355728,-.570186739581766,-.633540821757518,.0821394026959151,.0271794353051922,-.991011260227431,-1.44397458966063,-.717078682760132,-1.07816503191515,-.700873078428066,-.705022950501333,-.113395357953366,-.626689123716112
0,87,20,f,soph,1,0,2, ,7.79,.498,35,.95,5,1000,700000,9988, , ,2.01,4.75,3.9,44,3998,0,99800,1, ,.205422362626567,-.50140246400713,1.40631155198059,1.4057000738619,1.99331460992005,-.821231086894705,.219092519665581,-.127696360843978, ,.472438900788609, ,.214844040575565,-.499706287629429,1.40486551281524,1.4096337132043,2.07906875635773,-.815918146422518,.209262629936094,-.113618888843787,.486053916249149
0,91,18,f,frosh,1,0,2,3.99,9,.49,39,4.5,40,4500,799500,9987, ,-.00200000000000022,.800000000000001,.75,.35,9,498,.00800000000000001,300,2,.0757399708128506,.084010901689402,-.890176239579188,-1.22875529286239,-.481662677726896,-.742798582473077,-.70580727870548,-.758927414017524,-.127620267347894,-.47759968802102,-.530666320023356,.0780743188293255,.0959570393309833,-.892750265707831,-1.25655089870827,-.451239633264579,-.718480169960016,-.700873078428066,-.748331214837842,-.11354437854698,-.523082031254809
0,95,20,f,soph,1,0,2,3.3,9.75,.47,36,2,40,4700,799769,9980,chatted w/ friends,.688,.0500000000000007,3.75,2.85,9,298,.028,31,9,.0908256914467417,.00875586391843193,-.598595907900145,.626925583787592,-.481662677726896,-.899147907752684,-.417247758232419,-.761571508109592,-.127087612875311,-.255880623344428,-.284311803716031,.0928369918185193,.0222667493033499,-.597967282149029,.617686010815329,-.451239633264579,-.878340108606744,-.413260408441935,-.750920086639292,-.11302280646933,-.274662285959301
0,99,19,f,soph,1,0,2,3.5,9.5,.4,35,2,40,4000,700000,9988, ,.488,.300000000000001,4.75,2.85,9,998,.098,99800,1,.086453018799237,.0338408765087553,-.50140246400713,.626925583787592,-.481662677726896,-.351925269274058,.592710563423296,.219092519665581,-.127696360843978,.00963357903323994,.0107039767035999,.0885579561694777,.046830179312561,-.499706287629429,.617686010815329,-.451239633264579,-.318830323343196,.59338393650952,.209262629936094,-.113618888843787,.0191472866291102
0,103,21,m,sr,1,0,2,3.99,9.5,.48,35,4.6,30,2000,780000,9988, ,-.00200000000000022,.300000000000001,4.75,.25,19,2998,.018,19800,1,.0757399708128506,.0338408765087553,-.50140246400713,-1.30298252792839,.0575838227270462,1.21156798352202,-.561527518468949,-.567255165707769,-.127696360843978,-.168213138338555,-.186903487042839,.0780743188293255,.046830179312561,-.499706287629429,-1.33152037508922,.080438465726529,1.27976906312409,-.557066743435001,-.560662069379634,-.113618888843787,-.17527359304273
0,117,20,m,soph,1,0,2,3.998,8,.48,37,4.5,45,4900,750000,9850, ,-.0100000000000002,1.8,2.75,.35,4,98,.018,49800,139,.0755650639069505,.184350952050695,-.695789351793159,-1.22875529286239,-.751285927953867,-1.05549723303229,-.561527518468949,-.272374783692763,-.117195458384472,-.442250955023025,-.491389950025583,.0779031574033639,.194210759367828,-.69622827666863,-1.25655089870827,-.717078682760132,-1.03820004725347,-.557066743435001,-.271940307136236,-.103336467884402,-.485365278563884
0,120,21,f,jr,1,0,2,3.95,9.7,.495,30,4.5,40,4900,798000,9985, ,.0379999999999998,.100000000000001,9.75,.35,9,98,.003,1800,4,.0766145053423516,.0137728664364967,-.0154352445420576,-1.22875529286239,-.481662677726896,-1.05549723303229,-.777947158823746,-.744183394916773,-.127468080355728,-.434056171048104,-.482284634497893,.0789301259591339,.0271794353051922,-.00840131503142599,-1.25655089870827,-.451239633264579,-1.03820004725347,-.772776245924598,-.733895126725672,-.113395357953366,-.47426100706634
