participant_id,labLocale,taskOrder,timing,trial_type,age_group,maxWrong,maxCorrect,prodSpeech_category,producer
Oregon.17,Oregon,first,delayed,experimental,10yo,5,3,Usually,Yes
Oregon.17,Oregon,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Oregon.17,Oregon,second,immediate,experimental,10yo,5,3,Usually,Yes
Oregon.19,Oregon,first,immediate,experimental,5yo,5,2,Usually,Yes
Oregon.19,Oregon,point-and-name,point-and-name,point and name,5yo,5,3,Usually,Yes
Oregon.19,Oregon,second,delayed,experimental,5yo,5,1,Usually,Yes
Oregon.20,Oregon,first,delayed,experimental,5yo,5,1,Never,No
Oregon.20,Oregon,point-and-name,point-and-name,point and name,5yo,5,2,Never,No
Oregon.20,Oregon,second,immediate,experimental,5yo,5,1,Never,No
Oregon.21,Oregon,first,delayed,experimental,6yo,5,3,Usually,Yes
Oregon.21,Oregon,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
Oregon.21,Oregon,second,immediate,experimental,6yo,5,2,Usually,Yes
Oregon.23,Oregon,first,delayed,experimental,7yo,5,3,Usually,Yes
Oregon.23,Oregon,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Oregon.23,Oregon,second,immediate,experimental,7yo,5,3,Usually,Yes
Oregon.25,Oregon,first,immediate,experimental,6yo,5,4,Never,No
Oregon.25,Oregon,point-and-name,point-and-name,point and name,6yo,5,2,Never,No
Oregon.25,Oregon,second,delayed,experimental,6yo,5,2,Never,No
Oregon.26,Oregon,first,delayed,experimental,7yo,5,4,Usually,Yes
Oregon.26,Oregon,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Oregon.26,Oregon,second,immediate,experimental,7yo,5,4,Usually,Yes
Oregon.27,Oregon,first,delayed,experimental,5yo,5,1,Never,No
Oregon.27,Oregon,point-and-name,point-and-name,point and name,5yo,5,1,Never,No
Oregon.27,Oregon,second,immediate,experimental,5yo,5,2,Never,No
Oregon.28,Oregon,first,delayed,experimental,5yo,5,1,Usually,Yes
Oregon.28,Oregon,point-and-name,point-and-name,point and name,5yo,5,1,Usually,Yes
Oregon.28,Oregon,second,immediate,experimental,5yo,5,1,Usually,Yes
Oregon.29,Oregon,first,delayed,experimental,5yo,5,3,Usually,Yes
Oregon.29,Oregon,point-and-name,point-and-name,point and name,5yo,5,3,Usually,Yes
Oregon.29,Oregon,second,immediate,experimental,5yo,5,3,Usually,Yes
Oregon.30,Oregon,first,immediate,experimental,6yo,5,3,Usually,Yes
Oregon.30,Oregon,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Oregon.30,Oregon,second,delayed,experimental,6yo,5,1,Usually,Yes
Oregon.31,Oregon,first,immediate,experimental,5yo,5,1,Usually,Yes
Oregon.31,Oregon,point-and-name,point-and-name,point and name,5yo,5,1,Usually,Yes
Oregon.31,Oregon,second,delayed,experimental,5yo,5,1,Usually,Yes
Oregon.32,Oregon,first,delayed,experimental,7yo,5,3,Usually,Yes
Oregon.32,Oregon,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Oregon.32,Oregon,second,immediate,experimental,7yo,5,2,Usually,Yes
Oregon.33,Oregon,first,immediate,experimental,10yo,5,2,Usually,Yes
Oregon.33,Oregon,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Oregon.33,Oregon,second,delayed,experimental,10yo,5,4,Usually,Yes
Oregon.34,Oregon,first,delayed,experimental,5yo,5,1,Usually,Yes
Oregon.34,Oregon,point-and-name,point-and-name,point and name,5yo,5,1,Usually,Yes
Oregon.34,Oregon,second,immediate,experimental,5yo,5,3,Usually,Yes
Oregon.35,Oregon,first,delayed,experimental,5yo,5,3,Usually,Yes
Oregon.35,Oregon,point-and-name,point-and-name,point and name,5yo,5,5,Usually,Yes
Oregon.35,Oregon,second,immediate,experimental,5yo,5,4,Usually,Yes
Oregon.36,Oregon,first,immediate,experimental,5yo,5,4,Usually,Yes
Oregon.36,Oregon,point-and-name,point-and-name,point and name,5yo,5,3,Usually,Yes
Oregon.36,Oregon,second,delayed,experimental,5yo,5,1,Usually,Yes
Oregon.37,Oregon,first,immediate,experimental,7yo,5,2,Usually,Yes
Oregon.37,Oregon,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Oregon.37,Oregon,second,delayed,experimental,7yo,5,4,Usually,Yes
Oregon.38,Oregon,first,immediate,experimental,6yo,5,4,Usually,Yes
Oregon.38,Oregon,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
Oregon.38,Oregon,second,delayed,experimental,6yo,5,3,Usually,Yes
Oregon.39,Oregon,first,immediate,experimental,5yo,5,3,Sometimes,Yes
Oregon.39,Oregon,point-and-name,point-and-name,point and name,5yo,5,4,Sometimes,Yes
Oregon.39,Oregon,second,delayed,experimental,5yo,5,3,Sometimes,Yes
Oregon.40,Oregon,first,delayed,experimental,7yo,5,4,Usually,Yes
Oregon.40,Oregon,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Oregon.40,Oregon,second,immediate,experimental,7yo,5,5,Usually,Yes
Oregon.7,Oregon,first,delayed,experimental,10yo,5,2,Usually,Yes
Oregon.7,Oregon,point-and-name,point-and-name,point and name,10yo,5,2,Usually,Yes
Oregon.7,Oregon,second,immediate,experimental,10yo,5,3,Usually,Yes
Oregon.8,Oregon,first,immediate,experimental,6yo,5,1,Usually,Yes
Oregon.8,Oregon,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Oregon.8,Oregon,second,delayed,experimental,6yo,5,1,Usually,Yes
Oregon.9,Oregon,first,delayed,experimental,10yo,5,4,Usually,Yes
Oregon.9,Oregon,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Oregon.9,Oregon,second,immediate,experimental,10yo,5,3,Usually,Yes
Switzerland.202,Switzerland,first,immediate,experimental,6yo,5,1,Sometimes,Yes
Switzerland.202,Switzerland,point-and-name,point-and-name,point and name,6yo,5,1,Sometimes,Yes
Switzerland.202,Switzerland,second,delayed,experimental,6yo,5,2,Sometimes,Yes
Switzerland.203,Switzerland,first,immediate,experimental,5yo,5,1,Sometimes,Yes
Switzerland.203,Switzerland,point-and-name,point-and-name,point and name,5yo,5,2,Sometimes,Yes
Switzerland.203,Switzerland,second,delayed,experimental,5yo,5,1,Sometimes,Yes
Switzerland.204,Switzerland,first,delayed,experimental,5yo,5,2,Never,No
Switzerland.204,Switzerland,point-and-name,point-and-name,point and name,5yo,5,1,Never,No
Switzerland.204,Switzerland,second,immediate,experimental,5yo,5,1,Never,No
Switzerland.205,Switzerland,first,immediate,experimental,5yo,5,2,Usually,Yes
Switzerland.205,Switzerland,point-and-name,point-and-name,point and name,5yo,5,2,Usually,Yes
Switzerland.205,Switzerland,second,delayed,experimental,5yo,5,2,Usually,Yes
Switzerland.207,Switzerland,first,immediate,experimental,5yo,5,4,Sometimes,Yes
Switzerland.207,Switzerland,point-and-name,point-and-name,point and name,5yo,5,1,Sometimes,Yes
Switzerland.207,Switzerland,second,delayed,experimental,5yo,5,1,Sometimes,Yes
Switzerland.208,Switzerland,first,immediate,experimental,6yo,5,1,Never,No
Switzerland.208,Switzerland,point-and-name,point-and-name,point and name,6yo,5,1,Never,No
Switzerland.208,Switzerland,second,delayed,experimental,6yo,5,1,Never,No
Switzerland.209,Switzerland,first,delayed,experimental,5yo,5,1,Sometimes,Yes
Switzerland.209,Switzerland,point-and-name,point-and-name,point and name,5yo,5,1,Sometimes,Yes
Switzerland.209,Switzerland,second,immediate,experimental,5yo,5,1,Sometimes,Yes
Switzerland.210,Switzerland,first,delayed,experimental,6yo,5,2,Usually,Yes
Switzerland.210,Switzerland,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
Switzerland.210,Switzerland,second,immediate,experimental,6yo,5,1,Usually,Yes
Switzerland.211,Switzerland,first,delayed,experimental,5yo,5,1,Sometimes,Yes
Switzerland.211,Switzerland,point-and-name,point-and-name,point and name,5yo,5,1,Sometimes,Yes
Switzerland.211,Switzerland,second,immediate,experimental,5yo,5,1,Sometimes,Yes
Switzerland.213,Switzerland,first,immediate,experimental,5yo,5,1,Sometimes,Yes
Switzerland.213,Switzerland,point-and-name,point-and-name,point and name,5yo,5,1,Sometimes,Yes
Switzerland.213,Switzerland,second,delayed,experimental,5yo,5,3,Sometimes,Yes
Switzerland.214,Switzerland,first,delayed,experimental,6yo,5,2,Sometimes,Yes
Switzerland.214,Switzerland,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
Switzerland.214,Switzerland,second,immediate,experimental,6yo,5,1,Sometimes,Yes
Switzerland.215,Switzerland,first,immediate,experimental,6yo,5,2,Usually,Yes
Switzerland.215,Switzerland,point-and-name,point-and-name,point and name,6yo,5,1,Usually,Yes
Switzerland.215,Switzerland,second,delayed,experimental,6yo,5,1,Usually,Yes
Switzerland.216,Switzerland,first,delayed,experimental,5yo,5,2,Sometimes,Yes
Switzerland.216,Switzerland,point-and-name,point-and-name,point and name,5yo,5,3,Sometimes,Yes
Switzerland.216,Switzerland,second,immediate,experimental,5yo,5,3,Sometimes,Yes
Switzerland.217,Switzerland,first,delayed,experimental,6yo,5,3,Usually,Yes
Switzerland.217,Switzerland,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Switzerland.217,Switzerland,second,immediate,experimental,6yo,5,3,Usually,Yes
Switzerland.218,Switzerland,first,immediate,experimental,6yo,5,3,Usually,Yes
Switzerland.218,Switzerland,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Switzerland.218,Switzerland,second,delayed,experimental,6yo,5,3,Usually,Yes
Switzerland.219,Switzerland,first,delayed,experimental,5yo,5,2,Sometimes,Yes
Switzerland.219,Switzerland,point-and-name,point-and-name,point and name,5yo,5,1,Sometimes,Yes
Switzerland.219,Switzerland,second,immediate,experimental,5yo,5,2,Sometimes,Yes
Switzerland.221,Switzerland,first,delayed,experimental,5yo,5,1,Sometimes,Yes
Switzerland.221,Switzerland,point-and-name,point-and-name,point and name,5yo,5,2,Sometimes,Yes
Switzerland.221,Switzerland,second,immediate,experimental,5yo,5,1,Sometimes,Yes
Switzerland.301,Switzerland,first,delayed,experimental,6yo,5,3,Usually,Yes
Switzerland.301,Switzerland,point-and-name,point-and-name,point and name,6yo,5,1,Usually,Yes
Switzerland.301,Switzerland,second,immediate,experimental,6yo,5,3,Usually,Yes
Switzerland.302,Switzerland,first,immediate,experimental,6yo,5,4,Usually,Yes
Switzerland.302,Switzerland,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Switzerland.302,Switzerland,second,delayed,experimental,6yo,5,3,Usually,Yes
Switzerland.303,Switzerland,first,immediate,experimental,6yo,5,1,Usually,Yes
Switzerland.303,Switzerland,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
Switzerland.303,Switzerland,second,delayed,experimental,6yo,5,2,Usually,Yes
Switzerland.304,Switzerland,first,delayed,experimental,7yo,5,3,Usually,Yes
Switzerland.304,Switzerland,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Switzerland.304,Switzerland,second,immediate,experimental,7yo,5,3,Usually,Yes
Switzerland.306,Switzerland,first,delayed,experimental,7yo,5,4,Usually,Yes
Switzerland.306,Switzerland,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Switzerland.306,Switzerland,second,immediate,experimental,7yo,5,2,Usually,Yes
Switzerland.307,Switzerland,first,delayed,experimental,6yo,5,2,Usually,Yes
Switzerland.307,Switzerland,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
Switzerland.307,Switzerland,second,immediate,experimental,6yo,5,3,Usually,Yes
Switzerland.308,Switzerland,first,delayed,experimental,7yo,5,5,Usually,Yes
Switzerland.308,Switzerland,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Switzerland.308,Switzerland,second,immediate,experimental,7yo,5,4,Usually,Yes
Switzerland.309,Switzerland,first,delayed,experimental,6yo,5,1,Usually,Yes
Switzerland.309,Switzerland,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
Switzerland.309,Switzerland,second,immediate,experimental,6yo,5,2,Usually,Yes
Switzerland.310,Switzerland,first,delayed,experimental,7yo,5,3,Sometimes,Yes
Switzerland.310,Switzerland,point-and-name,point-and-name,point and name,7yo,5,2,Sometimes,Yes
Switzerland.310,Switzerland,second,immediate,experimental,7yo,5,2,Sometimes,Yes
Switzerland.311,Switzerland,first,immediate,experimental,6yo,5,1,Never,No
Switzerland.311,Switzerland,point-and-name,point-and-name,point and name,6yo,5,2,Never,No
Switzerland.311,Switzerland,second,delayed,experimental,6yo,5,1,Never,No
Switzerland.312,Switzerland,first,delayed,experimental,6yo,5,2,Sometimes,Yes
Switzerland.312,Switzerland,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
Switzerland.312,Switzerland,second,immediate,experimental,6yo,5,1,Sometimes,Yes
Switzerland.313,Switzerland,first,delayed,experimental,7yo,5,3,Usually,Yes
Switzerland.313,Switzerland,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Switzerland.313,Switzerland,second,immediate,experimental,7yo,5,3,Usually,Yes
Switzerland.315,Switzerland,first,immediate,experimental,6yo,5,3,Usually,Yes
Switzerland.315,Switzerland,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Switzerland.315,Switzerland,second,delayed,experimental,6yo,5,3,Usually,Yes
Switzerland.316,Switzerland,first,delayed,experimental,6yo,5,3,Usually,Yes
Switzerland.316,Switzerland,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Switzerland.316,Switzerland,second,immediate,experimental,6yo,5,1,Usually,Yes
Switzerland.317,Switzerland,first,delayed,experimental,6yo,5,2,Sometimes,Yes
Switzerland.317,Switzerland,point-and-name,point-and-name,point and name,6yo,5,2,Sometimes,Yes
Switzerland.317,Switzerland,second,immediate,experimental,6yo,5,3,Sometimes,Yes
Switzerland.318,Switzerland,first,delayed,experimental,6yo,5,2,Sometimes,Yes
Switzerland.318,Switzerland,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
Switzerland.318,Switzerland,second,immediate,experimental,6yo,5,3,Sometimes,Yes
Switzerland.319,Switzerland,first,immediate,experimental,7yo,5,3,Never,No
Switzerland.319,Switzerland,point-and-name,point-and-name,point and name,7yo,5,4,Never,No
Switzerland.319,Switzerland,second,delayed,experimental,7yo,5,2,Never,No
Switzerland.401,Switzerland,first,delayed,experimental,6yo,5,2,Sometimes,Yes
Switzerland.401,Switzerland,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
Switzerland.401,Switzerland,second,immediate,experimental,6yo,5,3,Sometimes,Yes
Switzerland.402,Switzerland,first,delayed,experimental,7yo,5,2,Usually,Yes
Switzerland.402,Switzerland,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Switzerland.402,Switzerland,second,immediate,experimental,7yo,5,1,Usually,Yes
Switzerland.403,Switzerland,first,immediate,experimental,7yo,5,4,Usually,Yes
Switzerland.403,Switzerland,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Switzerland.403,Switzerland,second,delayed,experimental,7yo,5,4,Usually,Yes
Switzerland.407,Switzerland,first,delayed,experimental,7yo,5,5,Sometimes,Yes
Switzerland.407,Switzerland,point-and-name,point-and-name,point and name,7yo,5,3,Sometimes,Yes
Switzerland.407,Switzerland,second,immediate,experimental,7yo,5,3,Sometimes,Yes
Switzerland.410,Switzerland,first,delayed,experimental,7yo,5,4,Usually,Yes
Switzerland.410,Switzerland,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Switzerland.410,Switzerland,second,immediate,experimental,7yo,5,3,Usually,Yes
Switzerland.411,Switzerland,first,immediate,experimental,7yo,5,4,Usually,Yes
Switzerland.411,Switzerland,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Switzerland.411,Switzerland,second,delayed,experimental,7yo,5,4,Usually,Yes
Switzerland.412,Switzerland,first,delayed,experimental,7yo,5,5,Usually,Yes
Switzerland.412,Switzerland,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Switzerland.412,Switzerland,second,immediate,experimental,7yo,5,5,Usually,Yes
Switzerland.413,Switzerland,first,immediate,experimental,7yo,5,4,Usually,Yes
Switzerland.413,Switzerland,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Switzerland.413,Switzerland,second,delayed,experimental,7yo,5,3,Usually,Yes
Switzerland.701,Switzerland,first,immediate,experimental,10yo,5,4,Sometimes,Yes
Switzerland.701,Switzerland,point-and-name,point-and-name,point and name,10yo,5,5,Sometimes,Yes
Switzerland.701,Switzerland,second,delayed,experimental,10yo,5,3,Sometimes,Yes
Switzerland.702,Switzerland,first,immediate,experimental,10yo,5,5,Usually,Yes
Switzerland.702,Switzerland,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Switzerland.702,Switzerland,second,delayed,experimental,10yo,5,5,Usually,Yes
Switzerland.703,Switzerland,first,immediate,experimental,10yo,5,4,Usually,Yes
Switzerland.703,Switzerland,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Switzerland.703,Switzerland,second,delayed,experimental,10yo,5,4,Usually,Yes
Switzerland.704,Switzerland,first,delayed,experimental,10yo,5,4,Usually,Yes
Switzerland.704,Switzerland,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Switzerland.704,Switzerland,second,immediate,experimental,10yo,5,4,Usually,Yes
Switzerland.706,Switzerland,first,delayed,experimental,10yo,5,5,Usually,Yes
Switzerland.706,Switzerland,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Switzerland.706,Switzerland,second,immediate,experimental,10yo,5,4,Usually,Yes
Switzerland.707,Switzerland,first,immediate,experimental,10yo,5,4,Usually,Yes
Switzerland.707,Switzerland,point-and-name,point-and-name,point and name,10yo,5,5,Usually,Yes
Switzerland.707,Switzerland,second,delayed,experimental,10yo,5,4,Usually,Yes
Switzerland.709,Switzerland,first,delayed,experimental,10yo,5,4,Usually,Yes
Switzerland.709,Switzerland,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Switzerland.709,Switzerland,second,immediate,experimental,10yo,5,5,Usually,Yes
Switzerland.710,Switzerland,first,delayed,experimental,10yo,5,4,Sometimes,Yes
Switzerland.710,Switzerland,point-and-name,point-and-name,point and name,10yo,5,5,Sometimes,Yes
Switzerland.710,Switzerland,second,immediate,experimental,10yo,4,5,Sometimes,Yes
Switzerland.711,Switzerland,first,delayed,experimental,10yo,5,5,Sometimes,Yes
Switzerland.711,Switzerland,point-and-name,point-and-name,point and name,10yo,5,4,Sometimes,Yes
Switzerland.711,Switzerland,second,immediate,experimental,10yo,5,5,Sometimes,Yes
Switzerland.713,Switzerland,first,delayed,experimental,10yo,5,4,Usually,Yes
Switzerland.713,Switzerland,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Switzerland.713,Switzerland,second,immediate,experimental,10yo,5,4,Usually,Yes
Switzerland.717,Switzerland,first,delayed,experimental,10yo,5,5,Usually,Yes
Switzerland.717,Switzerland,point-and-name,point-and-name,point and name,10yo,5,5,Usually,Yes
Switzerland.717,Switzerland,second,immediate,experimental,10yo,5,5,Usually,Yes
Switzerland.718,Switzerland,first,immediate,experimental,10yo,5,4,Usually,Yes
Switzerland.718,Switzerland,point-and-name,point-and-name,point and name,10yo,5,5,Usually,Yes
Switzerland.718,Switzerland,second,delayed,experimental,10yo,5,4,Usually,Yes
Turkey.1,Turkey,first,delayed,experimental,5yo,5,2,Sometimes,Yes
Turkey.1,Turkey,point-and-name,point-and-name,point and name,5yo,5,2,Sometimes,Yes
Turkey.1,Turkey,second,immediate,experimental,5yo,5,2,Sometimes,Yes
Turkey.10,Turkey,first,delayed,experimental,5yo,5,1,Sometimes,Yes
Turkey.10,Turkey,point-and-name,point-and-name,point and name,5yo,5,1,Sometimes,Yes
Turkey.10,Turkey,second,immediate,experimental,5yo,5,2,Sometimes,Yes
Turkey.11,Turkey,first,immediate,experimental,5yo,5,1,Sometimes,Yes
Turkey.11,Turkey,point-and-name,point-and-name,point and name,5yo,5,2,Sometimes,Yes
Turkey.11,Turkey,second,delayed,experimental,5yo,5,2,Sometimes,Yes
Turkey.12,Turkey,first,immediate,experimental,5yo,5,1,Never,No
Turkey.12,Turkey,point-and-name,point-and-name,point and name,5yo,5,2,Never,No
Turkey.12,Turkey,second,delayed,experimental,5yo,5,2,Never,No
Turkey.13,Turkey,first,immediate,experimental,5yo,5,2,Usually,Yes
Turkey.13,Turkey,point-and-name,point-and-name,point and name,5yo,5,2,Usually,Yes
Turkey.13,Turkey,second,delayed,experimental,5yo,5,1,Usually,Yes
Turkey.14,Turkey,first,delayed,experimental,7yo,5,4,Usually,Yes
Turkey.14,Turkey,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Turkey.14,Turkey,second,immediate,experimental,7yo,5,5,Usually,Yes
Turkey.15,Turkey,first,immediate,experimental,7yo,5,5,Usually,Yes
Turkey.15,Turkey,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Turkey.15,Turkey,second,delayed,experimental,7yo,5,3,Usually,Yes
Turkey.16,Turkey,first,delayed,experimental,7yo,5,3,Usually,Yes
Turkey.16,Turkey,point-and-name,point-and-name,point and name,7yo,5,2,Usually,Yes
Turkey.16,Turkey,second,immediate,experimental,7yo,5,3,Usually,Yes
Turkey.17,Turkey,first,immediate,experimental,6yo,5,2,Usually,Yes
Turkey.17,Turkey,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
Turkey.17,Turkey,second,delayed,experimental,6yo,5,3,Usually,Yes
Turkey.18,Turkey,first,immediate,experimental,6yo,5,2,Usually,Yes
Turkey.18,Turkey,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Turkey.18,Turkey,second,delayed,experimental,6yo,5,1,Usually,Yes
Turkey.19,Turkey,first,delayed,experimental,10yo,5,2,Usually,Yes
Turkey.19,Turkey,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Turkey.19,Turkey,second,immediate,experimental,10yo,5,4,Usually,Yes
Turkey.20,Turkey,first,delayed,experimental,10yo,5,4,Usually,Yes
Turkey.20,Turkey,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Turkey.20,Turkey,second,immediate,experimental,10yo,5,5,Usually,Yes
Turkey.21,Turkey,first,delayed,experimental,10yo,5,4,Usually,Yes
Turkey.21,Turkey,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Turkey.21,Turkey,second,immediate,experimental,10yo,5,4,Usually,Yes
Turkey.22,Turkey,first,immediate,experimental,10yo,5,4,Usually,Yes
Turkey.22,Turkey,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Turkey.22,Turkey,second,delayed,experimental,10yo,5,3,Usually,Yes
Turkey.23,Turkey,first,delayed,experimental,10yo,5,5,Usually,Yes
Turkey.23,Turkey,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Turkey.23,Turkey,second,immediate,experimental,10yo,5,5,Usually,Yes
Turkey.24,Turkey,first,delayed,experimental,10yo,5,5,Usually,Yes
Turkey.24,Turkey,point-and-name,point-and-name,point and name,10yo,5,5,Usually,Yes
Turkey.24,Turkey,second,immediate,experimental,10yo,4,5,Usually,Yes
Turkey.25,Turkey,first,delayed,experimental,10yo,5,3,Usually,Yes
Turkey.25,Turkey,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Turkey.25,Turkey,second,immediate,experimental,10yo,5,4,Usually,Yes
Turkey.26,Turkey,first,delayed,experimental,10yo,5,4,Sometimes,Yes
Turkey.26,Turkey,point-and-name,point-and-name,point and name,10yo,5,4,Sometimes,Yes
Turkey.26,Turkey,second,immediate,experimental,10yo,5,5,Sometimes,Yes
Turkey.27,Turkey,first,immediate,experimental,6yo,5,2,Sometimes,Yes
Turkey.27,Turkey,point-and-name,point-and-name,point and name,6yo,5,1,Sometimes,Yes
Turkey.27,Turkey,second,delayed,experimental,6yo,5,1,Sometimes,Yes
Turkey.28,Turkey,first,immediate,experimental,6yo,5,2,Sometimes,Yes
Turkey.28,Turkey,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
Turkey.28,Turkey,second,delayed,experimental,6yo,5,1,Sometimes,Yes
Turkey.31,Turkey,first,delayed,experimental,6yo,5,1,Never,No
Turkey.31,Turkey,point-and-name,point-and-name,point and name,6yo,5,2,Never,No
Turkey.31,Turkey,second,immediate,experimental,6yo,5,1,Never,No
Turkey.32,Turkey,first,delayed,experimental,6yo,5,1,Usually,Yes
Turkey.32,Turkey,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Turkey.32,Turkey,second,immediate,experimental,6yo,5,2,Usually,Yes
Turkey.4,Turkey,first,immediate,experimental,5yo,5,1,Sometimes,Yes
Turkey.4,Turkey,point-and-name,point-and-name,point and name,5yo,5,4,Sometimes,Yes
Turkey.4,Turkey,second,delayed,experimental,5yo,5,1,Sometimes,Yes
Turkey.6,Turkey,first,immediate,experimental,7yo,5,2,Sometimes,Yes
Turkey.6,Turkey,point-and-name,point-and-name,point and name,7yo,5,2,Sometimes,Yes
Turkey.6,Turkey,second,delayed,experimental,7yo,5,4,Sometimes,Yes
Turkey.7,Turkey,first,immediate,experimental,7yo,5,2,Sometimes,Yes
Turkey.7,Turkey,point-and-name,point-and-name,point and name,7yo,5,2,Sometimes,Yes
Turkey.7,Turkey,second,delayed,experimental,7yo,5,1,Sometimes,Yes
Turkey.8,Turkey,first,delayed,experimental,7yo,5,3,Usually,Yes
Turkey.8,Turkey,point-and-name,point-and-name,point and name,7yo,5,2,Usually,Yes
Turkey.8,Turkey,second,immediate,experimental,7yo,5,3,Usually,Yes
Turkey.9,Turkey,first,delayed,experimental,7yo,5,3,Usually,Yes
Turkey.9,Turkey,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Turkey.9,Turkey,second,immediate,experimental,7yo,5,5,Usually,Yes
Virginia.1,Virginia,first,immediate,experimental,10yo,5,4,Usually,Yes
Virginia.1,Virginia,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Virginia.1,Virginia,second,delayed,experimental,10yo,5,5,Usually,Yes
Virginia.10,Virginia,first,immediate,experimental,5yo,5,1,Never,No
Virginia.10,Virginia,point-and-name,point-and-name,point and name,5yo,5,1,Never,No
Virginia.10,Virginia,second,delayed,experimental,5yo,5,1,Never,No
Virginia.11,Virginia,first,delayed,experimental,6yo,5,3,Usually,Yes
Virginia.11,Virginia,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Virginia.11,Virginia,second,immediate,experimental,6yo,5,3,Usually,Yes
Virginia.12,Virginia,first,delayed,experimental,7yo,5,5,Usually,Yes
Virginia.12,Virginia,point-and-name,point-and-name,point and name,7yo,4,5,Usually,Yes
Virginia.12,Virginia,second,immediate,experimental,7yo,5,4,Usually,Yes
Virginia.13,Virginia,first,delayed,experimental,6yo,5,2,Sometimes,Yes
Virginia.13,Virginia,point-and-name,point-and-name,point and name,6yo,5,1,Sometimes,Yes
Virginia.13,Virginia,second,immediate,experimental,6yo,5,1,Sometimes,Yes
Virginia.14,Virginia,first,immediate,experimental,6yo,5,3,Sometimes,Yes
Virginia.14,Virginia,point-and-name,point-and-name,point and name,6yo,5,2,Sometimes,Yes
Virginia.14,Virginia,second,delayed,experimental,6yo,5,3,Sometimes,Yes
Virginia.15,Virginia,first,delayed,experimental,10yo,5,5,Usually,Yes
Virginia.15,Virginia,point-and-name,point-and-name,point and name,10yo,3,5,Usually,Yes
Virginia.15,Virginia,second,immediate,experimental,10yo,5,4,Usually,Yes
Virginia.16,Virginia,first,delayed,experimental,5yo,5,4,Sometimes,Yes
Virginia.16,Virginia,point-and-name,point-and-name,point and name,5yo,5,3,Sometimes,Yes
