participant_id,labLocale,taskOrder,timing,trial_type,age_group,maxWrong,maxCorrect,prodSpeech_category,producer
Frankfurt.1001941,Frankfurt,second,delayed,experimental,5yo,5,1,Sometimes,Yes
Frankfurt.1101070,Frankfurt,first,immediate,experimental,6yo,5,3,Never,No
Frankfurt.1101070,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,2,Never,No
Frankfurt.1101070,Frankfurt,second,delayed,experimental,6yo,5,3,Never,No
Frankfurt.1101277,Frankfurt,first,delayed,experimental,5yo,5,2,Usually,Yes
Frankfurt.1101277,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,2,Usually,Yes
Frankfurt.1101277,Frankfurt,second,immediate,experimental,5yo,5,2,Usually,Yes
Frankfurt.1101430,Frankfurt,first,delayed,experimental,6yo,5,2,Sometimes,Yes
Frankfurt.1101430,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,2,Sometimes,Yes
Frankfurt.1101430,Frankfurt,second,immediate,experimental,6yo,5,2,Sometimes,Yes
Frankfurt.1101516,Frankfurt,first,immediate,experimental,5yo,5,3,Sometimes,Yes
Frankfurt.1101516,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,4,Sometimes,Yes
Frankfurt.1101516,Frankfurt,second,delayed,experimental,5yo,5,3,Sometimes,Yes
Frankfurt.1101605,Frankfurt,first,immediate,experimental,5yo,5,3,Sometimes,Yes
Frankfurt.1101605,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,2,Sometimes,Yes
Frankfurt.1101605,Frankfurt,second,delayed,experimental,5yo,5,1,Sometimes,Yes
Frankfurt.1201413,Frankfurt,first,immediate,experimental,5yo,5,3,Sometimes,Yes
Frankfurt.1201413,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,1,Sometimes,Yes
Frankfurt.1201413,Frankfurt,second,delayed,experimental,5yo,5,1,Sometimes,Yes
Frankfurt.1201638,Frankfurt,first,delayed,experimental,5yo,5,3,Usually,Yes
Frankfurt.1201638,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,4,Usually,Yes
Frankfurt.1201638,Frankfurt,second,immediate,experimental,5yo,5,3,Usually,Yes
Frankfurt.1301178,Frankfurt,first,immediate,experimental,5yo,5,2,Sometimes,Yes
Frankfurt.1301178,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,1,Sometimes,Yes
Frankfurt.1301178,Frankfurt,second,delayed,experimental,5yo,5,1,Sometimes,Yes
Frankfurt.1301556,Frankfurt,first,immediate,experimental,5yo,5,3,Sometimes,Yes
Frankfurt.1301556,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,2,Sometimes,Yes
Frankfurt.1301556,Frankfurt,second,delayed,experimental,5yo,5,2,Sometimes,Yes
Frankfurt.1301595,Frankfurt,first,delayed,experimental,5yo,5,3,Usually,Yes
Frankfurt.1301595,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,1,Usually,Yes
Frankfurt.1301595,Frankfurt,second,immediate,experimental,5yo,5,1,Usually,Yes
Frankfurt.1301733,Frankfurt,first,immediate,experimental,5yo,5,2,Never,No
Frankfurt.1301733,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,3,Never,No
Frankfurt.1301733,Frankfurt,second,delayed,experimental,5yo,5,1,Never,No
Frankfurt.1301896,Frankfurt,first,immediate,experimental,6yo,5,1,Sometimes,Yes
Frankfurt.1301896,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,2,Sometimes,Yes
Frankfurt.1301896,Frankfurt,second,delayed,experimental,6yo,5,2,Sometimes,Yes
Frankfurt.1301979,Frankfurt,first,delayed,experimental,5yo,5,1,Usually,Yes
Frankfurt.1301979,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,4,Usually,Yes
Frankfurt.1301979,Frankfurt,second,immediate,experimental,5yo,5,2,Usually,Yes
Frankfurt.142190,Frankfurt,first,immediate,experimental,10yo,5,5,Usually,Yes
Frankfurt.142190,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Frankfurt.142190,Frankfurt,second,delayed,experimental,10yo,5,2,Usually,Yes
Frankfurt.142218,Frankfurt,first,immediate,experimental,10yo,5,4,Usually,Yes
Frankfurt.142218,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.142218,Frankfurt,second,delayed,experimental,10yo,5,5,Usually,Yes
Frankfurt.142307,Frankfurt,first,immediate,experimental,10yo,5,2,Usually,Yes
Frankfurt.142307,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Frankfurt.142307,Frankfurt,second,delayed,experimental,10yo,5,3,Usually,Yes
Frankfurt.142415,Frankfurt,first,delayed,experimental,10yo,5,3,Usually,Yes
Frankfurt.142415,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Frankfurt.142415,Frankfurt,second,immediate,experimental,10yo,5,3,Usually,Yes
Frankfurt.142550,Frankfurt,first,delayed,experimental,10yo,5,3,Usually,Yes
Frankfurt.142550,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.142550,Frankfurt,second,immediate,experimental,10yo,5,4,Usually,Yes
Frankfurt.142746,Frankfurt,first,delayed,experimental,10yo,5,4,Usually,Yes
Frankfurt.142746,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.142746,Frankfurt,second,immediate,experimental,10yo,5,4,Usually,Yes
Frankfurt.142991,Frankfurt,first,immediate,experimental,10yo,5,4,Usually,Yes
Frankfurt.142991,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.142991,Frankfurt,second,delayed,experimental,10yo,5,4,Usually,Yes
Frankfurt.143278,Frankfurt,first,immediate,experimental,10yo,5,5,Usually,Yes
Frankfurt.143278,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.143278,Frankfurt,second,delayed,experimental,10yo,5,4,Usually,Yes
Frankfurt.143328,Frankfurt,first,immediate,experimental,10yo,5,4,Usually,Yes
Frankfurt.143328,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.143328,Frankfurt,second,delayed,experimental,10yo,5,4,Usually,Yes
Frankfurt.143530,Frankfurt,first,immediate,experimental,10yo,5,3,Usually,Yes
Frankfurt.143530,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.143530,Frankfurt,second,delayed,experimental,10yo,5,3,Usually,Yes
Frankfurt.143678,Frankfurt,first,delayed,experimental,10yo,5,1,Usually,Yes
Frankfurt.143678,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.143678,Frankfurt,second,immediate,experimental,10yo,5,4,Usually,Yes
Frankfurt.143735,Frankfurt,first,immediate,experimental,10yo,5,4,Usually,Yes
Frankfurt.143735,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.143735,Frankfurt,second,delayed,experimental,10yo,5,4,Usually,Yes
Frankfurt.143772,Frankfurt,first,immediate,experimental,10yo,5,4,Sometimes,Yes
Frankfurt.143772,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Sometimes,Yes
Frankfurt.143772,Frankfurt,second,delayed,experimental,10yo,5,5,Sometimes,Yes
Frankfurt.143820,Frankfurt,first,immediate,experimental,10yo,NA,5,Usually,Yes
Frankfurt.143820,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.143820,Frankfurt,second,delayed,experimental,10yo,5,5,Usually,Yes
Frankfurt.143899,Frankfurt,first,delayed,experimental,10yo,5,3,Usually,Yes
Frankfurt.143899,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.143899,Frankfurt,second,immediate,experimental,10yo,5,5,Usually,Yes
Frankfurt.143907,Frankfurt,first,delayed,experimental,10yo,5,5,Usually,Yes
Frankfurt.143907,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.143907,Frankfurt,second,immediate,experimental,10yo,5,4,Usually,Yes
Frankfurt.1501421,Frankfurt,first,delayed,experimental,5yo,5,3,Sometimes,Yes
Frankfurt.1501421,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,4,Sometimes,Yes
Frankfurt.1501421,Frankfurt,second,immediate,experimental,5yo,5,1,Sometimes,Yes
Frankfurt.1501560,Frankfurt,first,delayed,experimental,5yo,5,2,Never,No
Frankfurt.1501560,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,2,Never,No
Frankfurt.1501560,Frankfurt,second,immediate,experimental,5yo,5,1,Never,No
Frankfurt.1501633,Frankfurt,first,delayed,experimental,6yo,5,2,Usually,Yes
Frankfurt.1501633,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Frankfurt.1501633,Frankfurt,second,immediate,experimental,6yo,5,1,Usually,Yes
Frankfurt.1701181,Frankfurt,first,immediate,experimental,5yo,5,1,Never,No
Frankfurt.1701181,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,1,Never,No
Frankfurt.1701181,Frankfurt,second,delayed,experimental,5yo,5,1,Never,No
Frankfurt.1701778,Frankfurt,first,delayed,experimental,5yo,5,1,Never,No
Frankfurt.1701778,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,3,Never,No
Frankfurt.1701778,Frankfurt,second,immediate,experimental,5yo,5,2,Never,No
Frankfurt.1702022,Frankfurt,first,immediate,experimental,5yo,5,4,Usually,Yes
Frankfurt.1702022,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,2,Usually,Yes
Frankfurt.1702022,Frankfurt,second,delayed,experimental,5yo,5,3,Usually,Yes
Frankfurt.1702144,Frankfurt,first,immediate,experimental,5yo,5,1,Never,No
Frankfurt.1702144,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,1,Never,No
Frankfurt.1702144,Frankfurt,second,delayed,experimental,5yo,5,1,Never,No
Frankfurt.1702196,Frankfurt,first,immediate,experimental,5yo,5,2,Usually,Yes
Frankfurt.1702196,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,2,Usually,Yes
Frankfurt.1702196,Frankfurt,second,delayed,experimental,5yo,5,1,Usually,Yes
Frankfurt.1702328,Frankfurt,first,delayed,experimental,6yo,5,1,Sometimes,Yes
Frankfurt.1702328,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,1,Sometimes,Yes
Frankfurt.1702328,Frankfurt,second,immediate,experimental,6yo,5,2,Sometimes,Yes
Frankfurt.1702778,Frankfurt,first,delayed,experimental,6yo,5,1,Sometimes,Yes
Frankfurt.1702778,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
Frankfurt.1702778,Frankfurt,second,immediate,experimental,6yo,5,3,Sometimes,Yes
Frankfurt.1702864,Frankfurt,first,immediate,experimental,5yo,5,2,Usually,Yes
Frankfurt.1702864,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,1,Usually,Yes
Frankfurt.1702864,Frankfurt,second,delayed,experimental,5yo,5,2,Usually,Yes
Frankfurt.1801399,Frankfurt,first,delayed,experimental,5yo,5,1,Never,No
Frankfurt.1801399,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,1,Never,No
Frankfurt.1801399,Frankfurt,second,immediate,experimental,5yo,5,1,Never,No
Frankfurt.1801489,Frankfurt,first,delayed,experimental,6yo,5,2,Usually,Yes
Frankfurt.1801489,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Frankfurt.1801489,Frankfurt,second,immediate,experimental,6yo,5,3,Usually,Yes
Frankfurt.1801738,Frankfurt,first,delayed,experimental,6yo,5,2,Never,No
Frankfurt.1801738,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Never,No
Frankfurt.1801738,Frankfurt,second,immediate,experimental,6yo,5,1,Never,No
Frankfurt.1801998,Frankfurt,first,immediate,experimental,5yo,5,2,Sometimes,Yes
Frankfurt.1801998,Frankfurt,point-and-name,point-and-name,point and name,5yo,5,2,Sometimes,Yes
Frankfurt.1801998,Frankfurt,second,delayed,experimental,5yo,5,1,Sometimes,Yes
Frankfurt.1911011,Frankfurt,first,immediate,experimental,6yo,5,2,Usually,Yes
Frankfurt.1911011,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Frankfurt.1911011,Frankfurt,second,delayed,experimental,6yo,5,3,Usually,Yes
Frankfurt.1911045,Frankfurt,first,delayed,experimental,6yo,5,3,Usually,Yes
Frankfurt.1911045,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
Frankfurt.1911045,Frankfurt,second,immediate,experimental,6yo,5,3,Usually,Yes
Frankfurt.1911092,Frankfurt,first,delayed,experimental,6yo,5,2,Sometimes,Yes
Frankfurt.1911092,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
Frankfurt.1911092,Frankfurt,second,immediate,experimental,6yo,5,2,Sometimes,Yes
Frankfurt.1911142,Frankfurt,first,immediate,experimental,6yo,5,3,Sometimes,Yes
Frankfurt.1911142,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
Frankfurt.1911142,Frankfurt,second,delayed,experimental,6yo,5,2,Sometimes,Yes
Frankfurt.1911215,Frankfurt,first,delayed,experimental,6yo,5,1,Sometimes,Yes
Frankfurt.1911215,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,2,Sometimes,Yes
Frankfurt.1911215,Frankfurt,second,immediate,experimental,6yo,5,2,Sometimes,Yes
Frankfurt.1911305,Frankfurt,first,immediate,experimental,6yo,5,4,Sometimes,Yes
Frankfurt.1911305,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
Frankfurt.1911305,Frankfurt,second,delayed,experimental,6yo,5,4,Sometimes,Yes
Frankfurt.1911372,Frankfurt,first,delayed,experimental,7yo,5,4,Sometimes,Yes
Frankfurt.1911372,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,4,Sometimes,Yes
Frankfurt.1911372,Frankfurt,second,immediate,experimental,7yo,5,3,Sometimes,Yes
Frankfurt.1911446,Frankfurt,first,delayed,experimental,6yo,5,3,Usually,Yes
Frankfurt.1911446,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Frankfurt.1911446,Frankfurt,second,immediate,experimental,6yo,5,3,Usually,Yes
Frankfurt.1911555,Frankfurt,first,delayed,experimental,6yo,5,4,Usually,Yes
Frankfurt.1911555,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Frankfurt.1911555,Frankfurt,second,immediate,experimental,6yo,5,1,Usually,Yes
Frankfurt.1911713,Frankfurt,first,immediate,experimental,6yo,5,2,Usually,Yes
Frankfurt.1911713,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Frankfurt.1911713,Frankfurt,second,delayed,experimental,6yo,5,3,Usually,Yes
Frankfurt.1911770,Frankfurt,first,delayed,experimental,6yo,5,4,Usually,Yes
Frankfurt.1911770,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Frankfurt.1911770,Frankfurt,second,immediate,experimental,6yo,5,3,Usually,Yes
Frankfurt.1911792,Frankfurt,first,immediate,experimental,6yo,5,5,Usually,Yes
Frankfurt.1911792,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Frankfurt.1911792,Frankfurt,second,delayed,experimental,6yo,5,4,Usually,Yes
Frankfurt.1911871,Frankfurt,first,immediate,experimental,6yo,5,1,Usually,Yes
Frankfurt.1911871,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Frankfurt.1911871,Frankfurt,second,delayed,experimental,6yo,5,3,Usually,Yes
Frankfurt.1912025,Frankfurt,first,delayed,experimental,6yo,5,3,Usually,Yes
Frankfurt.1912025,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Frankfurt.1912025,Frankfurt,second,immediate,experimental,6yo,5,4,Usually,Yes
Frankfurt.1912082,Frankfurt,first,immediate,experimental,6yo,5,2,Usually,Yes
Frankfurt.1912082,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Frankfurt.1912082,Frankfurt,second,delayed,experimental,6yo,5,3,Usually,Yes
Frankfurt.1912169,Frankfurt,first,immediate,experimental,6yo,5,3,Sometimes,Yes
Frankfurt.1912169,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
Frankfurt.1912169,Frankfurt,second,delayed,experimental,6yo,5,2,Sometimes,Yes
Frankfurt.1912191,Frankfurt,first,delayed,experimental,7yo,5,3,Usually,Yes
Frankfurt.1912191,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Frankfurt.1912191,Frankfurt,second,immediate,experimental,7yo,5,5,Usually,Yes
Frankfurt.1912241,Frankfurt,first,delayed,experimental,6yo,5,2,Sometimes,Yes
Frankfurt.1912241,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
Frankfurt.1912241,Frankfurt,second,immediate,experimental,6yo,5,3,Sometimes,Yes
Frankfurt.1912263,Frankfurt,first,immediate,experimental,7yo,5,1,Sometimes,Yes
Frankfurt.1912263,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,3,Sometimes,Yes
Frankfurt.1912263,Frankfurt,second,delayed,experimental,7yo,5,3,Sometimes,Yes
Frankfurt.1912316,Frankfurt,first,delayed,experimental,6yo,5,1,Sometimes,Yes
Frankfurt.1912316,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
Frankfurt.1912316,Frankfurt,second,immediate,experimental,6yo,5,1,Sometimes,Yes
Frankfurt.1912370,Frankfurt,first,delayed,experimental,6yo,5,1,Usually,Yes
Frankfurt.1912370,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Usually,Yes
Frankfurt.1912370,Frankfurt,second,immediate,experimental,6yo,5,3,Usually,Yes
Frankfurt.1912452,Frankfurt,first,immediate,experimental,6yo,5,2,Usually,Yes
Frankfurt.1912452,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
Frankfurt.1912452,Frankfurt,second,delayed,experimental,6yo,5,1,Usually,Yes
Frankfurt.1912477,Frankfurt,first,immediate,experimental,6yo,5,3,Usually,Yes
Frankfurt.1912477,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,4,Usually,Yes
Frankfurt.1912477,Frankfurt,second,delayed,experimental,6yo,5,1,Usually,Yes
Frankfurt.1912525,Frankfurt,first,immediate,experimental,7yo,5,3,Usually,Yes
Frankfurt.1912525,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Frankfurt.1912525,Frankfurt,second,delayed,experimental,7yo,5,4,Usually,Yes
Frankfurt.1912543,Frankfurt,first,delayed,experimental,7yo,5,3,Sometimes,Yes
Frankfurt.1912543,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,5,Sometimes,Yes
Frankfurt.1912543,Frankfurt,second,immediate,experimental,7yo,5,3,Sometimes,Yes
Frankfurt.1912697,Frankfurt,first,delayed,experimental,7yo,5,2,Usually,Yes
Frankfurt.1912697,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Frankfurt.1912697,Frankfurt,second,immediate,experimental,7yo,5,3,Usually,Yes
Frankfurt.1912739,Frankfurt,first,immediate,experimental,6yo,5,2,Sometimes,Yes
Frankfurt.1912739,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,3,Sometimes,Yes
Frankfurt.1912739,Frankfurt,second,delayed,experimental,6yo,5,1,Sometimes,Yes
Frankfurt.1912835,Frankfurt,first,delayed,experimental,6yo,5,1,Sometimes,Yes
Frankfurt.1912835,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,2,Sometimes,Yes
Frankfurt.1912835,Frankfurt,second,immediate,experimental,6yo,5,1,Sometimes,Yes
Frankfurt.1912929,Frankfurt,first,delayed,experimental,7yo,5,4,Sometimes,Yes
Frankfurt.1912929,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,1,Sometimes,Yes
Frankfurt.1912929,Frankfurt,second,immediate,experimental,7yo,5,4,Sometimes,Yes
Frankfurt.241042,Frankfurt,first,delayed,experimental,10yo,5,4,Sometimes,Yes
Frankfurt.241042,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,3,Sometimes,Yes
Frankfurt.241042,Frankfurt,second,immediate,experimental,10yo,5,4,Sometimes,Yes
Frankfurt.241152,Frankfurt,first,immediate,experimental,10yo,5,4,Usually,Yes
Frankfurt.241152,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.241152,Frankfurt,second,delayed,experimental,10yo,5,5,Usually,Yes
Frankfurt.241204,Frankfurt,first,immediate,experimental,10yo,5,3,Usually,Yes
Frankfurt.241204,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Frankfurt.241204,Frankfurt,second,delayed,experimental,10yo,5,4,Usually,Yes
Frankfurt.241262,Frankfurt,first,delayed,experimental,10yo,5,5,Usually,Yes
Frankfurt.241262,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Frankfurt.241262,Frankfurt,second,immediate,experimental,10yo,5,5,Usually,Yes
Frankfurt.241580,Frankfurt,first,delayed,experimental,10yo,5,4,Usually,Yes
Frankfurt.241580,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Frankfurt.241580,Frankfurt,second,immediate,experimental,10yo,5,4,Usually,Yes
Frankfurt.241615,Frankfurt,first,delayed,experimental,10yo,5,4,Usually,Yes
Frankfurt.241615,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Frankfurt.241615,Frankfurt,second,immediate,experimental,10yo,5,3,Usually,Yes
Frankfurt.241661,Frankfurt,first,delayed,experimental,10yo,5,4,Usually,Yes
Frankfurt.241661,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Usually,Yes
Frankfurt.241661,Frankfurt,second,immediate,experimental,10yo,5,5,Usually,Yes
Frankfurt.241791,Frankfurt,first,immediate,experimental,10yo,5,4,Usually,Yes
Frankfurt.241791,Frankfurt,point-and-name,point-and-name,point and name,10yo,4,5,Usually,Yes
Frankfurt.241791,Frankfurt,second,delayed,experimental,10yo,5,5,Usually,Yes
Frankfurt.241836,Frankfurt,first,immediate,experimental,10yo,5,4,Usually,Yes
Frankfurt.241836,Frankfurt,point-and-name,point-and-name,point and name,10yo,NA,5,Usually,Yes
Frankfurt.241836,Frankfurt,second,delayed,experimental,10yo,5,5,Usually,Yes
Frankfurt.241911,Frankfurt,first,delayed,experimental,10yo,2,5,Sometimes,Yes
Frankfurt.241911,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,4,Sometimes,Yes
Frankfurt.241911,Frankfurt,second,immediate,experimental,10yo,5,5,Sometimes,Yes
Frankfurt.241950,Frankfurt,first,delayed,experimental,10yo,5,4,Usually,Yes
Frankfurt.241950,Frankfurt,point-and-name,point-and-name,point and name,10yo,5,3,Usually,Yes
Frankfurt.241950,Frankfurt,second,immediate,experimental,10yo,5,3,Usually,Yes
Frankfurt.322012,Frankfurt,first,delayed,experimental,7yo,5,3,Usually,Yes
Frankfurt.322012,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Frankfurt.322012,Frankfurt,second,immediate,experimental,7yo,5,4,Usually,Yes
Frankfurt.322035,Frankfurt,first,delayed,experimental,7yo,5,1,Sometimes,Yes
Frankfurt.322035,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,2,Sometimes,Yes
Frankfurt.322035,Frankfurt,second,immediate,experimental,7yo,5,2,Sometimes,Yes
Frankfurt.322594,Frankfurt,first,immediate,experimental,7yo,5,3,Usually,Yes
Frankfurt.322594,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,2,Usually,Yes
Frankfurt.322594,Frankfurt,second,delayed,experimental,7yo,5,1,Usually,Yes
Frankfurt.322669,Frankfurt,first,delayed,experimental,7yo,5,3,Never,No
Frankfurt.322669,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,2,Never,No
Frankfurt.322669,Frankfurt,second,immediate,experimental,7yo,5,2,Never,No
Frankfurt.322800,Frankfurt,first,immediate,experimental,7yo,5,4,Usually,Yes
Frankfurt.322800,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Frankfurt.322800,Frankfurt,second,delayed,experimental,7yo,5,3,Usually,Yes
Frankfurt.322993,Frankfurt,first,delayed,experimental,7yo,5,3,Usually,Yes
Frankfurt.322993,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Frankfurt.322993,Frankfurt,second,immediate,experimental,7yo,5,3,Usually,Yes
Frankfurt.323315,Frankfurt,first,delayed,experimental,7yo,5,3,Usually,Yes
Frankfurt.323315,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,2,Usually,Yes
Frankfurt.323315,Frankfurt,second,immediate,experimental,7yo,5,4,Usually,Yes
Frankfurt.323673,Frankfurt,first,delayed,experimental,7yo,5,2,Never,No
Frankfurt.323673,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,2,Never,No
Frankfurt.323673,Frankfurt,second,immediate,experimental,7yo,5,2,Never,No
Frankfurt.323767,Frankfurt,first,delayed,experimental,7yo,5,3,Usually,Yes
Frankfurt.323767,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Frankfurt.323767,Frankfurt,second,immediate,experimental,7yo,5,4,Usually,Yes
Frankfurt.421076,Frankfurt,first,immediate,experimental,7yo,5,1,Sometimes,Yes
Frankfurt.421076,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,3,Sometimes,Yes
Frankfurt.421076,Frankfurt,second,delayed,experimental,7yo,5,2,Sometimes,Yes
Frankfurt.421419,Frankfurt,first,immediate,experimental,7yo,5,4,Sometimes,Yes
Frankfurt.421419,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,3,Sometimes,Yes
Frankfurt.421419,Frankfurt,second,delayed,experimental,7yo,5,4,Sometimes,Yes
Frankfurt.421524,Frankfurt,first,immediate,experimental,7yo,5,4,Usually,Yes
Frankfurt.421524,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,4,Usually,Yes
Frankfurt.421524,Frankfurt,second,delayed,experimental,7yo,5,3,Usually,Yes
Frankfurt.421609,Frankfurt,first,delayed,experimental,7yo,5,2,Sometimes,Yes
Frankfurt.421609,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,4,Sometimes,Yes
Frankfurt.421609,Frankfurt,second,immediate,experimental,7yo,5,3,Sometimes,Yes
Frankfurt.421789,Frankfurt,first,delayed,experimental,7yo,5,2,Usually,Yes
Frankfurt.421789,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,3,Usually,Yes
Frankfurt.421789,Frankfurt,second,immediate,experimental,7yo,5,3,Usually,Yes
Frankfurt.421893,Frankfurt,first,delayed,experimental,7yo,5,2,Sometimes,Yes
Frankfurt.421893,Frankfurt,point-and-name,point-and-name,point and name,7yo,5,3,Sometimes,Yes
Frankfurt.421893,Frankfurt,second,immediate,experimental,7yo,5,3,Sometimes,Yes
Frankfurt.511041,Frankfurt,first,delayed,experimental,6yo,5,2,Sometimes,Yes
Frankfurt.511041,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,4,Sometimes,Yes
Frankfurt.511041,Frankfurt,second,immediate,experimental,6yo,5,2,Sometimes,Yes
Frankfurt.511125,Frankfurt,first,immediate,experimental,6yo,5,2,Usually,Yes
Frankfurt.511125,Frankfurt,point-and-name,point-and-name,point and name,6yo,5,2,Usually,Yes
