electrode,Value,epoch,stimuli,participant
Fz,-6.066557143,11,SH,p11_exp2
Fz,-14.13951167,12,SH,p11_exp2
Fz,-17.67246158,13,SH,p11_exp2
Fz,-14.10620893,14,SH,p11_exp2
Fz,-3.009825337,15,SH,p11_exp2
Fz,-15.16612481,16,SH,p11_exp2
Fz,-17.43632955,17,SH,p11_exp2
Fz,-13.32214029,18,SH,p11_exp2
Fz,-20.84588566,19,SH,p11_exp2
Fz,-13.95584362,20,SH,p11_exp2
Fz,-23.27746782,21,SH,p11_exp2
Fz,-10.75473454,22,SH,p11_exp2
Fz,-7.992437412,23,SH,p11_exp2
Fz,-7.096773077,24,SH,p11_exp2
Fz,-18.7816504,25,SH,p11_exp2
Fz,-18.10625549,26,SH,p11_exp2
Fz,-7.911443595,27,SH,p11_exp2
Fz,-15.35892052,28,SH,p11_exp2
Fz,-2.071064854,29,SH,p11_exp2
Fz,-15.33088452,30,SH,p11_exp2
Fz,-0.362521495,31,SH,p11_exp2
Fz,-21.72663434,32,SH,p11_exp2
Fz,-20.54200138,33,SH,p11_exp2
Fz,-11.00135245,34,SH,p11_exp2
Fz,-1.845657513,35,SH,p11_exp2
Fz,-16.68452422,36,SH,p11_exp2
Fz,-10.94146036,37,SH,p11_exp2
Fz,-5.22943144,38,SH,p11_exp2
Fz,-17.59201835,39,SH,p11_exp2
C3,-5.448688883,0,SH,p11_exp2
C3,-22.38583893,1,SH,p11_exp2
C3,-13.52848906,2,SH,p11_exp2
C3,-5.34603101,3,SH,p11_exp2
C3,-10.90430851,4,SH,p11_exp2
C3,-12.15255316,5,SH,p11_exp2
C3,-16.56190506,6,SH,p11_exp2
C3,-9.021127965,7,SH,p11_exp2
C3,-10.77252775,8,SH,p11_exp2
C3,-12.96955429,9,SH,p11_exp2
C3,-7.963674832,10,SH,p11_exp2
C3,-7.767342457,11,SH,p11_exp2
C3,-9.685234506,12,SH,p11_exp2
C3,-20.20375387,13,SH,p11_exp2
C3,-8.685527343,14,SH,p11_exp2
C3,-7.897444234,15,SH,p11_exp2
C3,-14.92151047,16,SH,p11_exp2
C3,-13.07135282,17,SH,p11_exp2
C3,-13.86355708,18,SH,p11_exp2
C3,-18.5126215,19,SH,p11_exp2
C3,-11.13029472,20,SH,p11_exp2
C3,-12.91455241,21,SH,p11_exp2
C3,-4.89779254,22,SH,p11_exp2
C3,-9.34468507,23,SH,p11_exp2
C3,-3.511194059,24,SH,p11_exp2
C3,-16.66642121,25,SH,p11_exp2
C3,-10.07813226,26,SH,p11_exp2
C3,-8.779109246,27,SH,p11_exp2
C3,-12.93909374,28,SH,p11_exp2
C3,-6.382262209,29,SH,p11_exp2
C3,-3.867233052,30,SH,p11_exp2
C3,-4.022613024,31,SH,p11_exp2
C3,-14.64590977,32,SH,p11_exp2
C3,-12.57009724,33,SH,p11_exp2
C3,-14.07713918,34,SH,p11_exp2
C3,-0.144245883,35,SH,p11_exp2
C3,-11.67295364,36,SH,p11_exp2
C3,-2.073803184,37,SH,p11_exp2
C3,-11.25789329,38,SH,p11_exp2
C3,-23.26399285,39,SH,p11_exp2
Cz,-10.88271672,1,SH,p11_exp2
Cz,-17.98004754,2,SH,p11_exp2
Cz,-6.818537762,3,SH,p11_exp2
Cz,-20.78655534,4,SH,p11_exp2
Cz,-39.2708164,5,SH,p11_exp2
Cz,-18.41826476,6,SH,p11_exp2
Cz,-17.00672051,7,SH,p11_exp2
Cz,-31.04118668,8,SH,p11_exp2
Cz,-22.94106352,9,SH,p11_exp2
Cz,-22.65277931,10,SH,p11_exp2
Cz,-6.441719572,11,SH,p11_exp2
Cz,-9.318285388,12,SH,p11_exp2
Cz,-8.505315305,13,SH,p11_exp2
Cz,-13.39524828,14,SH,p11_exp2
Cz,-11.75658474,15,SH,p11_exp2
Cz,-27.62606346,16,SH,p11_exp2
Cz,-38.5136667,18,SH,p11_exp2
Cz,-25.70145182,19,SH,p11_exp2
Cz,-17.50002794,20,SH,p11_exp2
Cz,-19.75533038,21,SH,p11_exp2
Cz,-5.354217547,22,SH,p11_exp2
Cz,-11.62981766,23,SH,p11_exp2
Cz,-5.354397196,24,SH,p11_exp2
Cz,-18.74609546,25,SH,p11_exp2
Cz,-11.56849855,26,SH,p11_exp2
Cz,-13.86750494,27,SH,p11_exp2
Cz,-0.914492962,28,SH,p11_exp2
Cz,-5.823301532,29,SH,p11_exp2
Cz,-9.17273339,30,SH,p11_exp2
Cz,-3.182741282,31,SH,p11_exp2
Cz,-16.36263582,32,SH,p11_exp2
Cz,-13.99534508,33,SH,p11_exp2
Cz,-11.5414912,34,SH,p11_exp2
Cz,-10.41984275,36,SH,p11_exp2
Cz,-16.54644165,37,SH,p11_exp2
Cz,-5.426260884,38,SH,p11_exp2
Cz,-19.12743262,39,SH,p11_exp2
C4,-2.391176997,0,SH,p11_exp2
C4,-6.654414108,1,SH,p11_exp2
C4,-33.88711943,2,SH,p11_exp2
C4,-9.06994179,3,SH,p11_exp2
C4,-11.35513526,4,SH,p11_exp2
C4,-16.56617884,5,SH,p11_exp2
C4,-4.51383947,7,SH,p11_exp2
C4,-24.9142322,8,SH,p11_exp2
C4,-20.88212615,9,SH,p11_exp2
C4,-10.91974151,10,SH,p11_exp2
C4,-2.336931167,11,SH,p11_exp2
C4,-11.44699069,12,SH,p11_exp2
C4,-5.275996503,13,SH,p11_exp2
C4,-16.74104882,14,SH,p11_exp2
C4,-9.828165617,15,SH,p11_exp2
C4,-19.05434284,16,SH,p11_exp2
C4,-31.50946655,18,SH,p11_exp2
C4,-14.02104374,19,SH,p11_exp2
C4,-10.36785778,20,SH,p11_exp2
C4,-19.576078,21,SH,p11_exp2
C4,-5.904830076,22,SH,p11_exp2
C4,-10.02545683,23,SH,p11_exp2
C4,-8.12565538,24,SH,p11_exp2
C4,-20.20652086,25,SH,p11_exp2
C4,-14.84398903,26,SH,p11_exp2
C4,-2.654584803,27,SH,p11_exp2
C4,-7.92665714,29,SH,p11_exp2
C4,-10.71166168,30,SH,p11_exp2
C4,-1.365228497,31,SH,p11_exp2
C4,-13.56810163,32,SH,p11_exp2
C4,-6.868420122,33,SH,p11_exp2
C4,-10.58090062,34,SH,p11_exp2
C4,-14.76237217,36,SH,p11_exp2
C4,-11.12265764,37,SH,p11_exp2
C4,-4.460641987,38,SH,p11_exp2
C4,-21.76694446,39,SH,p11_exp2
Pz,-2.205359747,0,SH,p11_exp2
Pz,-28.07378901,1,SH,p11_exp2
Pz,-23.93628603,2,SH,p11_exp2
Pz,-157.2379634,4,SH,p11_exp2
Pz,-177.1639275,5,SH,p11_exp2
Pz,-33.04281171,6,SH,p11_exp2
Pz,-6.385109579,7,SH,p11_exp2
Pz,-217.491886,8,SH,p11_exp2
Pz,-47.64650665,11,SH,p11_exp2
Pz,-193.5149635,12,SH,p11_exp2
Pz,-3.405881218,14,SH,p11_exp2
Pz,-244.6404629,16,SH,p11_exp2
Pz,-241.7121881,18,SH,p11_exp2
Pz,-194.3047774,19,SH,p11_exp2
Pz,-199.5474338,20,SH,p11_exp2
Pz,-194.2928502,21,SH,p11_exp2
Pz,-104.6855157,22,SH,p11_exp2
Pz,-114.4627384,23,SH,p11_exp2
Pz,-214.1080509,24,SH,p11_exp2
Pz,-27.86388824,25,SH,p11_exp2
Pz,-201.2535584,26,SH,p11_exp2
Pz,-165.9201417,27,SH,p11_exp2
Pz,-78.4030974,28,SH,p11_exp2
Pz,-203.0925317,29,SH,p11_exp2
Pz,-173.9686483,30,SH,p11_exp2
Pz,-19.44921207,31,SH,p11_exp2
Pz,-24.79276857,32,SH,p11_exp2
Pz,-26.15544214,33,SH,p11_exp2
Pz,-9.887482755,34,SH,p11_exp2
Pz,-12.2278037,35,SH,p11_exp2
Pz,-162.0939084,36,SH,p11_exp2
Pz,-14.6655009,37,SH,p11_exp2
Pz,-11.15598941,38,SH,p11_exp2
Pz,-29.69590204,39,SH,p11_exp2
PO7,-10.15457173,1,SH,p11_exp2
PO7,-8.96135468,2,SH,p11_exp2
PO7,-8.375410717,3,SH,p11_exp2
PO7,-14.06989787,4,SH,p11_exp2
PO7,-12.52183245,5,SH,p11_exp2
PO7,-7.865783007,6,SH,p11_exp2
PO7,-8.83726959,7,SH,p11_exp2
PO7,-12.72066186,8,SH,p11_exp2
PO7,-7.675538489,9,SH,p11_exp2
PO7,-7.118453026,10,SH,p11_exp2
PO7,-4.611825445,11,SH,p11_exp2
PO7,-0.403278372,12,SH,p11_exp2
PO7,-5.394131717,13,SH,p11_exp2
PO7,-1.867733645,14,SH,p11_exp2
PO7,-0.841129389,15,SH,p11_exp2
PO7,-8.897067149,16,SH,p11_exp2
PO7,-8.421579709,18,SH,p11_exp2
PO7,-9.808415176,19,SH,p11_exp2
PO7,-3.725277849,20,SH,p11_exp2
PO7,-0.928707822,21,SH,p11_exp2
PO7,-8.952784945,23,SH,p11_exp2
PO7,-7.98607074,25,SH,p11_exp2
PO7,-1.356939523,26,SH,p11_exp2
PO7,-1.391718904,27,SH,p11_exp2
PO7,-1.055984988,28,SH,p11_exp2
PO7,-13.98979819,29,SH,p11_exp2
PO7,-2.600921261,30,SH,p11_exp2
PO7,-9.169816389,31,SH,p11_exp2
PO7,-14.39272087,32,SH,p11_exp2
PO7,-2.232909149,33,SH,p11_exp2
PO7,-5.629526355,34,SH,p11_exp2
PO7,-20.5439223,35,SH,p11_exp2
PO7,-7.148925486,36,SH,p11_exp2
PO7,-0.019513751,37,SH,p11_exp2
PO7,-10.69327473,38,SH,p11_exp2
PO7,-6.506972431,39,SH,p11_exp2
Oz,-21.7578049,1,SH,p11_exp2
Oz,-18.23774752,2,SH,p11_exp2
Oz,-1.244755311,3,SH,p11_exp2
Oz,-16.66106574,4,SH,p11_exp2
Oz,-9.758297436,5,SH,p11_exp2
Oz,-17.57007788,6,SH,p11_exp2
Oz,-10.45101887,7,SH,p11_exp2
Oz,-17.76394294,8,SH,p11_exp2
Oz,-16.43403925,9,SH,p11_exp2
Oz,-16.91961661,10,SH,p11_exp2
Oz,-4.575906507,11,SH,p11_exp2
Oz,-3.569306792,12,SH,p11_exp2
Oz,-9.214226148,13,SH,p11_exp2
Oz,-0.378792774,14,SH,p11_exp2
Oz,-5.256080113,15,SH,p11_exp2
Oz,-11.48281755,16,SH,p11_exp2
Oz,-26.71091576,18,SH,p11_exp2
Oz,-14.23971203,19,SH,p11_exp2
Oz,-10.99589985,20,SH,p11_exp2
Oz,-7.072565364,21,SH,p11_exp2
Oz,-3.938095667,23,SH,p11_exp2
Oz,-6.431476085,25,SH,p11_exp2
Oz,-1.01841741,26,SH,p11_exp2
Oz,-3.878072742,27,SH,p11_exp2
Oz,-12.35988696,28,SH,p11_exp2
Oz,-5.850695472,29,SH,p11_exp2
Oz,-8.646739598,30,SH,p11_exp2
Oz,-7.106023456,31,SH,p11_exp2
Oz,-9.651219778,32,SH,p11_exp2
Oz,-7.485054988,33,SH,p11_exp2
Oz,-11.26051715,34,SH,p11_exp2
Oz,-14.91259017,35,SH,p11_exp2
Oz,-2.364465606,36,SH,p11_exp2
Oz,-8.537151426,38,SH,p11_exp2
Oz,-5.465156213,39,SH,p11_exp2
PO8,-2.486217065,0,SH,p11_exp2
PO8,-9.000366775,1,SH,p11_exp2
PO8,-8.082421833,2,SH,p11_exp2
PO8,-4.49602261,3,SH,p11_exp2
PO8,-6.411462261,4,SH,p11_exp2
PO8,-5.96568894,5,SH,p11_exp2
PO8,-13.25089867,6,SH,p11_exp2
PO8,-18.42551635,8,SH,p11_exp2
PO8,-8.15995054,9,SH,p11_exp2
PO8,-13.5698852,10,SH,p11_exp2
PO8,-6.990739819,13,SH,p11_exp2
PO8,-2.952594022,14,SH,p11_exp2
PO8,-6.065922321,15,SH,p11_exp2
PO8,-4.905775406,16,SH,p11_exp2
PO8,-32.3774366,18,SH,p11_exp2
PO8,-8.336275309,19,SH,p11_exp2
PO8,-6.996329245,20,SH,p11_exp2
PO8,-16.1009821,21,SH,p11_exp2
PO8,-2.143161206,23,SH,p11_exp2
PO8,-2.060699674,24,SH,p11_exp2
PO8,-14.15495845,25,SH,p11_exp2
PO8,-6.357413579,26,SH,p11_exp2
PO8,-2.982167059,27,SH,p11_exp2
PO8,-4.550440843,28,SH,p11_exp2
PO8,-5.112385053,29,SH,p11_exp2
PO8,-0.900843423,30,SH,p11_exp2
PO8,-17.81173139,32,SH,p11_exp2
PO8,-1.929163266,33,SH,p11_exp2
PO8,-8.895189616,34,SH,p11_exp2
PO8,-19.21353673,35,SH,p11_exp2
PO8,-4.640427287,36,SH,p11_exp2
PO8,-9.49549137,38,SH,p11_exp2
PO8,-7.293729327,39,SH,p11_exp2
Fz,-1.173917613,0,EH,p11_exp2
Fz,-15.7964311,1,EH,p11_exp2
Fz,-10.84931589,2,EH,p11_exp2
Fz,-6.786740957,3,EH,p11_exp2
Fz,-9.314993589,4,EH,p11_exp2
Fz,-13.93348524,5,EH,p11_exp2
Fz,-6.318008701,6,EH,p11_exp2
Fz,-20.29336269,7,EH,p11_exp2
Fz,-8.097169579,8,EH,p11_exp2
Fz,-9.346599567,9,EH,p11_exp2
Fz,-30.04374694,10,EH,p11_exp2
Fz,-7.368613626,11,EH,p11_exp2
Fz,-11.48866458,12,EH,p11_exp2
Fz,-10.65811195,13,EH,p11_exp2
Fz,-19.34157452,14,EH,p11_exp2
Fz,-13.84803198,15,EH,p11_exp2
Fz,-17.75633023,16,EH,p11_exp2
Fz,-11.44555212,17,EH,p11_exp2
Fz,-13.88612622,18,EH,p11_exp2
Fz,-12.40109613,19,EH,p11_exp2
Fz,-7.973657034,20,EH,p11_exp2
Fz,-4.039619967,21,EH,p11_exp2
Fz,-19.83143321,23,EH,p11_exp2
Fz,-14.51982691,25,EH,p11_exp2
Fz,-13.2003393,26,EH,p11_exp2
Fz,-1.9912705,27,EH,p11_exp2
Fz,-16.04495785,28,EH,p11_exp2
Fz,-12.0037,29,EH,p11_exp2
Fz,-15.42619377,30,EH,p11_exp2
Fz,-14.55192375,31,EH,p11_exp2
Fz,-9.888410457,32,EH,p11_exp2
Fz,-11.91401765,33,EH,p11_exp2
Fz,-19.18787902,34,EH,p11_exp2
Fz,-2.583016301,35,EH,p11_exp2
Fz,-10.99378931,36,EH,p11_exp2
Fz,-3.817291664,37,EH,p11_exp2
Fz,-12.78940247,38,EH,p11_exp2
C3,-13.20599593,1,EH,p11_exp2
C3,-1.292096806,2,EH,p11_exp2
C3,-7.538440546,3,EH,p11_exp2
C3,-8.146370559,4,EH,p11_exp2
C3,-4.861658942,5,EH,p11_exp2
C3,-5.086095932,6,EH,p11_exp2
C3,-18.06937129,7,EH,p11_exp2
C3,-11.55715787,8,EH,p11_exp2
C3,-13.92235716,9,EH,p11_exp2
C3,-30.20963726,10,EH,p11_exp2
C3,-12.52702026,11,EH,p11_exp2
C3,-13.97926966,12,EH,p11_exp2
C3,-4.613030491,13,EH,p11_exp2
C3,-25.32786011,14,EH,p11_exp2
C3,-13.83545315,15,EH,p11_exp2
C3,-15.74017918,16,EH,p11_exp2
C3,-8.958535869,17,EH,p11_exp2
C3,-13.19875137,18,EH,p11_exp2
C3,-13.40869701,19,EH,p11_exp2
C3,-2.67410525,20,EH,p11_exp2
C3,-9.360355878,21,EH,p11_exp2
C3,-11.66162667,22,EH,p11_exp2
C3,-19.90176197,23,EH,p11_exp2
C3,-1.397773257,24,EH,p11_exp2
C3,-10.00843536,25,EH,p11_exp2
C3,-0.84567036,26,EH,p11_exp2
C3,-1.103450599,27,EH,p11_exp2
C3,-10.86916489,28,EH,p11_exp2
C3,-7.924651516,29,EH,p11_exp2
C3,-12.97155765,30,EH,p11_exp2
C3,-12.50698774,31,EH,p11_exp2
C3,-6.62715716,32,EH,p11_exp2
C3,-1.848312678,33,EH,p11_exp2
C3,-16.15349816,34,EH,p11_exp2
C3,-1.902716682,35,EH,p11_exp2
C3,-13.54930468,36,EH,p11_exp2
C3,-1.578302237,37,EH,p11_exp2
C3,-12.31774413,38,EH,p11_exp2
Cz,-5.030632587,0,EH,p11_exp2
Cz,-18.23666936,1,EH,p11_exp2
Cz,-28.57434053,2,EH,p11_exp2
Cz,-24.47098601,4,EH,p11_exp2
Cz,-1.571183118,6,EH,p11_exp2
Cz,-2.790135645,7,EH,p11_exp2
Cz,-0.043944495,8,EH,p11_exp2
Cz,-6.140096412,9,EH,p11_exp2
Cz,-41.58949344,10,EH,p11_exp2
Cz,-15.25167802,11,EH,p11_exp2
Cz,-20.00034395,12,EH,p11_exp2
Cz,-11.54759384,13,EH,p11_exp2
Cz,-26.43553766,14,EH,p11_exp2
Cz,-15.28285746,15,EH,p11_exp2
Cz,-17.80495931,16,EH,p11_exp2
Cz,-13.96404271,17,EH,p11_exp2
Cz,-9.755647248,18,EH,p11_exp2
Cz,-16.80200688,19,EH,p11_exp2
Cz,-4.262699742,20,EH,p11_exp2
Cz,-7.910811755,21,EH,p11_exp2
Cz,-9.160729413,22,EH,p11_exp2
Cz,-32.6259139,23,EH,p11_exp2
Cz,-16.15294555,25,EH,p11_exp2
Cz,-10.87867153,26,EH,p11_exp2
Cz,-2.928834363,27,EH,p11_exp2
Cz,-10.60405498,28,EH,p11_exp2
Cz,-14.34799225,29,EH,p11_exp2
Cz,-22.16998182,30,EH,p11_exp2
Cz,-5.252538793,32,EH,p11_exp2
Cz,-7.010597947,33,EH,p11_exp2
Cz,-19.05857873,34,EH,p11_exp2
Cz,-7.374110222,35,EH,p11_exp2
Cz,-11.92671973,36,EH,p11_exp2
Cz,-0.640574745,37,EH,p11_exp2
Cz,-8.0053231,38,EH,p11_exp2
C4,-5.616329396,0,EH,p11_exp2
C4,-14.22870452,1,EH,p11_exp2
C4,-20.32707996,2,EH,p11_exp2
C4,-22.04570442,4,EH,p11_exp2
C4,-8.498054807,6,EH,p11_exp2
C4,-6.820127434,7,EH,p11_exp2
C4,-0.102718249,8,EH,p11_exp2
C4,-28.71000252,10,EH,p11_exp2
C4,-19.89788037,11,EH,p11_exp2
C4,-13.34992859,12,EH,p11_exp2
C4,-16.57979958,13,EH,p11_exp2
C4,-19.59784134,14,EH,p11_exp2
C4,-14.91222035,15,EH,p11_exp2
C4,-22.8368661,16,EH,p11_exp2
C4,-4.687083934,17,EH,p11_exp2
C4,-14.97934294,18,EH,p11_exp2
C4,-12.86643358,19,EH,p11_exp2
C4,-9.175352304,20,EH,p11_exp2
C4,-7.90550084,21,EH,p11_exp2
C4,-9.580382184,22,EH,p11_exp2
C4,-20.53736435,23,EH,p11_exp2
C4,-7.707779034,25,EH,p11_exp2
C4,-4.15316078,26,EH,p11_exp2
C4,-7.357560574,27,EH,p11_exp2
C4,-5.72706107,28,EH,p11_exp2
C4,-9.712559198,29,EH,p11_exp2
C4,-14.5653796,30,EH,p11_exp2
C4,-15.80734876,31,EH,p11_exp2
C4,-7.873461004,32,EH,p11_exp2
C4,-3.668995498,33,EH,p11_exp2
C4,-18.84620699,34,EH,p11_exp2
C4,-9.856950404,35,EH,p11_exp2
C4,-10.93538937,36,EH,p11_exp2
C4,-6.935878859,37,EH,p11_exp2
C4,-2.777045987,38,EH,p11_exp2
Pz,-12.59150823,1,EH,p11_exp2
Pz,-182.5646415,2,EH,p11_exp2
Pz,-210.6016127,4,EH,p11_exp2
Pz,-50.08585586,5,EH,p11_exp2
Pz,-127.7719663,7,EH,p11_exp2
Pz,-71.69476225,8,EH,p11_exp2
Pz,-229.8911973,9,EH,p11_exp2
Pz,-171.7870115,10,EH,p11_exp2
Pz,-201.9213579,11,EH,p11_exp2
Pz,-72.01137717,12,EH,p11_exp2
Pz,-167.0213754,13,EH,p11_exp2
Pz,-202.9759266,17,EH,p11_exp2
Pz,-253.9216286,18,EH,p11_exp2
Pz,-26.90640523,19,EH,p11_exp2
Pz,-209.0933162,20,EH,p11_exp2
Pz,-179.7487817,21,EH,p11_exp2
Pz,-169.6336454,22,EH,p11_exp2
Pz,-204.7954027,23,EH,p11_exp2
Pz,-189.6532667,26,EH,p11_exp2
Pz,-209.6025036,27,EH,p11_exp2
Pz,-264.4716647,28,EH,p11_exp2
Pz,-17.87731171,29,EH,p11_exp2
Pz,-7.338455428,30,EH,p11_exp2
Pz,-36.04484114,32,EH,p11_exp2
Pz,-68.89413507,33,EH,p11_exp2
Pz,-104.8737736,34,EH,p11_exp2
Pz,-148.7398406,35,EH,p11_exp2
Pz,-108.4396248,36,EH,p11_exp2
Pz,-57.32265812,37,EH,p11_exp2
Pz,-11.10738501,38,EH,p11_exp2
PO7,-23.25620241,1,EH,p11_exp2
PO7,-1.221385496,2,EH,p11_exp2
PO7,-6.165820023,3,EH,p11_exp2
PO7,-12.2658569,4,EH,p11_exp2
PO7,-3.864884526,5,EH,p11_exp2
PO7,-13.82999247,7,EH,p11_exp2
PO7,-5.118607764,8,EH,p11_exp2
PO7,-14.91288078,9,EH,p11_exp2
PO7,-19.13875034,10,EH,p11_exp2
PO7,-12.93796209,11,EH,p11_exp2
PO7,-9.791053955,12,EH,p11_exp2
PO7,-3.298528164,13,EH,p11_exp2
PO7,-10.34168401,14,EH,p11_exp2
PO7,-1.528829823,15,EH,p11_exp2
PO7,-10.83969608,16,EH,p11_exp2
PO7,-8.912882906,17,EH,p11_exp2
PO7,-8.623917952,18,EH,p11_exp2
PO7,-7.49675207,19,EH,p11_exp2
PO7,-11.67648312,21,EH,p11_exp2
PO7,-6.772552325,22,EH,p11_exp2
PO7,-23.59753096,23,EH,p11_exp2
PO7,-6.994895791,25,EH,p11_exp2
PO7,-2.737993473,28,EH,p11_exp2
PO7,-8.601447507,29,EH,p11_exp2
PO7,-5.021677409,30,EH,p11_exp2
PO7,-6.913178507,31,EH,p11_exp2
PO7,-4.16092558,32,EH,p11_exp2
PO7,-8.42385487,34,EH,p11_exp2
PO7,-8.152892788,35,EH,p11_exp2
PO7,-4.783681171,36,EH,p11_exp2
PO7,-8.195940038,38,EH,p11_exp2
Oz,-22.76642756,1,EH,p11_exp2
Oz,-3.458506858,2,EH,p11_exp2
Oz,-11.91027446,3,EH,p11_exp2
Oz,-3.18120674,4,EH,p11_exp2
Oz,-13.98199835,7,EH,p11_exp2
Oz,-0.962690617,8,EH,p11_exp2
Oz,-13.74117437,9,EH,p11_exp2
Oz,-11.68939093,10,EH,p11_exp2
Oz,-15.78537897,11,EH,p11_exp2
Oz,-11.80009894,12,EH,p11_exp2
Oz,-6.300854889,13,EH,p11_exp2
Oz,-12.27235234,14,EH,p11_exp2
Oz,-6.154392744,15,EH,p11_exp2
Oz,-5.000212402,16,EH,p11_exp2
Oz,-10.21150597,17,EH,p11_exp2
Oz,-9.890738604,18,EH,p11_exp2
Oz,-6.276308212,19,EH,p11_exp2
Oz,-6.866031779,20,EH,p11_exp2
Oz,-5.535497801,21,EH,p11_exp2
Oz,-4.733069899,22,EH,p11_exp2
Oz,-28.9303035,23,EH,p11_exp2
Oz,-3.812732313,24,EH,p11_exp2
Oz,-4.517806744,25,EH,p11_exp2
Oz,-18.99942655,26,EH,p11_exp2
Oz,-6.747555473,29,EH,p11_exp2
Oz,-3.872318471,30,EH,p11_exp2
Oz,-4.428000453,31,EH,p11_exp2
Oz,-1.940652635,32,EH,p11_exp2
Oz,-3.904796467,33,EH,p11_exp2
Oz,-3.540718629,34,EH,p11_exp2
Oz,-2.711473944,35,EH,p11_exp2
Oz,-5.647913512,36,EH,p11_exp2
Oz,-4.227114291,38,EH,p11_exp2
PO8,-18.63359004,1,EH,p11_exp2
PO8,-9.72735384,2,EH,p11_exp2
PO8,-6.511728607,3,EH,p11_exp2
PO8,-0.55086935,4,EH,p11_exp2
PO8,-1.75696465,6,EH,p11_exp2
PO8,-8.857582045,7,EH,p11_exp2
PO8,-1.205478434,8,EH,p11_exp2
PO8,-14.85853924,9,EH,p11_exp2
PO8,-9.503792056,10,EH,p11_exp2
PO8,-11.70005294,11,EH,p11_exp2
PO8,-8.004887041,12,EH,p11_exp2
PO8,-1.536149381,13,EH,p11_exp2
PO8,-10.8872697,14,EH,p11_exp2
PO8,-6.317808213,15,EH,p11_exp2
PO8,-9.324681153,16,EH,p11_exp2
PO8,-5.113512839,17,EH,p11_exp2
PO8,-10.04995792,18,EH,p11_exp2
PO8,-3.868285984,21,EH,p11_exp2
PO8,-9.132810177,22,EH,p11_exp2
PO8,-22.28312139,23,EH,p11_exp2
PO8,-4.639306197,25,EH,p11_exp2
PO8,-5.929866946,26,EH,p11_exp2
PO8,-8.493993058,27,EH,p11_exp2
PO8,-5.281398344,28,EH,p11_exp2
PO8,-1.385810409,29,EH,p11_exp2
PO8,-3.886143016,30,EH,p11_exp2
PO8,-2.514788159,31,EH,p11_exp2
PO8,-8.815106237,32,EH,p11_exp2
PO8,-8.655519887,33,EH,p11_exp2
PO8,-14.67672476,34,EH,p11_exp2
PO8,-10.2492101,35,EH,p11_exp2
PO8,-8.18876184,36,EH,p11_exp2
PO8,-12.40328598,38,EH,p11_exp2
Fz,-3.766046554,0,RH,p12_exp2
Fz,-20.59934993,1,RH,p12_exp2
Fz,-0.941159155,2,RH,p12_exp2
Fz,-5.956040023,3,RH,p12_exp2
Fz,-20.44953306,4,RH,p12_exp2
Fz,-12.50225077,5,RH,p12_exp2
Fz,-16.73124297,6,RH,p12_exp2
Fz,-16.40274978,7,RH,p12_exp2
Fz,-12.27044696,8,RH,p12_exp2
Fz,-4.688586671,10,RH,p12_exp2
Fz,-6.760890528,11,RH,p12_exp2
Fz,-8.651446718,13,RH,p12_exp2
Fz,-7.023151459,14,RH,p12_exp2
Fz,-14.30888726,15,RH,p12_exp2
Fz,-8.802637833,16,RH,p12_exp2
Fz,-8.177329422,18,RH,p12_exp2
Fz,-5.382377018,19,RH,p12_exp2
Fz,-9.433096853,20,RH,p12_exp2
Fz,-10.64261051,21,RH,p12_exp2
Fz,-9.229667262,23,RH,p12_exp2
Fz,-3.26475716,25,RH,p12_exp2
Fz,-5.143520864,26,RH,p12_exp2
Fz,-4.417616527,27,RH,p12_exp2
Fz,-7.163209665,29,RH,p12_exp2
Fz,-6.812901861,30,RH,p12_exp2
Fz,-5.213856748,31,RH,p12_exp2
Fz,-3.328267149,32,RH,p12_exp2
Fz,-16.51028306,33,RH,p12_exp2
Fz,-15.94806105,34,RH,p12_exp2
Fz,-9.619977687,35,RH,p12_exp2
Fz,-24.26505216,36,RH,p12_exp2
Fz,-27.14339651,37,RH,p12_exp2
C3,-3.993230847,0,RH,p12_exp2
C3,-18.01244502,1,RH,p12_exp2
C3,-5.419925533,2,RH,p12_exp2
C3,-8.362597466,3,RH,p12_exp2
C3,-12.06486449,4,RH,p12_exp2
C3,-16.3222335,5,RH,p12_exp2
C3,-19.76891669,6,RH,p12_exp2
C3,-17.99962451,7,RH,p12_exp2
C3,-12.30123982,8,RH,p12_exp2
C3,-4.939197409,9,RH,p12_exp2
C3,-0.483401429,10,RH,p12_exp2
C3,-3.772946479,11,RH,p12_exp2
C3,-13.35738178,13,RH,p12_exp2
C3,-6.599213689,14,RH,p12_exp2
C3,-8.278095834,15,RH,p12_exp2
C3,-3.218559341,16,RH,p12_exp2
C3,-7.252578089,17,RH,p12_exp2
C3,-15.06863274,18,RH,p12_exp2
C3,-5.369425875,19,RH,p12_exp2
C3,-6.935203043,20,RH,p12_exp2
C3,-17.75130498,21,RH,p12_exp2
C3,-14.09050648,22,RH,p12_exp2
C3,-12.4306817,23,RH,p12_exp2
C3,-6.275189339,24,RH,p12_exp2
C3,-1.673891055,25,RH,p12_exp2
C3,-9.265873803,26,RH,p12_exp2
C3,-9.540198212,28,RH,p12_exp2
C3,-13.89357348,30,RH,p12_exp2
C3,-4.529269741,31,RH,p12_exp2
C3,-6.374180086,32,RH,p12_exp2
C3,-13.37862496,33,RH,p12_exp2
