electrode,Value,epoch,stimuli,participant
Fz,-6.397225277,35,RH,p8_exp2
Fz,-4.948554077,36,RH,p8_exp2
Fz,-13.68833175,37,RH,p8_exp2
Fz,-3.439624646,38,RH,p8_exp2
C3,-2.554370625,0,RH,p8_exp2
C3,-20.23215441,1,RH,p8_exp2
C3,-3.71377113,2,RH,p8_exp2
C3,-9.740087602,3,RH,p8_exp2
C3,-15.8622425,4,RH,p8_exp2
C3,-9.571670322,5,RH,p8_exp2
C3,-7.358122724,7,RH,p8_exp2
C3,-5.214661974,8,RH,p8_exp2
C3,-8.057643456,9,RH,p8_exp2
C3,-21.05088275,11,RH,p8_exp2
C3,-3.636407991,13,RH,p8_exp2
C3,-12.6970675,14,RH,p8_exp2
C3,-5.770563448,15,RH,p8_exp2
C3,-11.07042512,16,RH,p8_exp2
C3,-10.14058493,17,RH,p8_exp2
C3,-18.45850014,19,RH,p8_exp2
C3,-6.535185518,21,RH,p8_exp2
C3,-4.973066424,22,RH,p8_exp2
C3,-3.997796689,23,RH,p8_exp2
C3,-16.76602708,24,RH,p8_exp2
C3,-6.247362386,25,RH,p8_exp2
C3,-6.314545146,26,RH,p8_exp2
C3,-3.060648615,29,RH,p8_exp2
C3,-1.307466709,30,RH,p8_exp2
C3,-2.865979314,31,RH,p8_exp2
C3,-21.94694838,32,RH,p8_exp2
C3,-13.87827779,33,RH,p8_exp2
C3,-19.54595445,35,RH,p8_exp2
C3,-0.560319727,36,RH,p8_exp2
C3,-8.208003092,37,RH,p8_exp2
Cz,-11.60788392,1,RH,p8_exp2
Cz,-12.28034711,2,RH,p8_exp2
Cz,-12.98929326,3,RH,p8_exp2
Cz,-10.36282903,4,RH,p8_exp2
Cz,-1.761301514,5,RH,p8_exp2
Cz,-6.919418746,6,RH,p8_exp2
Cz,-7.188801131,8,RH,p8_exp2
Cz,-12.89188848,9,RH,p8_exp2
Cz,-3.733264095,10,RH,p8_exp2
Cz,-12.83480126,11,RH,p8_exp2
Cz,-9.14573168,12,RH,p8_exp2
Cz,-3.117083331,13,RH,p8_exp2
Cz,-4.224293132,14,RH,p8_exp2
Cz,-16.21853654,15,RH,p8_exp2
Cz,-8.050665067,16,RH,p8_exp2
Cz,-3.654664382,17,RH,p8_exp2
Cz,-5.425031792,18,RH,p8_exp2
Cz,-12.0317547,19,RH,p8_exp2
Cz,-5.904814693,20,RH,p8_exp2
Cz,-0.951497794,21,RH,p8_exp2
Cz,-3.133107604,22,RH,p8_exp2
Cz,-11.18123063,23,RH,p8_exp2
Cz,-1.801152398,24,RH,p8_exp2
Cz,-7.749671666,25,RH,p8_exp2
Cz,-9.960007241,26,RH,p8_exp2
Cz,-5.03842918,27,RH,p8_exp2
Cz,-5.033056359,28,RH,p8_exp2
Cz,-5.589664626,29,RH,p8_exp2
Cz,-0.371343168,30,RH,p8_exp2
Cz,-13.42969844,31,RH,p8_exp2
Cz,-14.44159389,32,RH,p8_exp2
Cz,-3.357869174,33,RH,p8_exp2
Cz,-4.066983589,34,RH,p8_exp2
Cz,-5.379454585,35,RH,p8_exp2
Cz,-6.34878815,36,RH,p8_exp2
Cz,-12.68623345,37,RH,p8_exp2
Cz,-5.590042869,38,RH,p8_exp2
C4,-0.660312819,0,RH,p8_exp2
C4,-11.82948709,1,RH,p8_exp2
C4,-6.734798482,2,RH,p8_exp2
C4,-13.54742358,3,RH,p8_exp2
C4,-12.31883618,4,RH,p8_exp2
C4,-7.909237516,5,RH,p8_exp2
C4,-9.9999261,6,RH,p8_exp2
C4,-0.727961966,7,RH,p8_exp2
C4,-2.299315726,8,RH,p8_exp2
C4,-11.59326359,9,RH,p8_exp2
C4,-2.231401235,10,RH,p8_exp2
C4,-10.88142862,11,RH,p8_exp2
C4,-9.313244714,12,RH,p8_exp2
C4,-3.805293477,13,RH,p8_exp2
C4,-5.801713862,14,RH,p8_exp2
C4,-10.64259602,15,RH,p8_exp2
C4,-8.508837927,16,RH,p8_exp2
C4,-4.899018697,17,RH,p8_exp2
C4,-4.766165891,18,RH,p8_exp2
C4,-15.36356539,19,RH,p8_exp2
C4,-5.509448628,20,RH,p8_exp2
C4,-0.79248569,21,RH,p8_exp2
C4,-14.07549098,22,RH,p8_exp2
C4,-8.423772818,23,RH,p8_exp2
C4,-1.77283339,24,RH,p8_exp2
C4,-8.017339098,25,RH,p8_exp2
C4,-10.75032255,26,RH,p8_exp2
C4,-7.627292391,27,RH,p8_exp2
C4,-4.818878596,28,RH,p8_exp2
C4,-3.29674701,29,RH,p8_exp2
C4,-4.698445999,30,RH,p8_exp2
C4,-10.16198438,31,RH,p8_exp2
C4,-14.72315297,32,RH,p8_exp2
C4,-7.191286095,33,RH,p8_exp2
C4,-4.22187643,34,RH,p8_exp2
C4,-11.16581327,35,RH,p8_exp2
C4,-9.86970987,36,RH,p8_exp2
C4,-10.67777033,37,RH,p8_exp2
Pz,-12.13631802,1,RH,p8_exp2
Pz,-12.71142183,2,RH,p8_exp2
Pz,-18.5453487,3,RH,p8_exp2
Pz,-11.00318809,4,RH,p8_exp2
Pz,-1.255506052,5,RH,p8_exp2
Pz,-18.63803822,6,RH,p8_exp2
Pz,-5.724684397,8,RH,p8_exp2
Pz,-12.7010635,9,RH,p8_exp2
Pz,-7.577938739,10,RH,p8_exp2
Pz,-0.852277111,11,RH,p8_exp2
Pz,-13.08219108,12,RH,p8_exp2
Pz,-1.133336923,13,RH,p8_exp2
Pz,-9.777745369,15,RH,p8_exp2
Pz,-2.591691957,16,RH,p8_exp2
Pz,-3.279161602,18,RH,p8_exp2
Pz,-12.37210489,20,RH,p8_exp2
Pz,-11.85147748,23,RH,p8_exp2
Pz,-3.62723649,25,RH,p8_exp2
Pz,-6.616299505,26,RH,p8_exp2
Pz,-13.16417584,27,RH,p8_exp2
Pz,-1.091660078,28,RH,p8_exp2
Pz,-2.264953338,29,RH,p8_exp2
Pz,-2.00093919,30,RH,p8_exp2
Pz,-4.726398171,31,RH,p8_exp2
Pz,-16.18752996,34,RH,p8_exp2
Pz,-5.451305601,35,RH,p8_exp2
Pz,-7.214018413,36,RH,p8_exp2
Pz,-13.69359934,37,RH,p8_exp2
Pz,-9.916843439,38,RH,p8_exp2
PO7,-11.60868506,1,RH,p8_exp2
PO7,-8.11051829,2,RH,p8_exp2
PO7,-9.249487279,3,RH,p8_exp2
PO7,-5.921433074,4,RH,p8_exp2
PO7,-17.27469825,5,RH,p8_exp2
PO7,-4.60186627,6,RH,p8_exp2
PO7,-0.743996323,8,RH,p8_exp2
PO7,-8.540256047,9,RH,p8_exp2
PO7,-2.696073413,12,RH,p8_exp2
PO7,-5.315330731,16,RH,p8_exp2
PO7,-6.494216635,19,RH,p8_exp2
PO7,-13.78814141,23,RH,p8_exp2
PO7,-3.00554359,24,RH,p8_exp2
PO7,-4.963543954,28,RH,p8_exp2
PO7,-1.309037898,29,RH,p8_exp2
PO7,-2.983975336,31,RH,p8_exp2
PO7,-0.525560045,32,RH,p8_exp2
PO7,-2.485919512,35,RH,p8_exp2
PO7,-5.438204516,36,RH,p8_exp2
PO7,-6.627052767,37,RH,p8_exp2
PO7,-6.973718372,38,RH,p8_exp2
Oz,-9.264488503,1,RH,p8_exp2
Oz,-4.870919235,2,RH,p8_exp2
Oz,-7.972828618,3,RH,p8_exp2
Oz,-2.99830065,4,RH,p8_exp2
Oz,-4.329876575,5,RH,p8_exp2
Oz,-5.965518804,6,RH,p8_exp2
Oz,-7.614578707,9,RH,p8_exp2
Oz,-5.801418276,12,RH,p8_exp2
Oz,-1.272004447,14,RH,p8_exp2
Oz,-5.598639373,16,RH,p8_exp2
Oz,-2.582659667,17,RH,p8_exp2
Oz,-5.628284821,19,RH,p8_exp2
Oz,-3.129906805,20,RH,p8_exp2
Oz,-9.431431217,23,RH,p8_exp2
Oz,-2.605113069,26,RH,p8_exp2
Oz,-6.781925988,28,RH,p8_exp2
Oz,-7.913296317,29,RH,p8_exp2
Oz,-3.481196503,31,RH,p8_exp2
Oz,-1.972779649,32,RH,p8_exp2
Oz,-1.42467328,33,RH,p8_exp2
Oz,-3.226905265,36,RH,p8_exp2
Oz,-2.937182828,37,RH,p8_exp2
Oz,-1.540062103,38,RH,p8_exp2
PO8,-11.57203769,1,RH,p8_exp2
PO8,-2.086162795,2,RH,p8_exp2
PO8,-9.851197974,3,RH,p8_exp2
PO8,-6.202217,4,RH,p8_exp2
PO8,-7.162835242,5,RH,p8_exp2
PO8,-5.307136618,6,RH,p8_exp2
PO8,-3.455251453,7,RH,p8_exp2
PO8,-8.209492617,8,RH,p8_exp2
PO8,-7.36631827,9,RH,p8_exp2
PO8,-1.516293599,11,RH,p8_exp2
PO8,-2.041443358,12,RH,p8_exp2
PO8,-3.890660715,13,RH,p8_exp2
PO8,-4.680408621,14,RH,p8_exp2
PO8,-1.456716243,15,RH,p8_exp2
PO8,-4.746615828,16,RH,p8_exp2
PO8,-1.555018361,17,RH,p8_exp2
PO8,-8.750370579,19,RH,p8_exp2
PO8,-3.389877044,20,RH,p8_exp2
PO8,-0.667216775,22,RH,p8_exp2
PO8,-12.87659714,23,RH,p8_exp2
PO8,-1.367914118,24,RH,p8_exp2
PO8,-3.06044326,25,RH,p8_exp2
PO8,-4.607317023,26,RH,p8_exp2
PO8,-6.895341457,28,RH,p8_exp2
PO8,-8.86835477,29,RH,p8_exp2
PO8,-4.340952584,30,RH,p8_exp2
PO8,-2.820396846,31,RH,p8_exp2
PO8,-6.383257169,32,RH,p8_exp2
PO8,-4.793894246,33,RH,p8_exp2
PO8,-4.751560023,35,RH,p8_exp2
PO8,-5.947104906,36,RH,p8_exp2
PO8,-11.7121529,37,RH,p8_exp2
PO8,-1.342639985,38,RH,p8_exp2
Fz,-13.10183459,1,SH,p8_exp2
Fz,-4.512008544,2,SH,p8_exp2
Fz,-8.668334651,4,SH,p8_exp2
Fz,-5.673707741,5,SH,p8_exp2
Fz,-9.459020674,6,SH,p8_exp2
Fz,-17.18082959,7,SH,p8_exp2
Fz,-14.72979415,8,SH,p8_exp2
Fz,-19.92756166,9,SH,p8_exp2
Fz,-14.93832196,10,SH,p8_exp2
Fz,-5.293375628,11,SH,p8_exp2
Fz,-20.35059341,12,SH,p8_exp2
Fz,-8.597228159,13,SH,p8_exp2
Fz,-9.762554738,14,SH,p8_exp2
Fz,-6.764619133,16,SH,p8_exp2
Fz,-12.19562665,18,SH,p8_exp2
Fz,-3.203545457,19,SH,p8_exp2
Fz,-12.01599227,20,SH,p8_exp2
Fz,-9.999024378,21,SH,p8_exp2
Fz,-1.537131659,22,SH,p8_exp2
Fz,-7.019452542,23,SH,p8_exp2
Fz,-6.49672841,24,SH,p8_exp2
Fz,-2.616337005,25,SH,p8_exp2
Fz,-7.192703445,26,SH,p8_exp2
Fz,-8.11262256,27,SH,p8_exp2
Fz,-2.690613637,28,SH,p8_exp2
Fz,-7.445370627,29,SH,p8_exp2
Fz,-2.951001462,30,SH,p8_exp2
Fz,-6.459183128,32,SH,p8_exp2
Fz,-4.529761174,33,SH,p8_exp2
Fz,-13.67116688,34,SH,p8_exp2
Fz,-2.026636491,35,SH,p8_exp2
Fz,-3.356409872,36,SH,p8_exp2
Fz,-12.9805584,37,SH,p8_exp2
Fz,-10.07725601,38,SH,p8_exp2
Fz,-5.294567041,39,SH,p8_exp2
C3,-5.698370781,0,SH,p8_exp2
C3,-16.50245416,1,SH,p8_exp2
C3,-1.60148393,2,SH,p8_exp2
C3,-2.903441286,4,SH,p8_exp2
C3,-4.420777394,6,SH,p8_exp2
C3,-5.983736352,7,SH,p8_exp2
C3,-8.864419102,8,SH,p8_exp2
C3,-25.29545445,9,SH,p8_exp2
C3,-15.37947798,10,SH,p8_exp2
C3,-12.03724064,12,SH,p8_exp2
C3,-15.68185883,13,SH,p8_exp2
C3,-20.49432409,16,SH,p8_exp2
C3,-10.41063705,18,SH,p8_exp2
C3,-10.14230379,20,SH,p8_exp2
C3,-3.036747094,23,SH,p8_exp2
C3,-2.766221343,24,SH,p8_exp2
C3,-17.54207885,25,SH,p8_exp2
C3,-0.683085356,28,SH,p8_exp2
C3,-5.802730327,29,SH,p8_exp2
C3,-4.259287759,31,SH,p8_exp2
C3,-22.0139651,32,SH,p8_exp2
C3,-3.025252358,33,SH,p8_exp2
C3,-16.35232386,34,SH,p8_exp2
C3,-5.103754481,35,SH,p8_exp2
C3,-7.271599114,36,SH,p8_exp2
C3,-0.102004184,37,SH,p8_exp2
C3,-24.53647707,38,SH,p8_exp2
Cz,-6.017544216,1,SH,p8_exp2
Cz,-10.13862217,2,SH,p8_exp2
Cz,-14.08844776,4,SH,p8_exp2
Cz,-9.440533176,5,SH,p8_exp2
Cz,-9.790008279,6,SH,p8_exp2
Cz,-13.66378929,7,SH,p8_exp2
Cz,-7.479389325,8,SH,p8_exp2
Cz,-20.98087747,9,SH,p8_exp2
Cz,-12.83673045,10,SH,p8_exp2
Cz,-5.335568976,11,SH,p8_exp2
Cz,-15.38865852,12,SH,p8_exp2
Cz,-10.80491134,13,SH,p8_exp2
Cz,-7.490208954,14,SH,p8_exp2
Cz,-8.220982089,15,SH,p8_exp2
Cz,-14.59267181,16,SH,p8_exp2
Cz,-12.26025989,18,SH,p8_exp2
Cz,-7.512837619,19,SH,p8_exp2
Cz,-9.119196652,20,SH,p8_exp2
Cz,-8.821317091,21,SH,p8_exp2
Cz,-6.013757144,22,SH,p8_exp2
Cz,-15.16448349,23,SH,p8_exp2
Cz,-4.072015639,24,SH,p8_exp2
Cz,-10.53415645,25,SH,p8_exp2
Cz,-10.44404697,26,SH,p8_exp2
Cz,-5.64234302,27,SH,p8_exp2
Cz,-7.138090001,28,SH,p8_exp2
Cz,-15.070286,29,SH,p8_exp2
Cz,-3.195677019,30,SH,p8_exp2
Cz,-2.451785503,31,SH,p8_exp2
Cz,-12.38340108,32,SH,p8_exp2
Cz,-3.119504966,33,SH,p8_exp2
Cz,-10.42445529,34,SH,p8_exp2
Cz,-6.088980986,35,SH,p8_exp2
Cz,-9.317782622,36,SH,p8_exp2
Cz,-12.34737822,37,SH,p8_exp2
Cz,-15.22439852,38,SH,p8_exp2
C4,-7.36524202,1,SH,p8_exp2
C4,-7.600252412,2,SH,p8_exp2
C4,-2.234287385,3,SH,p8_exp2
C4,-15.11855935,4,SH,p8_exp2
C4,-0.381042875,5,SH,p8_exp2
C4,-9.895058249,6,SH,p8_exp2
C4,-9.263038227,7,SH,p8_exp2
C4,-9.530855372,8,SH,p8_exp2
C4,-24.09677315,9,SH,p8_exp2
C4,-10.94102144,10,SH,p8_exp2
C4,-2.612907106,11,SH,p8_exp2
C4,-12.00363331,12,SH,p8_exp2
C4,-11.47390769,13,SH,p8_exp2
C4,-5.37771372,14,SH,p8_exp2
C4,-4.014558758,15,SH,p8_exp2
C4,-8.288367192,16,SH,p8_exp2
C4,-11.3401501,18,SH,p8_exp2
C4,-5.527295401,19,SH,p8_exp2
C4,-15.17004055,20,SH,p8_exp2
C4,-3.966887411,21,SH,p8_exp2
C4,-1.030809953,22,SH,p8_exp2
C4,-10.93643046,23,SH,p8_exp2
C4,-4.791609196,24,SH,p8_exp2
C4,-22.45783694,25,SH,p8_exp2
C4,-9.292738662,26,SH,p8_exp2
C4,-3.888258463,27,SH,p8_exp2
C4,-5.149577337,29,SH,p8_exp2
C4,-10.09132522,30,SH,p8_exp2
C4,-6.731246426,31,SH,p8_exp2
C4,-15.24092999,32,SH,p8_exp2
C4,-6.475505803,33,SH,p8_exp2
C4,-14.99688221,34,SH,p8_exp2
C4,-6.511797625,35,SH,p8_exp2
C4,-7.777523825,36,SH,p8_exp2
C4,-11.30844445,37,SH,p8_exp2
C4,-14.12198457,38,SH,p8_exp2
C4,-1.879090428,39,SH,p8_exp2
Pz,-2.735292707,2,SH,p8_exp2
Pz,-3.610541785,3,SH,p8_exp2
Pz,-17.93411566,4,SH,p8_exp2
Pz,-10.13848246,5,SH,p8_exp2
Pz,-11.81244668,6,SH,p8_exp2
Pz,-14.15505764,7,SH,p8_exp2
Pz,-2.219916112,8,SH,p8_exp2
Pz,-6.489746941,9,SH,p8_exp2
Pz,-17.3474406,11,SH,p8_exp2
Pz,-13.34927276,12,SH,p8_exp2
Pz,-1.000714341,13,SH,p8_exp2
Pz,-6.333664515,14,SH,p8_exp2
Pz,-19.16291352,15,SH,p8_exp2
Pz,-4.082119677,16,SH,p8_exp2
Pz,-6.1518285,17,SH,p8_exp2
Pz,-11.38236081,18,SH,p8_exp2
Pz,-17.79237017,19,SH,p8_exp2
Pz,-14.95008873,20,SH,p8_exp2
Pz,-20.95435706,21,SH,p8_exp2
Pz,-12.41869122,22,SH,p8_exp2
Pz,-17.80654472,23,SH,p8_exp2
Pz,-0.732523428,24,SH,p8_exp2
Pz,-1.946744415,25,SH,p8_exp2
Pz,-15.43683552,26,SH,p8_exp2
Pz,-9.404142215,27,SH,p8_exp2
Pz,-6.083301593,28,SH,p8_exp2
Pz,-20.67833796,29,SH,p8_exp2
Pz,-1.559019933,30,SH,p8_exp2
Pz,-3.753155473,31,SH,p8_exp2
Pz,-3.504070077,32,SH,p8_exp2
Pz,-10.32328045,34,SH,p8_exp2
Pz,-3.320187353,35,SH,p8_exp2
Pz,-1.327884661,36,SH,p8_exp2
Pz,-10.03101891,37,SH,p8_exp2
Pz,-1.690870854,38,SH,p8_exp2
Pz,-6.735037085,39,SH,p8_exp2
PO7,-8.938202476,4,SH,p8_exp2
PO7,-2.645709471,6,SH,p8_exp2
PO7,-2.603936461,7,SH,p8_exp2
PO7,-6.657405341,9,SH,p8_exp2
PO7,-7.887458573,10,SH,p8_exp2
PO7,-3.79631545,11,SH,p8_exp2
PO7,-3.855815393,12,SH,p8_exp2
PO7,-2.18342714,13,SH,p8_exp2
PO7,-0.287741196,14,SH,p8_exp2
PO7,-1.523812768,16,SH,p8_exp2
PO7,-7.616226182,18,SH,p8_exp2
PO7,-23.38662941,20,SH,p8_exp2
PO7,-5.802472516,21,SH,p8_exp2
PO7,-0.422235361,25,SH,p8_exp2
PO7,-2.489606345,28,SH,p8_exp2
PO7,-1.000722464,30,SH,p8_exp2
PO7,-0.709774246,31,SH,p8_exp2
PO7,-5.302510772,32,SH,p8_exp2
PO7,-14.93047597,34,SH,p8_exp2
PO7,-10.382691,35,SH,p8_exp2
PO7,-2.61387098,36,SH,p8_exp2
PO7,-3.162173741,38,SH,p8_exp2
Oz,-5.629470668,4,SH,p8_exp2
Oz,-4.140518614,6,SH,p8_exp2
Oz,-5.049465633,9,SH,p8_exp2
Oz,-9.401933519,10,SH,p8_exp2
Oz,-4.975674386,11,SH,p8_exp2
Oz,-2.861704718,12,SH,p8_exp2
Oz,-7.961491758,16,SH,p8_exp2
Oz,-2.706301093,18,SH,p8_exp2
Oz,-0.89950791,19,SH,p8_exp2
Oz,-11.95854045,20,SH,p8_exp2
Oz,-7.098022199,21,SH,p8_exp2
Oz,-2.27940332,23,SH,p8_exp2
Oz,-6.711083508,25,SH,p8_exp2
Oz,-5.217033614,26,SH,p8_exp2
Oz,-0.869201299,27,SH,p8_exp2
Oz,-3.143358514,31,SH,p8_exp2
Oz,-4.352165252,32,SH,p8_exp2
Oz,-11.10601657,34,SH,p8_exp2
Oz,-7.346343626,35,SH,p8_exp2
Oz,-1.9790646,36,SH,p8_exp2
Oz,-2.878789497,37,SH,p8_exp2
Oz,-2.768679554,38,SH,p8_exp2
PO8,-1.395124805,0,SH,p8_exp2
PO8,-5.210555716,2,SH,p8_exp2
PO8,-7.123058,3,SH,p8_exp2
PO8,-9.27583824,4,SH,p8_exp2
PO8,-2.849155114,7,SH,p8_exp2
PO8,-9.962514284,9,SH,p8_exp2
PO8,-8.422217113,10,SH,p8_exp2
PO8,-2.961733698,11,SH,p8_exp2
PO8,-7.764611032,12,SH,p8_exp2
PO8,-8.942142896,13,SH,p8_exp2
PO8,-5.723287239,15,SH,p8_exp2
PO8,-8.461108717,16,SH,p8_exp2
PO8,-3.08700831,18,SH,p8_exp2
PO8,-15.87030711,20,SH,p8_exp2
PO8,-5.686799851,21,SH,p8_exp2
PO8,-4.357717405,23,SH,p8_exp2
PO8,-2.799396538,24,SH,p8_exp2
PO8,-11.19863414,25,SH,p8_exp2
PO8,-6.107717956,26,SH,p8_exp2
PO8,-3.373516461,27,SH,p8_exp2
PO8,-2.246876436,28,SH,p8_exp2
PO8,-5.954721592,30,SH,p8_exp2
PO8,-4.831385481,31,SH,p8_exp2
PO8,-8.341972077,32,SH,p8_exp2
PO8,-12.30283268,34,SH,p8_exp2
PO8,-7.886751786,35,SH,p8_exp2
PO8,-6.705312589,36,SH,p8_exp2
PO8,-2.245013754,37,SH,p8_exp2
PO8,-5.990213328,38,SH,p8_exp2
Fz,-15.15772016,0,EH,p8_exp2
Fz,-13.80667862,1,EH,p8_exp2
Fz,-9.924273012,3,EH,p8_exp2
Fz,-15.98360427,5,EH,p8_exp2
Fz,-6.856819055,6,EH,p8_exp2
Fz,-6.926221401,7,EH,p8_exp2
Fz,-7.681183604,8,EH,p8_exp2
Fz,-5.503402242,9,EH,p8_exp2
Fz,-10.48112049,10,EH,p8_exp2
Fz,-7.153806833,11,EH,p8_exp2
Fz,-15.25498073,12,EH,p8_exp2
Fz,-9.964477146,13,EH,p8_exp2
Fz,-13.88890207,14,EH,p8_exp2
Fz,-4.052091904,15,EH,p8_exp2
Fz,-10.04543836,16,EH,p8_exp2
Fz,-12.36974509,17,EH,p8_exp2
Fz,-10.21354147,18,EH,p8_exp2
Fz,-8.205500025,19,EH,p8_exp2
Fz,-8.629898458,20,EH,p8_exp2
Fz,-9.182134214,21,EH,p8_exp2
Fz,-11.5422697,22,EH,p8_exp2
Fz,-13.90581864,23,EH,p8_exp2
Fz,-8.21543753,24,EH,p8_exp2
Fz,-4.011358355,26,EH,p8_exp2
Fz,-8.729992325,27,EH,p8_exp2
Fz,-8.308883741,28,EH,p8_exp2
Fz,-7.234425351,29,EH,p8_exp2
Fz,-6.877388353,30,EH,p8_exp2
Fz,-15.67359948,31,EH,p8_exp2
Fz,-9.387741534,32,EH,p8_exp2
Fz,-3.141754518,33,EH,p8_exp2
Fz,-4.826097988,34,EH,p8_exp2
Fz,-2.837634938,36,EH,p8_exp2
Fz,-15.53673661,37,EH,p8_exp2
Fz,-7.342337012,38,EH,p8_exp2
C3,-15.29386044,0,EH,p8_exp2
C3,-15.70660478,1,EH,p8_exp2
C3,-11.33027291,2,EH,p8_exp2
C3,-6.630672209,5,EH,p8_exp2
C3,-5.41826713,6,EH,p8_exp2
C3,-3.134063989,8,EH,p8_exp2
C3,-18.16713505,10,EH,p8_exp2
C3,-6.000911102,11,EH,p8_exp2
C3,-2.21612941,12,EH,p8_exp2
C3,-9.176436452,13,EH,p8_exp2
C3,-19.70136134,14,EH,p8_exp2
C3,-10.83601946,16,EH,p8_exp2
C3,-21.41644085,17,EH,p8_exp2
C3,-12.28687076,18,EH,p8_exp2
C3,-20.28264379,19,EH,p8_exp2
C3,-21.84527327,20,EH,p8_exp2
C3,-4.006301091,21,EH,p8_exp2
C3,-27.895996,22,EH,p8_exp2
C3,-24.09078827,23,EH,p8_exp2
C3,-5.873884275,24,EH,p8_exp2
C3,-8.631228194,25,EH,p8_exp2
C3,-0.945945211,26,EH,p8_exp2
C3,-7.889859994,27,EH,p8_exp2
C3,-8.137840019,28,EH,p8_exp2
C3,-0.645658226,29,EH,p8_exp2
C3,-16.61407241,30,EH,p8_exp2
C3,-13.39951792,31,EH,p8_exp2
C3,-13.09566054,32,EH,p8_exp2
C3,-5.7128294,33,EH,p8_exp2
C3,-11.31032253,34,EH,p8_exp2
C3,-13.37958335,35,EH,p8_exp2
C3,-21.31358451,37,EH,p8_exp2
C3,-13.46576386,38,EH,p8_exp2
Cz,-14.50179657,0,EH,p8_exp2
Cz,-15.58522273,1,EH,p8_exp2
Cz,-2.53737697,2,EH,p8_exp2
Cz,-8.782174161,3,EH,p8_exp2
Cz,-1.903316507,4,EH,p8_exp2
Cz,-15.72633434,5,EH,p8_exp2
Cz,-1.011952647,6,EH,p8_exp2
Cz,-5.018748955,7,EH,p8_exp2
Cz,-10.07464998,8,EH,p8_exp2
Cz,-8.379421471,9,EH,p8_exp2
Cz,-10.37069634,10,EH,p8_exp2
Cz,-15.79283361,11,EH,p8_exp2
Cz,-11.47378304,12,EH,p8_exp2
Cz,-11.84603045,13,EH,p8_exp2
Cz,-17.04374061,14,EH,p8_exp2
Cz,-7.328265875,15,EH,p8_exp2
Cz,-8.574231487,16,EH,p8_exp2
Cz,-6.628897152,17,EH,p8_exp2
Cz,-11.58482172,18,EH,p8_exp2
Cz,-8.081058068,19,EH,p8_exp2
Cz,-12.02816691,20,EH,p8_exp2
Cz,-15.48356264,21,EH,p8_exp2
Cz,-12.81407407,22,EH,p8_exp2
Cz,-4.283587046,23,EH,p8_exp2
Cz,-11.01744027,24,EH,p8_exp2
Cz,-6.989103129,25,EH,p8_exp2
Cz,-18.42169529,27,EH,p8_exp2
Cz,-10.74019361,28,EH,p8_exp2
Cz,-11.73261739,29,EH,p8_exp2
Cz,-13.12657127,30,EH,p8_exp2
Cz,-16.03718298,31,EH,p8_exp2
Cz,-8.764062345,32,EH,p8_exp2
Cz,-0.805795365,34,EH,p8_exp2
Cz,-2.181074916,35,EH,p8_exp2
Cz,-7.961011318,36,EH,p8_exp2
Cz,-16.73489463,37,EH,p8_exp2
Cz,-12.62093187,38,EH,p8_exp2
C4,-14.17690661,0,EH,p8_exp2
C4,-17.97071831,1,EH,p8_exp2
C4,-4.921369967,2,EH,p8_exp2
C4,-11.58913116,3,EH,p8_exp2
C4,-1.487161061,4,EH,p8_exp2
C4,-12.61631878,5,EH,p8_exp2
C4,-8.472025789,6,EH,p8_exp2
C4,-1.088105181,7,EH,p8_exp2
C4,-11.85924108,8,EH,p8_exp2
C4,-0.311443215,9,EH,p8_exp2
C4,-21.23544546,10,EH,p8_exp2
C4,-11.70071407,11,EH,p8_exp2
C4,-9.488908159,12,EH,p8_exp2
C4,-11.97477638,13,EH,p8_exp2
C4,-14.17643477,14,EH,p8_exp2
C4,-5.650435839,15,EH,p8_exp2
C4,-8.846785298,16,EH,p8_exp2
C4,-11.22633154,17,EH,p8_exp2
C4,-7.137578824,18,EH,p8_exp2
C4,-7.865116598,19,EH,p8_exp2
C4,-14.53133326,20,EH,p8_exp2
C4,-9.372623035,21,EH,p8_exp2
C4,-15.52896954,22,EH,p8_exp2
C4,-9.952648183,23,EH,p8_exp2
C4,-10.95621929,24,EH,p8_exp2
C4,-5.450030676,25,EH,p8_exp2
C4,-2.358205849,26,EH,p8_exp2
C4,-7.72588808,27,EH,p8_exp2
C4,-11.7320931,28,EH,p8_exp2
C4,-6.800121423,29,EH,p8_exp2
C4,-10.11976757,30,EH,p8_exp2
C4,-16.68001067,31,EH,p8_exp2
C4,-12.03855903,32,EH,p8_exp2
C4,-10.98953771,34,EH,p8_exp2
C4,-4.132926454,35,EH,p8_exp2
C4,-8.534421761,36,EH,p8_exp2
C4,-15.65428258,37,EH,p8_exp2
C4,-11.0081829,38,EH,p8_exp2
Pz,-8.804941403,0,EH,p8_exp2
Pz,-13.19872759,1,EH,p8_exp2
Pz,-14.6252362,3,EH,p8_exp2
Pz,-0.807056952,4,EH,p8_exp2
Pz,-12.80774891,5,EH,p8_exp2
Pz,-4.277426988,6,EH,p8_exp2
Pz,-5.136751583,7,EH,p8_exp2
Pz,-5.6574138,8,EH,p8_exp2
Pz,-15.43598343,9,EH,p8_exp2
Pz,-5.067240404,10,EH,p8_exp2
Pz,-21.42206698,11,EH,p8_exp2
Pz,-12.53201158,12,EH,p8_exp2
Pz,-15.68332473,13,EH,p8_exp2
Pz,-15.3491618,14,EH,p8_exp2
